atom_id,physical_vehicle_id,window_id,window_polarity,sar_frame,pixel_centroid_x,pixel_centroid_y,azimuth,radial,ground_x,ground_y,pixel_area,integrated_energy,mean_energy,peak_energy,relative_energy_within_local_field,principal_axis_1,principal_axis_2,elongation,orientation,compactness,envelope,boundary_contact,local_arc_consistency,temporal_presence_hint,extraction_threshold,threshold_provenance,proposed_role,role_provenance,search_window
A8A_F288_004,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_276_288,negative_or_uncertain,288,1166.875,1260.772059,9.4093,74.348083,,,136,7211,53.022059,61,0.005533,91.671696,32.888753,2.787327,-7.846221,0.027778,"1107.000,1239.000,1209.000,1287.000",false,0.593485,short_window_neighbor=F289:A8A_F289_008:10.0px,51,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,unresolved_atom,feature_combination_not_role_separable,"981.256,1161.816,1296.489,1334.000"
A8A_F289_001,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_289_290,positive,289,1127.744186,1126.953488,-7.356332,205.367706,,,86,4405,51.22093,65,0.002763,20.846903,12.704117,1.640956,-64.807807,0.119444,"1114.000,1106.000,1138.000,1136.000",false,0,no_adjacent_sampled_neighbor,45,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,unresolved_atom,feature_combination_not_role_separable,"1084.245,1100.662,1399.343,1292.262"
A8A_F289_002,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_289_290,positive,289,1221.754693,1164.967042,21.665024,187.094421,,,2397,123658,51.588652,115,0.077568,214.079974,116.186265,1.842558,8.917623,0.079645,"1084.000,1100.000,1312.000,1232.000",true,0.703775,no_adjacent_sampled_neighbor,45,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,unresolved_atom,feature_combination_not_role_separable,"1084.245,1100.662,1399.343,1292.262"
A8A_F289_003,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_289_290,positive,289,1312.823529,1108.882353,35.615265,272.740417,,,17,921,54.176471,71,0.000578,7.942963,3.02401,2.626632,35.980094,0.236111,"1306.000,1106.000,1318.000,1112.000",false,0.991892,no_adjacent_sampled_neighbor,45,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,isolated_small_atom,small_area_without_vehicle_scale_support,"1084.245,1100.662,1399.343,1292.262"
A8A_F289_004,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_289_290,positive,289,1333.194444,1140.25,43.2463,261.480591,,,36,1778,49.388889,62,0.001115,33.732653,11.135538,3.029279,-11.456544,0.066667,"1318.000,1130.000,1348.000,1148.000",false,0,no_adjacent_sampled_neighbor,45,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,unresolved_atom,feature_combination_not_role_separable,"1084.245,1100.662,1399.343,1292.262"
A8A_F289_005,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_289_290,positive,289,1320.555556,1169.166667,45.883633,232.105408,,,18,836,46.444444,53,0.000524,35.182927,12.713723,2.767319,35.773282,0.041667,"1306.000,1160.000,1330.000,1178.000",false,0.775079,no_adjacent_sampled_neighbor,45,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,isolated_small_atom,small_area_without_vehicle_scale_support,"1084.245,1100.662,1399.343,1292.262"
A8A_F289_006,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_289_290,positive,289,1218.458647,1227.744361,32.000603,121.939201,,,266,14305,53.778195,89,0.008973,48.909826,35.241766,1.387837,17.181326,0.102623,"1198.000,1196.000,1252.000,1244.000",false,0.66903,short_window_neighbor=F288:A8A_F288_003:2.7px,45,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,body_core,bottom_local_high_energy_core_candidate,"1084.245,1100.662,1399.343,1292.262"
A8A_F289_007,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_289_290,positive,289,1124.25,1260.625,-23.065399,76.815742,,,24,1121,46.708333,52,0.000703,45.593553,23.618565,1.930412,-26.971261,0.022222,"1108.000,1238.000,1144.000,1268.000",false,0.91248,no_adjacent_sampled_neighbor,45,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,isolated_small_atom,small_area_without_vehicle_scale_support,"1084.245,1100.662,1399.343,1292.262"
A8A_F289_008,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_289_290,positive,289,1176.808,1260.12,16.75539,75.81749,,,125,5859,46.872,54,0.003675,70.072397,28.980528,2.417913,-10.35002,0.045094,"1144.000,1244.000,1210.000,1286.000",false,0.371509,short_window_neighbor=F288:A8A_F288_004:10.0px;F290:A8A_F290_002:7.6px,45,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,side_ridge,elongated_non_arc_local_ridge,"1084.245,1100.662,1399.343,1292.262"
A8A_F290_001,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_289_290,positive,290,997.096525,1233.679537,-58.293774,184.48999,,,259,11610,44.826255,66,0.024633,23.835148,19.586652,1.216908,23.002847,0.299769,"976.000,1225.000,1012.000,1249.000",true,0,no_adjacent_sampled_neighbor,37,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,unresolved_atom,feature_combination_not_role_separable,"964.574,1225.404,1279.672,1334.000"
A8A_F290_002,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_289_290,positive,290,1175.75415,1252.544664,11.685305,87.479889,,,1265,51510,40.719368,82,0.10929,153.968499,47.224574,3.260347,-15.816357,0.097608,"1084.000,1225.000,1264.000,1297.000",true,0.302453,short_window_neighbor=F289:A8A_F289_008:7.6px,37,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,side_ridge,elongated_non_arc_local_ridge,"964.574,1225.404,1279.672,1334.000"
