pair_id,scene,optical_frame,thread_id,bbox_center_x,bbox_center_y,bbox_bottom_center_x,bbox_bottom_center_y,bbox_width,bbox_height,bbox_area,normalized_center_x,normalized_bottom_y,edge_contact_left,edge_contact_right,edge_contact_bottom,occlusion_state,partial_vehicle_state,multi_box_competition,visible_unboxed_gap,depth_center,depth_q10,depth_q25,depth_q50,depth_q75,depth_q90,depth_valid_ratio,depth_D0,depth_D1,depth_D2,depth_D3,depth_D4,optical_velocity_x,optical_velocity_y,track_age,vehicle_class
WGV35A_PAIR_0001,GM_RM017,145,oty1t_obj_GM_RM017_bytetrack_bt_0008,49.069,365.287,49.069,408.436,97.766,86.298,8437.01,0.061336,0.680727,true,false,false,unknown,none,single_observation,unknown,8.749918,7.509882,8.223199,8.778545,9.132981,11.35182,1,8.778545,8.749918,8.68634,8.778545,8.444399,0,0,1,unknown_vehicle
WGV35A_PAIR_0002,GM_RM017,149,oty1t_obj_GM_RM017_bytetrack_bt_0008,87.273,353.182,87.273,403.636,169.091,100.909,17062.804,0.109091,0.672727,false,false,false,unknown,mixed_partial_full_observations,multiple_observations,unknown,8.231234,8.048119,8.155007,8.324568,8.639664,13.854589,1,8.324568,8.231234,8.156383,8.324568,8.597158,9.551,-3.02625,2,unknown_vehicle
WGV35A_PAIR_0003,GM_RM017,151,oty1t_obj_GM_RM017_bytetrack_bt_0010,25.689,330.673,25.689,351.758,51.279,42.171,2162.487,0.032111,0.586263,true,false,false,unknown,partial_to_full_transition,single_observation,unknown,12.264336,8.711269,9.142713,12.198053,12.592328,14.058599,1,12.198053,12.264336,9.586055,12.198053,12.264336,0,0,1,unknown_vehicle
WGV35A_PAIR_0004,GM_RM017,151,oty1t_obj_GM_RM017_bytetrack_bt_0008,113.182,362.727,113.182,406.364,210,87.273,18327.33,0.141477,0.677273,false,false,false,unknown,partial_to_full_transition,single_observation,unknown,8.444399,8.273806,8.378488,8.550641,8.70839,9.154187,1,8.550641,8.444399,8.41803,8.550641,8.749918,12.9545,4.7725,3,unknown_vehicle
WGV35A_PAIR_0005,GM_RM017,152,oty1t_obj_GM_RM017_bytetrack_bt_0008,119.938,360.509,119.938,406.354,238.53,91.691,21871.054,0.149923,0.677257,true,false,false,unknown,mixed_partial_full_observations,multiple_observations,unknown,8.77946,8.615441,8.727412,8.884776,9.040231,12.671901,1,8.884776,8.77946,8.762318,8.884776,8.561306,6.756,-2.218,4,unknown_vehicle
WGV35A_PAIR_0006,GM_RM017,152,oty1t_obj_GM_RM017_bytetrack_bt_0010,36.818,330,36.818,360,68.182,60,4090.92,0.046023,0.6,false,false,false,unknown,mixed_partial_full_observations,multiple_observations,unknown,12.7847,8.986385,9.132808,12.687879,13.600814,17.314702,1,12.687879,12.7847,9.189377,12.687879,11.938991,11.129,-0.673,2,unknown_vehicle
WGV35A_PAIR_0007,GM_RM017,153,oty1t_obj_GM_RM017_bytetrack_bt_0010,42.503,339.726,42.503,371.663,84.711,63.873,5410.746,0.053129,0.619438,true,false,false,unknown,partial_to_full_transition,single_observation,unknown,11.613646,8.866006,8.974759,11.562228,11.826058,12.395197,1,11.562228,11.613646,8.98907,11.562228,11.613646,5.685,9.726,3,unknown_vehicle
WGV35A_PAIR_0008,GM_RM017,153,oty1t_obj_GM_RM017_bytetrack_bt_0008,132.272,350.455,132.272,403.636,259.091,106.363,27557.696,0.165341,0.672727,false,false,false,unknown,partial_to_full_transition,single_observation,unknown,8.76646,8.614906,8.729025,8.884708,11.699924,16.651531,1,8.884708,8.76646,8.747225,8.884708,8.561306,12.334,-10.054,5,unknown_vehicle
WGV35A_PAIR_0009,GM_RM017,154,oty1t_obj_GM_RM017_bytetrack_bt_0008,152.374,360.986,152.374,407.006,260.64,92.041,23989.566,0.190467,0.678343,false,false,false,unknown,partial_to_full_transition,single_observation,unknown,8.561306,8.38385,8.507493,8.639945,8.872578,10.997176,1,8.639945,8.561306,8.556562,8.639945,8.561306,20.102,10.531,6,unknown_vehicle
WGV35A_PAIR_0010,GM_RM017,154,oty1t_obj_GM_RM017_bytetrack_bt_0010,54.546,347.727,54.546,392.727,103.637,90,9327.33,0.068182,0.654545,false,false,false,unknown,partial_to_full_transition,single_observation,unknown,10.727476,8.670014,8.772916,10.720709,11.031657,16.114137,1,10.720709,10.727476,8.792209,10.720709,10.727476,12.043,8.001,4,unknown_vehicle
WGV35A_PAIR_0011,GM_RM017,155,oty1t_obj_GM_RM017_bytetrack_bt_0008,175.241,363.404,175.241,408.886,263.764,90.963,23992.765,0.219051,0.681477,false,false,false,unknown,partial_to_full_transition,single_observation,unknown,8.354126,8.219471,8.319326,8.456381,8.671891,10.533142,1,8.456381,8.354126,8.336108,8.456381,8.474585,22.867,2.418,7,unknown_vehicle
WGV35A_PAIR_0012,GM_RM017,155,oty1t_obj_GM_RM017_bytetrack_bt_0010,65.454,349.091,65.454,395.455,125.455,92.728,11633.191,0.081818,0.659092,false,false,false,unknown,partial_to_full_transition,single_observation,unknown,10.347659,8.477528,8.589482,10.382039,10.591954,16.696837,1,10.382039,10.347659,8.597298,10.382039,10.642591,10.908,1.364,5,unknown_vehicle
WGV35A_PAIR_0013,GM_RM017,156,oty1t_obj_GM_RM017_bytetrack_bt_0008,197.072,362.635,197.072,408.871,265.117,92.471,24515.634,0.246341,0.681452,false,false,false,unknown,none,single_observation,unknown,8.474585,8.390104,8.448612,8.563076,8.861621,10.787826,1,8.563076,8.474585,8.435873,8.563076,8.474585,21.831,-0.769,8,unknown_vehicle
WGV35A_PAIR_0014,GM_RM017,156,oty1t_obj_GM_RM017_bytetrack_bt_0010,70.471,351.527,70.471,393.917,140.144,84.78,11881.408,0.088089,0.656528,true,false,false,unknown,none,single_observation,unknown,10.642591,8.59135,10.2664,10.679868,10.81803,11.19447,1,10.679868,10.642591,10.505157,10.679868,10.642591,5.017,2.436,6,unknown_vehicle
WGV35A_PAIR_0015,GM_RM017,157,oty1t_obj_GM_RM017_bytetrack_bt_0008,221.197,359.923,221.197,407.069,264.666,94.293,24956.151,0.276496,0.678448,false,false,false,unknown,none,single_observation,unknown,8.348838,8.237688,8.314692,8.44445,8.749346,10.915444,1,8.44445,8.348838,8.281975,8.44445,8.474585,24.125,-2.712,9,unknown_vehicle
WGV35A_PAIR_0016,GM_RM017,157,oty1t_obj_GM_RM017_bytetrack_bt_0010,78.034,350.107,78.034,393.349,154.631,86.484,13373.107,0.097543,0.655582,true,false,false,unknown,none,single_observation,unknown,10.354179,8.49432,10.268651,10.417886,10.578447,11.190269,1,10.417886,10.354179,10.276597,10.417886,10.642591,7.563,-1.42,7,unknown_vehicle
WGV35A_PAIR_0017,GM_RM017,158,oty1t_obj_GM_RM017_bytetrack_bt_0008,243.583,361.141,243.583,408.646,264.384,95.01,25119.124,0.304479,0.681077,false,false,false,unknown,none,single_observation,unknown,8.919657,8.83355,8.891868,9.016419,9.278311,11.619799,1,9.016419,8.919657,8.876963,9.016419,8.742766,22.386,1.218,10,unknown_vehicle
WGV35A_PAIR_0019,GM_RM017,158,oty1t_obj_GM_RM017_bytetrack_bt_0008,243.583,361.141,243.583,408.643,264.384,95.004,25117.538,0.304479,0.681072,false,false,false,unknown,none,single_observation,unknown,8.919657,8.83355,8.891868,9.016419,9.278311,11.619799,1,9.016419,8.919657,8.876963,9.016419,8.742766,0,0,11,unknown_vehicle
WGV35A_PAIR_0021,GM_RM017,159,oty1t_obj_GM_RM017_bytetrack_bt_0010,93.99,350.719,93.99,394.793,187.115,88.148,16493.813,0.117488,0.657988,true,false,false,unknown,none,single_observation,unknown,11.038594,9.010652,10.962192,11.113682,11.292217,17.874,1,11.113682,11.038594,10.974966,11.113682,10.823677,7.978,0.306,8,unknown_vehicle
WGV35A_PAIR_0022,GM_RM017,159,oty1t_obj_GM_RM017_bytetrack_bt_0008,266.365,359.948,266.365,408.122,266.429,96.348,25669.901,0.332957,0.680203,false,false,false,unknown,none,single_observation,unknown,8.742766,8.596947,8.693585,8.816207,9.08739,12.808593,1,8.816207,8.742766,8.699392,8.816207,8.742766,22.782,-1.193,12,unknown_vehicle
WGV35A_PAIR_0023,GM_RM017,159,oty1t_obj_GM_RM017_bytetrack_bt_0010,93.986,350.721,93.986,394.797,187.109,88.152,16494.033,0.117483,0.657995,true,false,false,unknown,none,single_observation,unknown,11.038594,9.010652,10.962192,11.113682,11.292217,17.874,1,11.113682,11.038594,10.974966,11.113682,10.823677,-0.004,0.002,9,unknown_vehicle
WGV35A_PAIR_0024,GM_RM017,159,oty1t_obj_GM_RM017_bytetrack_bt_0008,266.364,359.949,266.364,408.125,266.428,96.352,25670.871,0.332955,0.680208,false,false,false,unknown,none,single_observation,unknown,8.742766,8.596947,8.693585,8.816207,9.08739,12.808593,1,8.816207,8.742766,8.699392,8.816207,8.742766,-0.001,0.001,13,unknown_vehicle
WGV35A_PAIR_0025,GM_RM017,160,oty1t_obj_GM_RM017_bytetrack_bt_0010,102.604,351.798,102.604,398.045,204.398,92.493,18905.384,0.128255,0.663408,true,false,false,unknown,none,single_observation,unknown,10.823677,8.964718,10.747194,10.862985,11.074983,18.17461,1,10.862985,10.823677,10.770963,10.862985,10.823677,8.618,1.077,10,unknown_vehicle
WGV35A_PAIR_0026,GM_RM017,160,oty1t_obj_GM_RM017_bytetrack_bt_0008,288.981,359.847,288.981,407.51,267.521,95.326,25501.707,0.361227,0.679183,false,false,false,unknown,none,single_observation,unknown,8.617321,8.46155,8.560892,8.690519,8.884247,11.711358,1,8.690519,8.617321,8.592236,8.690519,8.617321,22.617,-0.102,14,unknown_vehicle
WGV35A_PAIR_0027,GM_RM017,160,oty1t_obj_GM_RM017_bytetrack_bt_0010,102.602,351.799,102.602,398.046,204.397,92.494,18905.496,0.128252,0.66341,true,false,false,unknown,none,single_observation,unknown,10.823677,8.964718,10.747194,10.862985,11.074983,18.17461,1,10.862985,10.823677,10.770963,10.862985,10.823677,-0.002,0.001,11,unknown_vehicle
WGV35A_PAIR_0028,GM_RM017,160,oty1t_obj_GM_RM017_bytetrack_bt_0008,288.978,359.849,288.978,407.513,267.516,95.328,25501.765,0.361223,0.679188,false,false,false,unknown,none,single_observation,unknown,8.617321,8.46155,8.560892,8.690519,8.884247,11.711358,1,8.690519,8.617321,8.592236,8.690519,8.617321,-0.003,0.002,15,unknown_vehicle
WGV35A_PAIR_0029,GM_RM017,161,oty1t_obj_GM_RM017_bytetrack_bt_0008,312.19,357.917,312.19,406.194,267.114,96.555,25791.192,0.390238,0.67699,false,false,false,unknown,none,single_observation,unknown,8.360494,8.216526,8.308344,8.417265,8.586978,13.631126,1,8.417265,8.360494,8.30859,8.417265,8.617321,23.212,-1.932,16,unknown_vehicle
WGV35A_PAIR_0030,GM_RM017,161,oty1t_obj_GM_RM017_bytetrack_bt_0010,113.721,350.461,113.721,396.335,219.731,91.748,20159.88,0.142151,0.660558,false,false,false,unknown,mixed_partial_full_observations,multiple_observations,unknown,10.509308,9.654396,10.421001,10.569957,10.833125,18.544526,1,10.569957,10.509308,10.455466,10.569957,10.686965,11.119,-1.338,12,unknown_vehicle
WGV35A_PAIR_0032,GM_RM017,161,oty1t_obj_GM_RM017_bytetrack_bt_0008,312.194,357.921,312.194,406.198,267.108,96.554,25790.346,0.390242,0.676997,false,false,false,unknown,none,single_observation,unknown,8.360494,8.216526,8.308344,8.417265,8.586978,13.631126,1,8.417265,8.360494,8.30859,8.417265,8.617321,0.004,0.004,17,unknown_vehicle
