pair_plan_id,pair_type,frame_a,frame_b,aspect_difference_deg,range_difference_m,time_difference_frames,energy_centroid_difference_m,peak_position_difference_m,support_width_difference_m,near_far_ratio_difference,component_layout_difference_deg,response_structure_distance,pair_result_scope
E0R3_PAIR_0603,time_nearby_control,358,361,3.537679,0.069164,3,0.197258,2.601,0.246067,0.0379,0.471511,0.926274,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0604,time_nearby_control,358,362,3.690995,0.077075,4,0.139269,2.458431,0.22827,0.035887,0.034459,0.873831,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0605,time_nearby_control,359,360,1.871862,0.005474,1,0.122386,2.597594,0.035852,0.041966,0.163774,0.919575,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0606,time_nearby_control,359,361,3.175811,0.054895,2,0.195601,2.66497,0.185629,0.023732,0.807369,0.946971,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0607,time_nearby_control,359,362,3.329127,0.062806,3,0.126582,2.522371,0.168514,0.021719,0.370317,0.894531,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0608,time_nearby_control,359,363,5.252287,0.037508,4,0.237848,0.986985,0.453425,0.048196,0.406326,0.38899,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0609,time_nearby_control,360,361,1.303949,0.060369,1,0.082544,0.069709,0.175135,0.018234,0.643595,0.068418,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0610,time_nearby_control,360,362,1.457265,0.06828,2,0.008556,0.075598,0.132662,0.020247,0.206543,0.052543,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0611,time_nearby_control,360,363,3.380425,0.042982,3,0.115624,1.622697,0.417573,0.00623,0.5701,0.592083,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0612,time_nearby_control,360,364,4.321949,0.118596,4,0.109819,1.705127,0.648136,0.09158,3.467621,0.646149,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0613,time_nearby_control,361,362,0.153316,0.007911,1,0.075018,0.142949,0.056249,0.002013,0.437052,0.058923,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0614,time_nearby_control,361,363,2.076476,0.017387,2,0.062035,1.69123,0.276846,0.024464,1.213695,0.604553,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0615,time_nearby_control,361,364,3.018,0.058227,3,0.060452,1.773207,0.507409,0.109814,4.111216,0.651812,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0616,time_nearby_control,361,365,2.543394,0.084546,4,1.06735,2.017549,0.603866,0.098849,0.18082,0.835108,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0617,time_nearby_control,362,363,1.92316,0.025298,1,0.111343,1.548285,0.284911,0.026477,0.776643,0.557243,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0618,time_nearby_control,362,364,2.864684,0.050316,2,0.105784,1.630304,0.515474,0.111827,3.674164,0.607237,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0619,time_nearby_control,362,365,2.390078,0.076635,3,1.11001,1.962703,0.660115,0.100862,0.617872,0.828763,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0620,time_nearby_control,362,366,4.78242,0.114699,4,1.041245,2.036579,0.992664,0.083998,1.159013,0.881926,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0621,time_nearby_control,363,364,0.941524,0.075614,1,0.006755,0.099139,0.250641,0.08535,2.897521,0.099558,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0622,time_nearby_control,363,365,0.466918,0.101933,2,1.10719,2.038307,0.403242,0.074385,1.394515,0.8306,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0623,time_nearby_control,363,366,2.85926,0.139997,3,1.053977,1.92286,0.733165,0.057521,1.935656,0.816443,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0624,time_nearby_control,363,367,2.016779,0.187117,4,1.024413,1.868995,0.399953,0.060892,0.718891,0.765071,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0625,time_nearby_control,364,365,0.474606,0.026319,1,1.110804,2.023671,0.152601,0.010965,4.292036,0.818068,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0626,time_nearby_control,364,366,1.917736,0.064383,2,1.056747,1.897746,0.482524,0.027829,4.833177,0.787459,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0627,time_nearby_control,364,367,1.075255,0.111503,3,1.027427,1.843016,0.149312,0.024458,3.616412,0.747996,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0628,time_nearby_control,364,368,1.753366,0.102866,4,1.046404,1.83929,1.129702,0.122421,79.834198,1.043824,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0629,time_nearby_control,365,366,2.392342,0.038064,1,0.16257,0.244404,0.388967,0.016864,0.541141,0.164569,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0630,time_nearby_control,365,367,1.549861,0.085184,2,0.13686,0.286619,0.016355,0.013493,0.675624,0.112599,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0631,time_nearby_control,365,368,2.227972,0.076547,3,0.202756,0.599746,0.977101,0.111456,84.126234,0.77014,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0632,time_nearby_control,365,369,2.139596,0.056136,4,0.197962,0.369444,0.859195,0.130288,88.862143,0.77116,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0633,time_nearby_control,366,367,0.842481,0.04712,1,0.050952,0.056912,0.372612,0.003371,1.216765,0.128215,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0634,time_nearby_control,366,368,0.16437,0.038483,2,0.040188,0.359158,0.647178,0.094592,84.667375,0.706601,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0635,time_nearby_control,366,369,0.252746,0.018072,3,0.043442,0.135679,0.529272,0.113424,88.321002,0.715705,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0636,time_nearby_control,366,370,0.657019,0.080396,4,0.169858,0.566415,0.51411,0.015087,8.195955,0.279539,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0637,time_nearby_control,367,368,0.678111,0.008637,1,0.081971,0.333942,0.98039,0.097963,83.45061,0.741038,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0638,time_nearby_control,367,369,0.589735,0.029048,2,0.093887,0.132666,0.862484,0.116795,89.537767,0.762791,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0639,time_nearby_control,367,370,1.4995,0.033276,3,0.196717,0.53571,0.141498,0.018458,6.97919,0.214851,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0640,time_nearby_control,367,371,1.754976,0.028073,4,0.169173,0.3855,0.188637,0.011299,0.696273,0.157849,posthoc_structural_comparison_no_selector_no_ranking
SUMMARY_same_aspect_similar_range,summary,,,,,,,,,,,0.969136,count=160;median_distance=1.077615
SUMMARY_different_aspect_similar_range,summary,,,,,,,,,,,0.960547,count=160;median_distance=1.028024
SUMMARY_same_aspect_different_range,summary,,,,,,,,,,,0,count=0;median_distance=0
SUMMARY_time_nearby_control,summary,,,,,,,,,,,0.629723,count=160;median_distance=0.599561
SUMMARY_time_distant_control,summary,,,,,,,,,,,0.876834,count=160;median_distance=0.930374
