pair_plan_id,pair_type,frame_a,frame_b,aspect_difference_deg,range_difference_m,time_difference_frames,energy_centroid_difference_m,peak_position_difference_m,support_width_difference_m,near_far_ratio_difference,component_layout_difference_deg,response_structure_distance,pair_result_scope
E0R3_PAIR_0303,different_aspect_similar_range,335,382,18.466769,1.838959,47,0.793305,1.676731,0.857475,0.02833,77.606439,0.939775,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0304,different_aspect_similar_range,335,384,16.401079,1.757315,49,0.767398,2.349423,0.850626,0.025096,79.670076,1.115987,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0305,time_nearby_control,336,337,1.266435,0.16461,1,0.607056,2.083722,3.700403,0.142243,4.35577,1.281153,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0306,time_nearby_control,336,338,2.294082,0.284283,2,0.555087,2.005425,3.703861,0.140651,3.711356,1.263295,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0307,time_nearby_control,336,339,2.010351,0.402383,3,0.628051,2.997352,3.759125,0.167015,4.999759,1.48901,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0308,time_nearby_control,336,340,1.970339,0.568264,4,0.416739,2.593595,2.813866,0.107881,15.10214,1.303792,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0309,same_aspect_similar_range,336,341,2.02227,0.490783,5,0.517417,2.834992,2.763857,0.109105,0,1.352719,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0310,same_aspect_similar_range,336,342,3.422724,0.587237,6,0.729436,3.073472,3.44514,0.177006,4.979791,1.488097,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0311,same_aspect_similar_range,336,343,4.000898,0.690392,7,0.771759,3.017482,3.124365,0.163226,4.395121,1.458111,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0312,same_aspect_similar_range,336,344,4.968192,0.77801,8,0.796363,3.020551,2.916315,0.201867,4.388351,1.445701,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0313,different_aspect_similar_range,336,356,15.517172,1.579321,20,0.647644,2.896784,3.691961,0.241054,3.715309,1.472536,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0314,different_aspect_similar_range,336,357,17.762901,1.598854,21,0.513809,1.586814,3.787836,0.256268,3.614794,1.205825,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0315,different_aspect_similar_range,336,358,18.494696,1.745245,22,0.476015,1.574462,3.67833,0.246165,3.639705,1.186824,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0316,different_aspect_similar_range,336,359,18.856564,1.759514,23,0.515868,1.626723,3.617892,0.260333,3.303847,1.192358,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0317,different_aspect_similar_range,336,360,20.728426,1.75404,24,0.487787,1.395756,3.607398,0.302299,3.467621,1.156676,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0318,different_aspect_similar_range,336,361,22.032375,1.814409,25,0.437172,1.462066,3.432263,0.284065,4.111216,1.14599,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0319,different_aspect_similar_range,336,362,22.185691,1.82232,26,0.479825,1.337926,3.488512,0.282052,3.674164,1.138684,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0320,different_aspect_similar_range,336,363,24.108851,1.797022,27,0.480167,0.791006,3.231639,0.308529,2.897521,1.060335,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0321,different_aspect_similar_range,336,364,25.050375,1.872636,28,0.483249,0.882121,2.980998,0.393879,0,1.060718,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0322,different_aspect_similar_range,336,365,24.575769,1.898955,29,0.630784,2.569989,2.828397,0.382914,4.292036,1.359366,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0323,different_aspect_similar_range,336,366,26.968111,1.937019,30,0.574822,2.511283,3.081418,0.36605,4.833177,1.353294,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0324,different_aspect_similar_range,336,367,26.12563,1.984139,31,0.544275,2.463405,2.831686,0.369421,3.616412,1.331614,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0325,different_aspect_similar_range,336,368,26.803741,1.975502,32,0.566901,2.548765,3.540278,0.271458,79.834198,1.500796,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0326,different_aspect_similar_range,336,369,26.715365,1.955091,33,0.595792,2.554651,3.462184,0.252626,86.845821,1.524869,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0327,different_aspect_similar_range,336,372,30.240927,1.93667,36,0.592389,2.731843,3.133421,0.318367,1.566413,1.395981,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0328,different_aspect_similar_range,336,373,29.134423,1.988237,37,0.637248,2.6641,3.06069,0.358332,2.419414,1.377394,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0329,different_aspect_similar_range,336,374,27.359868,1.994429,38,0.653024,2.745788,3.274131,0.335654,2.212037,1.411843,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0330,different_aspect_similar_range,336,377,23.125086,1.930485,41,0.26417,0.923211,2.843341,0.115777,54.019362,1.028231,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0331,different_aspect_similar_range,336,378,23.578251,1.99635,42,0.204742,1.223626,2.793614,0.098919,89.702885,1.19894,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0332,different_aspect_similar_range,336,379,21.310315,1.852241,43,0.267399,1.360058,2.808403,0.106403,60.209859,1.108091,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0333,different_aspect_similar_range,336,380,21.00811,1.872192,44,0.283469,1.138189,2.182745,0.106002,86.74488,1.036209,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0334,different_aspect_similar_range,336,381,19.088836,1.827258,45,0.295957,1.34202,2.352657,0.102881,80.025829,1.066017,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0335,different_aspect_similar_range,336,382,18.257477,1.80505,46,0.287082,1.528316,2.04502,0.075688,77.606439,1.027817,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0336,different_aspect_similar_range,336,384,16.191787,1.723406,48,0.27036,0.792075,2.051869,0.078922,79.670076,0.920678,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0337,time_nearby_control,337,338,1.027647,0.119673,1,0.067309,0.082559,0.00413,0.001592,0.644414,0.038027,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0338,time_nearby_control,337,339,0.743916,0.237773,2,1.232681,4.06125,0.174474,0.024772,0.643989,1.501292,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0339,time_nearby_control,337,340,0.703904,0.403654,3,1.011997,3.299428,1.413315,0.034362,10.74637,1.300255,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0340,time_nearby_control,337,341,0.755835,0.326173,4,1.111225,3.75708,1.4632,0.033138,4.35577,1.455071,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0341,same_aspect_similar_range,337,342,2.156289,0.422627,5,1.336239,4.125363,0.255263,0.034763,0.624021,1.53481,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0342,same_aspect_similar_range,337,343,2.734463,0.525782,6,1.378815,4.038302,0.576038,0.020983,0.039351,1.519354,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0343,same_aspect_similar_range,337,344,3.701757,0.6134,7,1.403132,4.039714,0.784088,0.059624,0.032581,1.530919,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0344,same_aspect_similar_range,337,345,4.400026,0.630704,8,1.433349,4.145198,0.226928,0.067412,0.114316,1.551932,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0345,different_aspect_similar_range,337,357,16.496466,1.434244,20,0.156397,0.511734,0.087433,0.114025,0.740976,0.194934,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0346,different_aspect_similar_range,337,358,17.228261,1.580635,21,0.155444,0.580529,0.103037,0.103922,0.716065,0.217308,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0347,different_aspect_similar_range,337,359,17.590129,1.594904,22,0.145753,0.516242,0.162793,0.11809,1.051923,0.199655,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0348,different_aspect_similar_range,337,360,19.461991,1.58943,23,0.266514,3.113054,0.198645,0.160056,0.888149,1.107486,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0349,different_aspect_similar_range,337,361,20.76594,1.649799,24,0.341326,3.180594,0.339372,0.141822,0.244554,1.137231,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0350,different_aspect_similar_range,337,362,20.919256,1.65771,25,0.271454,3.037909,0.331307,0.139809,0.681606,1.083956,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0351,different_aspect_similar_range,337,363,22.842416,1.632412,26,0.382053,1.497505,0.616218,0.166286,1.458249,0.582765,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0352,different_aspect_similar_range,337,364,23.78394,1.708026,27,0.376104,1.409846,0.846781,0.251636,4.35577,0.593622,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0353,different_aspect_similar_range,337,365,23.309334,1.734345,28,1.197144,2.861798,0.935004,0.240671,0.063734,1.14555,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0354,different_aspect_similar_range,337,366,25.701676,1.772409,29,1.095756,2.650076,1.323971,0.223807,0.477407,1.110887,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0355,different_aspect_similar_range,337,367,24.859195,1.819529,30,1.082605,2.595186,0.951359,0.227178,0.739358,1.04814,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0356,different_aspect_similar_range,337,368,25.537306,1.810892,31,1.072634,2.406623,1.849107,0.129215,84.189968,1.311399,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0357,different_aspect_similar_range,337,369,25.44893,1.790481,32,1.099892,2.584181,1.731201,0.110383,88.798409,1.357638,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0358,different_aspect_similar_range,337,370,26.358695,1.852805,33,0.973983,2.243929,0.809861,0.20872,7.718548,0.911968,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0359,different_aspect_similar_range,337,371,26.614171,1.847602,34,0.987548,2.349174,0.77994,0.215879,1.435631,0.944492,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0360,different_aspect_similar_range,337,372,28.974492,1.77206,35,0.946514,2.02532,0.59393,0.176124,2.789357,0.819282,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0361,different_aspect_similar_range,337,373,27.867988,1.823627,36,0.939287,1.984147,0.639713,0.216089,1.936356,0.811873,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0362,different_aspect_similar_range,337,374,26.093433,1.829819,37,0.885571,1.814799,0.481106,0.193411,2.143733,0.735187,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0363,different_aspect_similar_range,337,375,25.484763,1.910316,38,0.890883,1.780307,1.474641,0.043916,76.467166,1.042864,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0364,different_aspect_similar_range,337,376,25.734752,1.872818,39,0.887906,1.790554,1.468988,0.038111,5.787017,0.855447,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0365,different_aspect_similar_range,337,377,21.858651,1.765875,40,0.534147,1.554923,1.680878,0.026466,58.375132,0.893648,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0366,different_aspect_similar_range,337,378,22.311816,1.83174,41,0.578811,1.152836,1.663291,0.043324,85.347115,0.947571,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0367,different_aspect_similar_range,337,379,20.04388,1.687631,42,0.531537,2.968764,1.623608,0.03584,55.854089,1.250413,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0368,different_aspect_similar_range,337,380,19.741675,1.707582,43,0.565683,1.185468,2.214,0.036241,88.89935,1.010615,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0369,different_aspect_similar_range,337,381,17.822401,1.662648,44,0.55684,2.895248,2.111746,0.039362,75.670059,1.319497,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0370,different_aspect_similar_range,337,382,16.991042,1.64044,45,0.656463,3.155304,2.313245,0.066555,73.250669,1.403474,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0371,time_nearby_control,338,339,0.283731,0.1181,1,1.182744,3.988153,0.178604,0.026364,1.288403,1.471531,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0372,time_nearby_control,338,340,0.323743,0.283981,2,0.965225,3.231055,1.416773,0.03277,11.390784,1.274451,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0373,time_nearby_control,338,341,0.271812,0.2065,3,1.065144,3.685924,1.466658,0.031546,3.711356,1.427681,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0374,time_nearby_control,338,342,1.128642,0.302954,4,1.284335,4.052657,0.258721,0.036355,1.268435,1.504811,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0375,same_aspect_similar_range,338,343,1.706816,0.406109,5,1.325964,3.965987,0.579496,0.022575,0.683765,1.48939,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0376,same_aspect_similar_range,338,344,2.67411,0.493727,6,1.349305,3.967435,0.787546,0.061216,0.676995,1.500986,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0377,same_aspect_similar_range,338,345,3.372379,0.511031,7,1.380231,4.072508,0.230386,0.069004,0.530098,1.521612,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0378,same_aspect_similar_range,338,346,4.511104,0.622908,8,1.344032,3.981138,0.421382,0.074469,0.461906,1.489717,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0379,different_aspect_similar_range,338,357,15.468819,1.314571,19,0.090804,0.429731,0.083975,0.115617,0.096562,0.162115,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0380,different_aspect_similar_range,338,358,16.200614,1.460962,20,0.089598,0.498581,0.098907,0.105514,0.071651,0.184717,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0381,different_aspect_similar_range,338,359,16.562482,1.475231,21,0.079738,0.434237,0.158663,0.119682,0.407509,0.167931,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0382,different_aspect_similar_range,338,360,18.434344,1.469757,22,0.201887,3.030628,0.194515,0.161648,0.243735,1.076754,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0383,different_aspect_similar_range,338,361,19.738293,1.530126,23,0.274721,3.098194,0.335242,0.143414,0.39986,1.10612,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0384,different_aspect_similar_range,338,362,19.891609,1.538037,24,0.206282,2.955496,0.327177,0.141401,0.037192,1.053222,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0385,different_aspect_similar_range,338,363,21.814769,1.512739,25,0.317467,1.414955,0.612088,0.167878,0.813835,0.55116,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0386,different_aspect_similar_range,338,364,22.756293,1.588353,26,0.311705,1.3273,0.842651,0.253228,3.711356,0.564148,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0387,different_aspect_similar_range,338,365,22.281687,1.614672,27,1.157321,2.801064,0.930874,0.242263,0.58068,1.121422,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0388,different_aspect_similar_range,338,366,24.674029,1.652736,28,1.062426,2.591957,1.319841,0.225399,1.121821,1.089489,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0389,different_aspect_similar_range,338,367,23.831548,1.699856,29,1.046645,2.536741,0.947229,0.22877,0.094944,1.025416,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0390,different_aspect_similar_range,338,368,24.509659,1.691219,30,1.041155,2.355095,1.852565,0.130807,83.545554,1.293847,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0391,different_aspect_similar_range,338,369,24.421283,1.670808,31,1.068919,2.528827,1.734659,0.111975,89.442823,1.344027,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0392,different_aspect_similar_range,338,370,25.331048,1.733132,32,0.947885,2.196301,0.805731,0.210312,7.074134,0.89352,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0393,different_aspect_similar_range,338,371,25.586524,1.727929,33,0.959894,2.298318,0.783398,0.217471,0.791217,0.925057,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0394,different_aspect_similar_range,338,372,27.946845,1.652387,34,0.931073,1.992102,0.5898,0.177716,2.144943,0.806679,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0395,different_aspect_similar_range,338,373,26.840341,1.703954,35,0.9295,1.948921,0.643171,0.217681,1.291942,0.799651,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0396,different_aspect_similar_range,338,374,25.065786,1.710146,36,0.882137,1.789826,0.476976,0.195003,1.499319,0.726883,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0397,different_aspect_similar_range,338,375,24.457116,1.790643,37,0.87596,1.749732,1.478099,0.045508,75.822752,1.031862,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0398,different_aspect_similar_range,338,376,24.707105,1.753145,38,0.871631,1.762862,1.472446,0.039703,5.142603,0.845866,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0399,time_nearby_control,339,340,0.040012,0.165881,1,0.231271,0.860205,1.472037,0.059134,10.102381,0.579691,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0400,time_nearby_control,339,341,0.011919,0.0884,2,0.151928,0.356357,1.521922,0.05791,4.999759,0.502635,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0401,time_nearby_control,339,342,1.412373,0.184854,3,0.116981,0.076243,0.313985,0.009991,0.019968,0.118178,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0402,time_nearby_control,339,343,1.990547,0.288009,4,0.168197,0.083338,0.63476,0.003789,0.604638,0.228896,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0403,same_aspect_similar_range,339,344,2.957841,0.375627,5,0.205225,0.086541,0.84281,0.034852,0.611408,0.288933,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0404,same_aspect_similar_range,339,345,3.65611,0.392931,6,0.220961,0.094361,0.28565,0.04264,0.758305,0.117706,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0405,same_aspect_similar_range,339,346,4.794835,0.504808,7,0.172558,0.078839,0.476646,0.048105,0.826497,0.153055,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0406,time_nearby_control,340,341,0.051931,0.077481,1,0.100679,0.506499,0.050009,0.001224,15.10214,0.218462,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0407,time_nearby_control,340,342,1.452385,0.018973,2,0.346181,0.903184,1.158052,0.069125,10.122349,0.512543,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0408,time_nearby_control,340,343,2.030559,0.122128,3,0.395753,0.807684,0.837277,0.055345,10.707019,0.420687,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0409,time_nearby_control,340,344,2.997853,0.209746,4,0.42942,0.807665,0.629227,0.093986,10.713789,0.391943,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0410,same_aspect_similar_range,340,345,3.696122,0.22705,5,0.450113,0.921088,1.186387,0.101774,10.860686,0.549458,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0411,same_aspect_similar_range,340,346,4.834847,0.338927,6,0.403538,0.822478,0.995391,0.107239,10.928878,0.483667,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0412,time_nearby_control,341,342,1.400454,0.096454,1,0.268571,0.396703,1.207937,0.067901,4.979791,0.413876,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0413,time_nearby_control,341,343,1.978628,0.199609,2,0.320002,0.301281,0.887162,0.054121,4.395121,0.309377,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0414,time_nearby_control,341,344,2.945922,0.287227,3,0.357116,0.301357,0.679112,0.092762,4.388351,0.267321,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0415,time_nearby_control,341,345,3.644191,0.304531,4,0.372027,0.41472,1.236272,0.10055,4.241454,0.451702,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0416,same_aspect_similar_range,341,346,4.782916,0.416408,5,0.321856,0.31616,1.045276,0.106015,4.173262,0.385506,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0417,time_nearby_control,342,343,0.578174,0.103155,1,0.051611,0.095646,0.320775,0.01378,0.58467,0.118318,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0418,time_nearby_control,342,344,1.545468,0.190773,2,0.090517,0.095985,0.528825,0.024861,0.59144,0.177057,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0419,time_nearby_control,342,345,2.243737,0.208077,3,0.104153,0.019911,0.149803,0.032649,0.738337,0.055002,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0420,time_nearby_control,342,346,3.382462,0.319954,4,0.059734,0.081247,0.162661,0.038114,0.806529,0.056514,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0421,same_aspect_similar_range,342,347,4.895586,0.402011,5,0.061705,0.172089,0.539953,0.01708,0.34691,0.192316,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0422,time_nearby_control,343,344,0.967294,0.087618,1,0.040235,0.003939,0.20805,0.038641,0.00677,0.06318,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0423,time_nearby_control,343,345,1.665563,0.104922,2,0.055122,0.113441,0.460846,0.046429,0.153667,0.152152,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0424,time_nearby_control,343,346,2.804288,0.216799,3,0.03424,0.015277,0.338538,0.051894,0.221859,0.09613,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0425,time_nearby_control,343,347,4.317412,0.298856,4,0.107146,0.083588,0.860728,0.03086,0.23776,0.296779,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0426,same_aspect_similar_range,343,348,4.453098,0.4321,5,0.115694,0.026297,0.721147,0.062835,0.461569,0.254321,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0427,same_aspect_similar_range,343,349,4.947108,0.525666,6,0.068576,0.089582,0.652724,0.065291,0.734564,0.229971,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0428,time_nearby_control,344,345,0.698269,0.017304,1,0.038953,0.11343,0.580544,0.007788,0.146897,0.205604,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0429,time_nearby_control,344,346,1.836994,0.129181,2,0.062554,0.014814,0.458236,0.013253,0.215089,0.148475,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0430,time_nearby_control,344,347,3.350118,0.211238,3,0.147375,0.081317,1.068778,0.007781,0.24453,0.356449,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0431,time_nearby_control,344,348,3.485804,0.344482,4,0.151091,0.029633,0.929197,0.024194,0.454799,0.313317,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0432,same_aspect_similar_range,344,349,3.979814,0.438048,5,0.105213,0.093285,0.829036,0.02665,0.741334,0.28782,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0433,same_aspect_similar_range,344,351,4.836971,0.469643,7,0.431913,0.55031,0.873509,0.094149,65.26498,0.62159,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0434,time_nearby_control,345,346,1.138725,0.111877,1,0.05351,0.098616,0.190996,0.005465,0.068192,0.069228,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0435,time_nearby_control,345,347,2.651849,0.193934,2,0.150696,0.186843,0.511618,0.015569,0.391427,0.174683,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0436,time_nearby_control,345,348,2.787535,0.327178,3,0.169982,0.101455,0.372037,0.016406,0.307902,0.130083,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0437,time_nearby_control,345,349,3.281545,0.420744,4,0.122747,0.168332,0.271876,0.018862,0.888231,0.111532,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0438,same_aspect_similar_range,345,350,4.890153,0.446932,5,0.446666,0.595435,1.431728,0.094542,55.318653,0.685468,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0439,same_aspect_similar_range,345,351,4.138702,0.452339,6,0.443628,0.663711,1.430669,0.101937,65.118083,0.734075,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0440,same_aspect_similar_range,345,352,4.905749,0.69184,7,0.499089,2.096115,1.381988,0.108636,88.3853,1.125986,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0441,time_nearby_control,346,347,1.513124,0.082057,1,0.097622,0.094052,0.702614,0.021034,0.459619,0.214828,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0442,time_nearby_control,346,348,1.64881,0.215301,2,0.125572,0.02545,0.563033,0.010941,0.23971,0.172284,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0443,time_nearby_control,346,349,2.14282,0.308867,3,0.080099,0.099038,0.462872,0.013397,0.956423,0.147198,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0444,time_nearby_control,346,350,3.751428,0.335055,4,0.396781,0.49782,1.240732,0.100007,55.250461,0.634354,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0445,same_aspect_similar_range,346,351,2.999977,0.340462,5,0.391789,0.56512,1.239673,0.107402,65.049891,0.686286,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0446,same_aspect_similar_range,346,352,3.767024,0.579963,6,0.452213,1.997519,1.190992,0.114101,88.317108,1.078739,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0447,same_aspect_similar_range,346,353,4.270444,0.565544,7,0.047658,0.156463,0.392954,0.039018,0.614688,0.121334,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0448,same_aspect_similar_range,346,389,4.67974,0.529101,43,0.865005,2.805065,2.395224,0.160617,63.342299,1.301776,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0449,same_aspect_similar_range,346,391,4.799502,0.467443,45,0.859078,3.020087,2.109996,0.149393,54.910588,1.305643,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0450,same_aspect_similar_range,346,392,4.828933,0.255249,46,0.903359,3.479416,0.746849,0.058308,5.678525,1.289164,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0451,time_nearby_control,347,348,0.135686,0.133244,1,0.065619,0.10875,0.139581,0.031975,0.699329,0.063544,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0452,time_nearby_control,347,349,0.629696,0.22681,2,0.060773,0.138324,0.239742,0.034431,0.496804,0.088578,posthoc_structural_comparison_no_selector_no_ranking
