sar_frame,min,max,mean,std,p50,p90,p95,p99,nonzero_ratio,saturated_255_ratio,unique_value_count,color_luma_sampled,color_luma_max,color_luma_mean,color_luma_p99
638,0,252,24.07434346,20.37075597,33,46,48,54,0.60691773,0,156,false,,,
639,0,245,23.02311106,19.44893754,32,44,46,52,0.60690831,0,157,false,,,
640,0,255,27.35525088,23.15982304,38,52,55,61,0.60708207,0.0000003248,179,false,,,
641,0,252,27.57047776,23.30695077,38,53,55,62,0.60713631,0,179,false,,,
642,0,251,28.78142027,24.39097458,39,55,58,65,0.60689954,0,187,false,,,
643,0,255,30.60219197,25.84666788,43,59,61,69,0.60711975,0.0000003248,191,false,,,
644,0,255,30.91499062,26.17588803,43,59,62,69,0.60694988,0.0000003248,188,false,,,
645,0,246,31.36967013,26.45599489,44,60,64,71,0.60718114,0,187,false,,,
646,0,253,30.59263165,25.87287913,43,59,62,69,0.60698886,0,184,false,,,
647,0,253,30.83004133,26.0387943,43,59,62,69,0.60714768,0,192,false,,,
648,0,248,26.57906175,22.48681699,37,51,54,60,0.60680697,0,170,false,,,
649,0,255,27.11889224,22.9355599,38,52,55,61,0.60691773,0.0000003248,173,false,,,
650,0,249,27.53643964,23.31609079,38,53,55,62,0.60630776,0,173,true,255,138.03150017,253
651,0,253,30.34722164,25.58812012,43,58,61,68,0.60660658,0,193,false,,,
652,0,251,31.94464986,27.02779098,44,61,65,72,0.6065637,0,202,false,,,
653,0,251,31.48250918,26.58473476,44,60,64,71,0.60662152,0,202,false,,,
654,0,252,31.58800301,26.76143219,44,60,64,72,0.60644483,0,203,false,,,
655,0,250,30.63634539,25.88228973,43,59,62,69,0.60649972,0,195,false,,,
656,0,253,32.29695746,27.36067267,45,62,66,73,0.60648023,0,206,false,,,
657,0,252,29.13438038,24.60689219,40,55,59,66,0.60659423,0,191,false,,,
658,0,249,29.06913019,24.60725811,40,55,59,66,0.60647244,0,190,false,,,
659,0,253,31.3590185,26.51774412,44,60,64,72,0.60675793,0,204,false,,,
660,0,252,27.69623291,23.46914493,38,53,57,64,0.60648348,0,183,false,,,
661,0,253,29.88892003,25.2654435,41,57,60,68,0.60683101,0,200,false,,,
662,0,255,27.02695045,22.89469938,38,52,54,61,0.60656273,0.0000003248,186,false,,,
663,0,248,26.47394078,22.31058114,37,50,53,60,0.60673357,0,181,false,,,
664,0,252,25.86462672,21.8954314,36,50,52,59,0.60661567,0,176,false,,,
665,0,255,26.41895214,22.30537294,37,51,53,60,0.60680373,0.0000003248,179,false,,,
666,0,250,26.53202017,22.46617034,37,51,54,60,0.60670694,0,180,false,,,
667,0,250,28.81645226,24.31588063,40,55,58,66,0.60709734,0,186,false,,,
668,0,250,29.17573481,24.69151417,40,55,59,67,0.60689207,0,185,false,,,
669,0,248,30.10516254,25.36325943,43,58,60,68,0.60707233,0,190,false,,,
670,0,248,30.5119992,25.79710681,43,59,62,69,0.60697099,0,187,false,,,
671,0,255,34.14757677,28.8310513,47,66,69,78,0.60713826,0.0000003248,205,false,,,
672,0,253,32.96008831,27.89075816,45,64,67,75,0.60692033,0,201,false,,,
673,0,248,29.49736137,24.89407895,41,57,60,67,0.60697457,0,182,false,,,
674,0,255,30.73246046,25.99754801,43,59,62,71,0.60690214,0.0000003248,194,false,,,
675,0,255,29.12716151,24.58080001,40,55,59,67,0.60730099,0.0000003248,184,true,255,141.78946835,253
676,0,249,22.89395337,19.35409244,32,44,46,53,0.60698041,0,160,false,,,
677,0,251,21.93137357,18.48400782,31,41,44,51,0.60700802,0,156,false,,,
678,0,255,22.53083922,19.06136102,31,43,46,52,0.60690733,0.0000003248,168,false,,,
679,0,253,22.51518998,18.97013439,31,43,45,52,0.60716717,0,172,false,,,
680,0,253,20.10295199,17.00087143,27,38,40,46,0.60685439,0,156,false,,,
681,0,251,19.96422034,16.73779593,29,37,39,46,0.60710578,0,159,false,,,
682,0,248,18.03625549,15.22072928,25,34,37,43,0.6068401,0,144,false,,,
683,0,252,19.49483772,16.41594413,27,37,39,45,0.60719056,0,146,false,,,
684,0,248,18.84497829,15.93938035,26,36,38,44,0.60699925,0,139,false,,,
685,0,250,23.23755811,19.61632244,32,44,47,54,0.60747735,0,158,false,,,
686,0,253,21.17998702,17.91480597,30,40,43,50,0.60722986,0,146,false,,,
687,0,252,21.85403615,18.38966268,31,41,44,51,0.60736465,0,160,false,,,
688,0,255,20.19827943,17.08613169,27,38,41,47,0.60713729,0.0000003248,154,false,,,
689,0,255,21.46114973,18.11028589,30,40,44,51,0.60731917,0.0000003248,169,false,,,
690,0,251,19.30806802,16.35687171,26,37,39,45,0.60704342,0,152,false,,,
691,0,249,20.11016112,16.90377629,29,38,40,47,0.60730326,0,160,false,,,
692,0,249,21.48651454,18.17461991,30,41,44,51,0.60726851,0,168,false,,,
693,0,251,21.57709804,18.14268849,31,40,43,50,0.60740784,0,172,false,,,
694,0,252,21.54861716,18.21314765,30,41,44,51,0.60723343,0,170,false,,,
695,0,246,20.1565726,16.99939185,29,38,40,47,0.6072396,0,158,false,,,
696,0,251,20.40544362,17.27701864,29,39,41,47,0.60709312,0,160,false,,,
697,0,252,20.04422496,16.89217764,29,38,40,47,0.60726201,0,161,false,,,
698,0,250,20.626268,17.45935206,29,39,41,48,0.60714411,0,164,false,,,
699,0,250,20.68384753,17.48783839,29,39,41,48,0.60716327,0,160,false,,,
700,0,252,20.01089977,16.95865945,27,38,40,47,0.60651563,0,151,true,255,121.71832736,253
701,0,255,22.96095226,19.39020639,32,44,46,54,0.60675501,0.0000003248,177,false,,,
702,0,255,24.45318578,20.73992665,33,47,50,58,0.60663353,0.0000003248,181,false,,,
703,0,252,24.71916013,20.88939021,34,47,50,59,0.60672642,0,172,false,,,
704,0,252,24.66228996,20.90915392,34,47,50,59,0.60655916,0,176,false,,,
705,0,255,26.64628669,22.53741933,37,51,54,64,0.60691708,0.0000006496,189,false,,,
706,0,255,24.50628055,20.78560001,33,47,50,59,0.60658027,0.0000003248,181,false,,,
707,0,251,23.08531988,19.54838878,32,44,47,55,0.60673162,0,168,false,,,
708,0,255,22.11655567,18.79524722,31,43,45,53,0.60651401,0.0000003248,173,false,,,
709,0,248,22.47739237,19.0044071,31,43,45,54,0.60683945,0,174,false,,,
710,0,248,23.32858917,19.80432023,32,45,47,57,0.6067222,0,177,false,,,
711,0,255,23.78580402,20.13233264,33,45,48,58,0.60700802,0.0000003248,176,false,,,
712,0,246,19.9166383,16.89316005,27,38,40,47,0.60666341,0,156,false,,,
713,0,249,18.27224516,15.47726879,25,34,37,44,0.60664263,0,147,false,,,
714,0,251,20.01489766,16.99952034,27,38,40,48,0.60661599,0,157,false,,,
715,0,255,21.99335179,18.60703485,31,41,45,52,0.60692845,0.0000003248,170,false,,,
716,0,251,26.41530957,22.41307156,37,51,54,62,0.60703693,0,188,false,,,
717,0,251,26.77320915,22.62213128,37,51,54,64,0.60717789,0,186,false,,,
718,0,250,25.08599351,21.26313354,34,48,51,59,0.60692033,0,181,false,,,
719,0,250,24.51833009,20.74507395,34,47,50,58,0.60698301,0,179,false,,,
720,0,255,26.42853974,22.42207107,37,51,54,62,0.60685894,0.0000003248,184,false,,,
721,0,251,27.56169013,23.30572286,38,53,55,66,0.60707753,0,191,false,,,
722,0,253,26.83240583,22.75942161,37,52,54,64,0.60686089,0,188,false,,,
723,0,251,25.96534088,21.95655415,36,50,53,62,0.60701614,0,184,false,,,
724,0,250,26.76364883,22.71214079,37,51,54,65,0.60689337,0,187,false,,,
725,0,255,27.4301335,23.23415688,38,52,55,66,0.60705836,0.0000003248,191,true,255,137.77804858,253
726,0,250,25.68752615,21.81844497,36,50,52,61,0.60676475,0,182,false,,,
727,0,248,25.63930102,21.66728678,36,48,52,61,0.60701517,0,179,false,,,
728,0,252,26.22395475,22.25175834,36,51,53,62,0.60688005,0,184,false,,,
729,0,255,23.63570522,19.97331558,33,45,47,57,0.60705836,0.0000003248,164,false,,,
730,0,255,22.1722436,18.80006239,31,43,45,53,0.6068807,0.0000003248,161,false,,,
731,0,250,24.31917111,20.57535009,33,46,50,58,0.60713047,0,174,false,,,
732,0,252,24.59632943,20.87720626,33,47,50,59,0.60696125,0,170,false,,,
733,0,252,24.15629783,20.44408832,33,46,50,58,0.60702751,0,174,false,,,
734,0,252,26.512159,22.51004834,37,51,54,64,0.60705479,0,181,false,,,
735,0,255,27.4480144,23.2221714,38,52,55,66,0.60732859,0.0000003248,193,false,,,
736,0,255,25.85507127,21.9417812,36,50,52,62,0.60706291,0.0000003248,186,false,,,
737,0,252,25.51060746,21.61806677,36,48,52,61,0.60713274,0,187,false,,,
738,0,253,27.18735303,23.10886812,38,52,55,66,0.60699146,0,193,false,,,
739,0,251,21.09164168,17.85199231,30,40,43,51,0.60729904,0,156,false,,,
740,0,250,18.02939388,15.31179276,25,34,37,44,0.60718698,0,136,false,,,
741,0,252,18.3410223,15.50812572,25,34,37,44,0.60738706,0,144,false,,,
742,0,251,20.62527835,17.505449,29,39,41,50,0.60732794,0,155,false,,,
743,0,250,23.46645232,19.87559674,32,45,47,57,0.60748579,0,175,false,,,
744,0,253,25.9550436,22.05432745,36,50,53,62,0.60734613,0,187,false,,,
745,0,255,26.19825085,22.14665965,37,50,53,62,0.60744844,0.0000003248,187,false,,,
746,0,251,27.87342345,23.64805041,38,53,57,67,0.6073627,0,196,false,,,
747,0,252,26.89103997,22.73170346,38,51,54,64,0.60744649,0,193,false,,,
748,0,255,26.54075259,22.50422426,37,51,54,64,0.60729936,0.0000003248,196,false,,,
749,0,253,26.21266847,22.24807053,36,51,53,62,0.60715061,0,188,false,,,
750,0,253,28.40655896,24.13593747,39,54,58,68,0.60610899,0,203,true,255,140.10648932,253
751,0,251,26.43964868,22.36954476,37,51,53,64,0.60634706,0,192,false,,,
752,0,253,25.11417038,21.32621344,34,48,51,60,0.60616063,0,185,false,,,
753,0,250,22.53034423,19.04797383,31,43,45,54,0.60660917,0,176,false,,,
754,0,250,19.85987336,16.8593067,27,38,40,48,0.6063763,0,163,false,,,
755,0,251,18.3796988,15.57304397,25,36,37,44,0.60652862,0,157,false,,,
756,0,253,18.02079853,15.3172825,25,34,37,44,0.60631686,0,153,false,,,
757,0,255,20.59102132,17.42406379,29,39,41,50,0.60671668,0.0000006496,160,false,,,
758,0,250,23.96218485,20.35286992,33,46,48,58,0.60683523,0,181,false,,,
759,0,248,24.85572671,21.02650111,34,47,51,60,0.60699243,0,182,false,,,
760,0,248,26.42637271,22.43628482,37,51,54,64,0.60686868,0,192,false,,,
761,0,248,25.82183313,21.86493712,36,50,52,62,0.60691351,0,182,false,,,
762,0,246,25.54558163,21.69463632,36,50,52,61,0.60669362,0,179,false,,,
763,0,250,27.34234486,23.11396229,38,52,55,65,0.60698594,0,197,false,,,
764,0,255,25.71940438,21.80802594,36,50,52,61,0.60677547,0.0000003248,186,false,,,
765,0,251,26.72236261,22.66280595,37,51,54,64,0.60686186,0,195,true,255,136.21385332,253
