response_unit_id,sar_frame,threshold_setting,threshold_value,component_count,largest_component_pixels,core_component_persistent,principal_axis_angle_to_range_deg,range_p80_width_m,azimuth_p80_width_m,scale_yaw_feasible,threshold_stability_count,principal_axis_angle_std_deg,range_p80_width_std_m,azimuth_p80_width_std_m,scale_yaw_feasible_fraction
R21B00222,281,positive_weight_q70,16,368,1241,true,81.680711,1.805315,3.348813,true,3,0.931635,0.120539,0.049662,1
R21B00222,281,positive_weight_q85,23,244,243,true,82.485935,1.668488,3.422563,true,3,0.931635,0.120539,0.049662,1
R21B00223,281,positive_weight_q50,12,229,1940,true,72.152205,2.366681,1.775406,true,3,0.369137,0.020445,0.035384,1
R21B00223,281,positive_weight_q70,17,202,994,true,72.891598,2.409028,1.732268,true,3,0.369137,0.020445,0.035384,1
R21B00223,281,positive_weight_q85,24,177,304,true,72.071175,2.364702,1.688733,true,3,0.369137,0.020445,0.035384,1
R21B00224,281,positive_weight_q50,9,651,4575,true,87.868202,2.957019,3.294884,true,3,6.379554,0.144344,0.086273,1
R21B00224,281,positive_weight_q70,15,579,2356,true,81.166438,2.797377,3.121717,true,3,6.379554,0.144344,0.086273,1
R21B00224,281,positive_weight_q85,21,388,577,true,72.29198,2.603988,3.103402,true,3,6.379554,0.144344,0.086273,1
R21B00225,284,positive_weight_q50,8,672,3971,true,76.397276,1.987749,3.740704,true,3,0.760432,0.111861,0.068635,1
R21B00225,284,positive_weight_q70,13,440,1974,true,77.631819,1.833423,3.63395,true,3,0.760432,0.111861,0.068635,1
R21B00225,284,positive_weight_q85,20,316,231,true,78.222472,1.714511,3.574848,true,3,0.760432,0.111861,0.068635,1
R21B00226,284,positive_weight_q50,10,156,1085,true,68.182205,1.280598,1.017701,false,3,3.933332,0.07996,0.017158,0
R21B00226,284,positive_weight_q70,15,121,420,true,69.709847,1.22985,0.983031,false,3,3.933332,0.07996,0.017158,0
R21B00226,284,positive_weight_q85,21,118,199,true,77.184332,1.091395,0.979793,false,3,3.933332,0.07996,0.017158,0
R21B00227,284,positive_weight_q50,11,4,37,true,55.008975,0.184674,0.239234,false,3,0.704084,0.016616,0.017311,0
R21B00227,284,positive_weight_q70,16.8,2,23,true,53.344668,0.162609,0.196843,false,3,0.704084,0.016616,0.017311,0
R21B00227,284,positive_weight_q85,22.4,4,6,true,54.568443,0.144022,0.217169,false,3,0.704084,0.016616,0.017311,0
R21B00228,284,positive_weight_q50,16.5,1,17,true,60.71162,0.112459,0.070293,false,3,2.196064,0.029224,0.011692,0
R21B00228,284,positive_weight_q70,21,1,11,true,61.202289,0.089028,0.0609,false,3,2.196064,0.029224,0.011692,0
R21B00228,284,positive_weight_q85,22.05,1,5,true,56.31782,0.042166,0.042166,false,3,2.196064,0.029224,0.011692,0
R21B00229,284,positive_weight_q50,7,5,24,true,62.494995,0.089391,0.13963,false,3,12.470551,0.019456,0.013918,0
R21B00229,284,positive_weight_q70,14.6,2,16,true,89.409422,0.06058,0.113031,false,3,12.470551,0.019456,0.013918,0
R21B00229,284,positive_weight_q85,26.9,1,9,true,88.463248,0.04211,0.107861,false,3,12.470551,0.019456,0.013918,0
R21B00230,284,positive_weight_q50,9,835,4591,true,81.500664,3.038281,3.548919,true,3,5.682335,0.223897,0.087277,1
R21B00230,284,positive_weight_q70,14,694,2226,true,77.189717,2.758712,3.431133,true,3,5.682335,0.223897,0.087277,1
R21B00230,284,positive_weight_q85,20,468,278,true,67.883864,2.489882,3.335518,true,3,5.682335,0.223897,0.087277,1
R21B00231,288,positive_weight_q50,8,483,2941,true,74.573598,1.765469,3.193017,true,3,0.812541,0.137114,0.181246,1
R21B00231,288,positive_weight_q70,13,374,1220,true,75.923154,1.526184,2.992939,true,3,0.812541,0.137114,0.181246,1
R21B00231,288,positive_weight_q85,19,264,309,true,76.515273,1.441722,2.749755,true,3,0.812541,0.137114,0.181246,1
R21B00232,288,positive_weight_q50,11,39,347,true,41.143644,0.561455,0.604058,false,3,1.735201,0.108609,0.103805,0
R21B00232,288,positive_weight_q70,15,33,197,true,43.225124,0.428274,0.484424,false,3,1.735201,0.108609,0.103805,0
R21B00232,288,positive_weight_q85,24,19,64,true,45.393702,0.295419,0.349934,false,3,1.735201,0.108609,0.103805,0
R21B00233,288,positive_weight_q50,11,8,77,true,52.10939,0.202701,0.239632,false,3,3.422791,0.038605,0.031317,0
R21B00233,288,positive_weight_q70,16,9,45,true,50.737457,0.172065,0.197292,false,3,3.422791,0.038605,0.031317,0
R21B00233,288,positive_weight_q85,24.6,7,17,true,58.586389,0.109907,0.163065,false,3,3.422791,0.038605,0.031317,0
R21B00234,288,positive_weight_q50,11,40,274,true,71.762414,0.463208,0.723215,false,3,1.050214,0.028513,0.030721,0
R21B00234,288,positive_weight_q70,14,55,58,true,73.937449,0.416805,0.677485,false,3,1.050214,0.028513,0.030721,0
R21B00234,288,positive_weight_q85,16,54,18,true,74.03955,0.3948,0.648595,false,3,1.050214,0.028513,0.030721,0
R21B00235,288,positive_weight_q50,8,573,3523,true,69.414778,2.305473,3.128436,true,3,1.281975,0.098342,0.184399,1
R21B00235,288,positive_weight_q70,13,442,1676,true,72.038262,2.123939,2.927205,true,3,1.281975,0.098342,0.184399,1
R21B00235,288,positive_weight_q85,19,301,352,true,72.221034,2.077577,2.677616,true,3,1.281975,0.098342,0.184399,1
R21B00236,289,positive_weight_q50,7,409,3195,true,74.478644,1.721197,3.2069,true,3,0.932262,0.129429,0.18208,1
R21B00236,289,positive_weight_q70,11,342,1079,true,76.035664,1.522285,3.020121,true,3,0.932262,0.129429,0.18208,1
R21B00236,289,positive_weight_q85,16,247,220,true,76.703794,1.407944,2.762763,true,3,0.932262,0.129429,0.18208,1
R21B00237,289,positive_weight_q50,10,27,244,true,48.230876,0.402192,0.453288,false,3,0.374278,0.057252,0.065492,0
R21B00237,289,positive_weight_q70,16,13,170,true,47.67203,0.318128,0.369224,false,3,0.374278,0.057252,0.065492,0
R21B00237,289,positive_weight_q85,24,8,60,true,48.580854,0.262949,0.292929,false,3,0.374278,0.057252,0.065492,0
R21B00238,289,positive_weight_q50,11,58,394,true,74.220893,0.600315,1.298073,false,3,0.376885,0.022193,0.033443,0
R21B00238,289,positive_weight_q70,13,103,75,true,74.062003,0.596835,1.311123,false,3,0.376885,0.022193,0.033443,0
R21B00238,289,positive_weight_q85,17,102,16,true,73.353886,0.551594,1.234562,false,3,0.376885,0.022193,0.033443,0
R21B00239,289,positive_weight_q50,13,3,29,true,46.256018,0.128488,0.127223,false,3,19.040198,0.038494,0.019754,0
R21B00239,289,positive_weight_q70,20,1,21,true,89.694454,0.127223,0.087347,false,3,19.040198,0.038494,0.019754,0
R21B00239,289,positive_weight_q85,26.4,2,9,true,53.271229,0.046205,0.083549,false,3,19.040198,0.038494,0.019754,0
R21B00240,289,positive_weight_q50,6,8,55,true,53.327808,0.462559,0.413444,false,3,1.863782,0.008592,0.016907,0
R21B00240,289,positive_weight_q70,9,13,19,true,55.791577,0.481265,0.392736,false,3,1.863782,0.008592,0.016907,0
R21B00240,289,positive_weight_q85,14,8,12,true,57.888199,0.480265,0.372029,false,3,1.863782,0.008592,0.016907,0
R21B00241,289,positive_weight_q50,7,497,3612,true,69.833094,2.223331,3.160901,true,3,0.977567,0.072636,0.186773,1
R21B00241,289,positive_weight_q70,11,388,1615,true,72.16913,2.090156,2.926377,true,3,0.977567,0.072636,0.186773,1
R21B00241,289,positive_weight_q85,16,273,256,true,71.456716,2.054565,2.703452,true,3,0.977567,0.072636,0.186773,1
R21B00242,289,positive_weight_q50,8,627,4303,true,85.655942,2.981302,3.025315,true,3,4.132096,0.185563,0.113953,1
R21B00242,289,positive_weight_q70,12,598,2532,true,84.769268,2.801268,2.918321,true,3,4.132096,0.185563,0.113953,1
R21B00242,289,positive_weight_q85,17,446,501,true,76.480806,2.529841,2.748551,true,3,4.132096,0.185563,0.113953,1
R21B00243,289,positive_weight_q50,7,173,1181,true,84.103737,1.510452,1.519287,false,3,3.454345,0.017829,0.177407,0
R21B00243,289,positive_weight_q70,11,190,403,true,80.293325,1.52762,1.388581,false,3,3.454345,0.017829,0.177407,0
R21B00243,289,positive_weight_q85,15,150,231,true,75.65584,1.48426,1.095024,false,3,3.454345,0.017829,0.177407,0
R21B00244,290,positive_weight_q50,7,501,3206,true,70.72885,1.902813,3.355095,true,3,0.662843,0.161325,0.163578,1
R21B00244,290,positive_weight_q70,11,394,1597,true,71.553646,1.737433,3.179306,true,3,0.662843,0.161325,0.163578,1
R21B00244,290,positive_weight_q85,16,288,231,true,72.352408,1.509312,2.955378,true,3,0.662843,0.161325,0.163578,1
R21B00245,290,positive_weight_q50,7,63,361,true,44.295001,0.619984,0.727963,false,3,1.451346,0.106291,0.138775,0
R21B00245,290,positive_weight_q70,11,65,217,true,44.448757,0.525159,0.621973,false,3,1.451346,0.106291,0.138775,0
R21B00245,290,positive_weight_q85,17,25,124,true,41.29599,0.36258,0.395259,false,3,1.451346,0.106291,0.138775,0
R21B00246,290,positive_weight_q50,9,50,645,true,79.718711,0.729175,1.253387,false,3,0.693011,0.03167,0.028061,0
R21B00246,290,positive_weight_q70,13,103,89,true,80.590838,0.701715,1.207107,false,3,0.693011,0.03167,0.028061,0
R21B00246,290,positive_weight_q85,16,110,21,true,78.89353,0.652613,1.186235,false,3,0.693011,0.03167,0.028061,0
R21B00247,290,positive_weight_q50,7,567,3206,true,67.516837,2.253699,3.275338,true,3,0.647993,0.073447,0.186808,1
R21B00247,290,positive_weight_q70,11,422,1597,true,68.92179,2.142142,3.08254,true,3,0.647993,0.073447,0.186808,1
R21B00247,290,positive_weight_q85,16,297,231,true,68.85893,2.075685,2.819551,true,3,0.647993,0.073447,0.186808,1
R21B00248,290,positive_weight_q50,7,870,5077,true,84.047519,3.279745,3.145854,true,3,3.217708,0.295556,0.131074,1
R21B00248,290,positive_weight_q70,12,639,2510,true,84.161636,2.874328,3.026612,true,3,3.217708,0.295556,0.131074,1
R21B00248,290,positive_weight_q85,16,446,364,true,77.279503,2.557596,2.82807,true,3,3.217708,0.295556,0.131074,1
R21B00249,290,positive_weight_q50,7,429,1530,true,82.03311,1.93602,1.774467,false,3,1.251919,0.042182,0.100758,0
R21B00249,290,positive_weight_q70,10,309,688,true,80.914479,1.895781,1.685702,false,3,1.251919,0.042182,0.100758,0
R21B00249,290,positive_weight_q85,14,247,239,true,79.001072,1.833484,1.530646,false,3,1.251919,0.042182,0.100758,0
R21B00250,290,positive_weight_q50,7,870,5077,true,84.047519,3.279745,3.145854,true,3,3.217708,0.295556,0.131074,1
R21B00250,290,positive_weight_q70,12,639,2510,true,84.161636,2.874328,3.026612,true,3,3.217708,0.295556,0.131074,1
R21B00250,290,positive_weight_q85,16,446,364,true,77.279503,2.557596,2.82807,true,3,3.217708,0.295556,0.131074,1
