template_id,independent_geometry_id,sar_frame,template_family,template_axis,template_operation,delta_m,delta_px,rotation_deg,measurement_source,proxy_formula_used,background_mode,sensitivity_background_mode,counterfactual_background_sensitivity_status,base_background_subtracted_energy,measured_background_subtracted_energy,energy_delta_measured,base_inner_energy_density,measured_inner_energy_density,inner_density_delta_measured,base_outer_band_energy_density,measured_outer_band_energy_density,outer_density_delta_measured,measured_inner_outer_density_ratio,base_component_count,measured_component_count,component_count_delta_measured,measured_largest_component_pixels,measured_range_p50_width_m,measured_range_p80_width_m,measured_range_p90_width_m,range_p80_delta_m_measured,measured_azimuth_p50_width_m,measured_azimuth_p80_width_m,measured_azimuth_p90_width_m,azimuth_p80_delta_m_measured,measured_response_axis_image_deg,measured_response_axis_to_range_signed_deg,measured_response_axis_to_range_acute_deg,axis_angle_delta_deg_measured,measured_principal_axis_ratio,measured_axis_orientation_status,measured_vehicle_projection_envelope_status,measured_aspect_angle_candidate_deg
GM019IG0096_T03,GM019IG0096,270,center_shift,azimuth,shift,-0.15,-5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,240931,241232,301,9.062326,9.073989,0.011663,4.629346,4.716264,0.086918,1.923978,749,749,0,16121,1.556716,3.139424,3.657045,-0.002337,1.892641,3.362117,4.134735,0.006395,7.342519,82.698587,82.698587,1.862215,1.139044,AXIS_NEAR_ISOTROPIC,WITHIN_VEHICLE_PROJECTION_ENVELOPE,50
GM019IG0096_T04,GM019IG0096,270,center_shift,azimuth,shift,0.15,5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,240931,240333,-598,9.062326,9.040173,-0.022153,4.629346,4.551267,-0.078079,1.986298,749,750,1,16104,1.571762,3.145082,3.661144,0.003321,1.88518,3.34375,4.101036,-0.011971,3.199662,78.55573,78.55573,2.280643,1.129022,AXIS_NEAR_ISOTROPIC,WITHIN_VEHICLE_PROJECTION_ENVELOPE,50
GM019IG0096_T05,GM019IG0096,270,center_shift,range,shift,-0.3,-10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_SENSITIVE,240931,234256,-6675,9.062326,8.811585,-0.250741,4.629346,3.848512,-0.780834,2.289609,749,779,30,15753,1.500264,3.083259,3.545043,-0.058502,1.785435,3.272417,4.106899,-0.083305,2.63983,77.995898,77.995898,2.840475,1.114362,AXIS_NEAR_ISOTROPIC,WITHIN_VEHICLE_PROJECTION_ENVELOPE,50
GM019IG0096_T06,GM019IG0096,270,center_shift,range,shift,0.3,10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,240931,244651,3720,9.062326,9.202595,0.140269,4.629346,4.320365,-0.30898,2.13005,749,705,-44,16340,1.598,3.152092,3.735799,0.010331,1.996772,3.44907,4.152979,0.093349,9.502733,84.858801,84.858801,4.022428,1.159023,AXIS_NEAR_ISOTROPIC,WITHIN_VEHICLE_PROJECTION_ENVELOPE,52
GM019IG0096_T07,GM019IG0096,270,center_shift,azimuth,shift,-0.3,-10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,240931,240471,-460,9.062326,9.045704,-0.016622,4.629346,4.974064,0.344718,1.818574,749,752,3,16065,1.546057,3.143647,3.656307,0.001886,1.886368,3.346374,4.105997,-0.009347,10.254932,85.611,85.611,4.774627,1.138639,AXIS_NEAR_ISOTROPIC,WITHIN_VEHICLE_PROJECTION_ENVELOPE,50
GM019IG0096_T08,GM019IG0096,270,center_shift,azimuth,shift,0.3,10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_SENSITIVE,240931,239390,-1541,9.062326,9.005041,-0.057285,4.629346,4.437077,-0.192269,2.029499,749,732,-17,16065,1.581232,3.147296,3.663481,0.005535,1.878333,3.324072,4.064877,-0.031649,1.12489,76.480958,76.480958,4.355415,1.123779,AXIS_NEAR_ISOTROPIC,WITHIN_VEHICLE_PROJECTION_ENVELOPE,50
GM019IG0096_T09,GM019IG0096,270,center_shift,range,shift,-0.45,-15,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_SENSITIVE,240931,229549,-11382,9.062326,8.634531,-0.427795,4.629346,3.882734,-0.746612,2.223827,749,802,53,15501,1.454635,3.01295,3.471659,-0.128811,1.745751,3.238144,4.113171,-0.117578,178.376251,73.732319,73.732319,7.104054,1.120608,AXIS_NEAR_ISOTROPIC,WITHIN_VEHICLE_PROJECTION_ENVELOPE,52
GM019IG0096_T10,GM019IG0096,270,center_shift,range,shift,0.45,15,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,240931,243133,2202,9.062326,9.145496,0.08317,4.629346,4.878314,0.248969,1.874724,749,680,-69,16426,1.584143,3.103839,3.719032,-0.037922,2.065318,3.504784,4.180405,0.149063,10.278854,85.634922,85.634922,4.798549,1.193532,AXIS_NEAR_ISOTROPIC,WITHIN_VEHICLE_PROJECTION_ENVELOPE,80
GM019IG0096_T11,GM019IG0096,270,center_shift,azimuth,shift,-0.45,-15,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,240931,239180,-1751,9.062326,8.997141,-0.065185,4.629346,5.156453,0.527107,1.744832,749,780,31,15894,1.537489,3.150493,3.653273,0.008732,1.876447,3.31985,4.056555,-0.035872,13.376264,88.732333,88.732333,7.89596,1.138526,AXIS_NEAR_ISOTROPIC,WITHIN_VEHICLE_PROJECTION_ENVELOPE,50
GM019IG0096_T12,GM019IG0096,270,center_shift,azimuth,shift,0.45,15,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_SENSITIVE,240931,237988,-2943,9.062326,8.952302,-0.110024,4.629346,4.400707,-0.228639,2.034287,749,711,-38,15937,1.590415,3.152379,3.666515,0.010618,1.866075,3.295047,4.017609,-0.060675,179.210666,74.566734,74.566734,6.269639,1.114946,AXIS_NEAR_ISOTROPIC,WITHIN_VEHICLE_PROJECTION_ENVELOPE,49
GM019IG0096_T13,GM019IG0096,270,single_boundary_shift,range_min,move,-0.15,-5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,240931,245864,4933,9.062326,8.93174,-0.130586,4.629346,4.173635,-0.45571,2.140038,749,795,46,16541,1.610094,3.259872,3.757117,0.118111,1.869724,3.342602,4.110957,-0.013119,179.682166,75.038234,75.038234,5.798139,1.099938,AXIS_NEAR_ISOTROPIC,WITHIN_VEHICLE_PROJECTION_ENVELOPE,48
GM019IG0096_T14,GM019IG0096,270,single_boundary_shift,range_min,move,0.15,5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,240931,235494,-5437,9.062326,9.183201,0.120875,4.629346,4.846292,0.216946,1.894892,749,710,-39,15706,1.511661,3.020698,3.561933,-0.121062,1.913508,3.377285,4.138958,0.021564,8.13672,83.492788,83.492788,2.656415,1.177711,AXIS_NEAR_ISOTROPIC,WITHIN_VEHICLE_PROJECTION_ENVELOPE,55
GM019IG0096_T15,GM019IG0096,270,single_boundary_shift,range_max,move,-0.15,-5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,240931,232928,-8003,9.062326,9.083138,0.020812,4.629346,4.732357,0.103011,1.919369,749,721,-28,15611,1.487145,3.036564,3.522126,-0.105197,1.85148,3.324646,4.128463,-0.031075,8.202682,83.55875,83.55875,2.722377,1.159733,AXIS_NEAR_ISOTROPIC,WITHIN_VEHICLE_PROJECTION_ENVELOPE,81
GM019IG0096_T16,GM019IG0096,270,single_boundary_shift,range_max,move,0.15,5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,240931,248738,7807,9.062326,9.036146,-0.02618,4.629346,4.29036,-0.338986,2.106151,749,767,18,16719,1.637807,3.246179,3.803771,0.104418,1.92839,3.382246,4.121904,0.026525,5.262499,80.618567,80.618567,0.217806,1.102748,AXIS_NEAR_ISOTROPIC,WITHIN_VEHICLE_PROJECTION_ENVELOPE,48
GM019IG0096_T17,GM019IG0096,270,single_boundary_shift,azimuth_min,move,-0.15,-5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,240931,242685,1754,9.062326,8.892492,-0.169834,4.629346,4.574623,-0.054723,1.943874,749,793,44,16301,1.55483,3.133152,3.65602,-0.008609,1.90576,3.394955,4.189138,0.039234,6.627896,81.983964,81.983964,1.147591,1.153141,AXIS_NEAR_ISOTROPIC,WITHIN_VEHICLE_PROJECTION_ENVELOPE,54
GM019IG0096_T18,GM019IG0096,270,single_boundary_shift,azimuth_min,move,0.15,5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,240931,239208,-1723,9.062326,9.242968,0.180642,4.629346,4.68421,0.054864,1.973218,749,705,-44,15997,1.573484,3.149345,3.661268,0.007584,1.876447,3.320259,4.057867,-0.035462,3.700703,79.056771,79.056771,1.779602,1.116469,AXIS_NEAR_ISOTROPIC,WITHIN_VEHICLE_PROJECTION_ENVELOPE,50
GM019IG0096_T19,GM019IG0096,270,single_boundary_shift,azimuth_max,move,-0.15,-5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,240931,239478,-1453,9.062326,9.2534,0.191074,4.629346,4.773923,0.144578,1.938322,749,705,-44,15973,1.566924,3.147009,3.660243,0.005248,1.879235,3.325671,4.068075,-0.03005,6.175848,81.531916,81.531916,0.695543,1.119035,AXIS_NEAR_ISOTROPIC,WITHIN_VEHICLE_PROJECTION_ENVELOPE,50
GM019IG0096_T20,GM019IG0096,270,single_boundary_shift,azimuth_max,move,0.15,5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,240931,242056,1125,9.062326,8.869444,-0.192882,4.629346,4.499129,-0.130217,1.971369,749,794,45,16260,1.561677,3.136923,3.65807,-0.004838,1.900225,3.38036,4.165073,0.024639,4.882988,80.239056,80.239056,0.597317,1.145687,AXIS_NEAR_ISOTROPIC,WITHIN_VEHICLE_PROJECTION_ENVELOPE,54
GM019IG0096_T21,GM019IG0096,270,single_boundary_shift,range_min,move,-0.3,-10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,240931,249445,8514,9.062326,8.761987,-0.300339,4.629346,3.96079,-0.668556,2.212182,749,827,78,16900,1.645104,3.326819,3.81443,0.185058,1.859229,3.33879,4.109646,-0.016932,171.514579,66.870647,66.870647,13.965725,1.08578,AXIS_NEAR_ISOTROPIC,WITHIN_VEHICLE_PROJECTION_ENVELOPE,45
GM019IG0096_T22,GM019IG0096,270,single_boundary_shift,range_min,move,0.3,10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,240931,230067,-10864,9.062326,9.313699,0.251373,4.629346,4.916793,0.287447,1.894263,749,664,-85,15281,1.46017,2.92325,3.469322,-0.218511,1.936835,3.399178,4.15384,0.043456,10.578471,85.934539,85.934539,5.098166,1.223231,AXIS_MULTI_COMPONENT_AMBIGUOUS,WITHIN_VEHICLE_PROJECTION_ENVELOPE,79
GM019IG0096_T23,GM019IG0096,270,single_boundary_shift,range_max,move,-0.3,-10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,240931,225742,-15189,9.062326,9.138612,0.076286,4.629346,4.534163,-0.095182,2.015501,749,701,-48,15006,1.418886,2.931695,3.395242,-0.210066,1.81401,3.289635,4.121739,-0.066086,10.921153,86.277221,86.277221,5.440848,1.182138,AXIS_NEAR_ISOTROPIC,WITHIN_VEHICLE_PROJECTION_ENVELOPE,83
GM019IG0096_T24,GM019IG0096,270,single_boundary_shift,range_max,move,0.3,10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,240931,255515,14584,9.062326,8.975201,-0.087125,4.629346,4.058386,-0.57096,2.21152,749,790,41,17212,1.703319,3.362568,3.919586,0.220807,1.958112,3.411435,4.126413,0.055714,0.97566,76.331728,76.331728,4.504645,1.083025,AXIS_NEAR_ISOTROPIC,WITHIN_VEHICLE_PROJECTION_ENVELOPE,46
GM019IG0096_T25,GM019IG0096,270,single_boundary_shift,azimuth_min,move,-0.3,-10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,240931,244445,3514,9.062326,8.731114,-0.331212,4.629346,4.471228,-0.158118,1.952733,749,830,81,16475,1.541998,3.125854,3.653396,-0.015907,1.919904,3.432713,4.261046,0.076991,7.602732,82.9588,82.9588,2.122427,1.174478,AXIS_NEAR_ISOTROPIC,WITHIN_VEHICLE_PROJECTION_ENVELOPE,79
GM019IG0096_T26,GM019IG0096,270,single_boundary_shift,azimuth_min,move,0.3,10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,240931,237404,-3527,9.062326,9.430898,0.368572,4.629346,4.775045,0.1457,1.975038,749,660,-89,15887,1.585455,3.156192,3.664342,0.014431,1.860377,3.283937,3.997479,-0.071785,1.757425,77.113493,77.113493,3.72288,1.100082,AXIS_NEAR_ISOTROPIC,WITHIN_VEHICLE_PROJECTION_ENVELOPE,49
GM019IG0096_T27,GM019IG0096,270,single_boundary_shift,azimuth_max,move,-0.3,-10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,240931,236957,-3974,9.062326,9.413141,0.350815,4.629346,5.152095,0.522749,1.827051,749,671,-78,15743,1.571311,3.159102,3.66303,0.017341,1.857056,3.27504,3.981573,-0.080681,8.484441,83.840509,83.840509,3.004136,1.095978,AXIS_NEAR_ISOTROPIC,WITHIN_VEHICLE_PROJECTION_ENVELOPE,49
GM019IG0096_T28,GM019IG0096,270,single_boundary_shift,azimuth_max,move,0.3,10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,240931,242917,1986,9.062326,8.676537,-0.385789,4.629346,4.305182,-0.324164,2.015371,749,821,72,16331,1.559914,3.132127,3.65807,-0.009634,1.908219,3.400202,4.198607,0.044481,4.41892,79.774988,79.774988,1.061384,1.156255,AXIS_NEAR_ISOTROPIC,WITHIN_VEHICLE_PROJECTION_ENVELOPE,54
GM019IG0096_T29,GM019IG0096,270,scale_resize,range,resize,-0.15,-5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,240931,233953,-6978,9.062326,9.122397,0.060071,4.629346,4.857271,0.227925,1.878091,749,713,-36,15664,1.496615,3.026971,3.537458,-0.11479,1.884769,3.34826,4.136785,-0.007461,7.877114,83.233182,83.233182,2.39681,1.172106,AXIS_NEAR_ISOTROPIC,WITHIN_VEHICLE_PROJECTION_ENVELOPE,81
GM019IG0096_T30,GM019IG0096,270,scale_resize,range,resize,0.15,5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,240931,247272,6341,9.062326,8.983869,-0.078457,4.629346,4.163958,-0.465388,2.157531,749,780,31,16644,1.62395,3.252902,3.781182,0.111141,1.898175,3.355721,4.109933,0,1.850795,77.206863,77.206863,3.62951,1.10161,AXIS_NEAR_ISOTROPIC,WITHIN_VEHICLE_PROJECTION_ENVELOPE,48
GM019IG0096_T31,GM019IG0096,270,scale_resize,azimuth,resize,-0.15,-5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,240931,239393,-1538,9.062326,9.251546,0.18922,4.629346,4.702331,0.072985,1.967438,749,704,-45,15985,1.570122,3.14832,3.661145,0.00656,1.878333,3.324195,4.064877,-0.031526,4.705859,80.061927,80.061927,0.774446,1.117953,AXIS_NEAR_ISOTROPIC,WITHIN_VEHICLE_PROJECTION_ENVELOPE,50
GM019IG0096_T32,GM019IG0096,270,scale_resize,azimuth,resize,0.15,5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,240931,242335,1404,9.062326,8.880644,-0.181683,4.629346,4.546431,-0.082915,1.953322,749,788,39,16289,1.559217,3.135488,3.657332,-0.006273,1.902234,3.386633,4.175445,0.030911,5.72641,81.082478,81.082478,0.246105,1.148544,AXIS_NEAR_ISOTROPIC,WITHIN_VEHICLE_PROJECTION_ENVELOPE,54
GM019IG0096_T33,GM019IG0096,270,scale_resize,range,resize,-0.3,-10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,240931,227491,-13440,9.062326,9.209416,0.14709,4.629346,4.954159,0.324813,1.858926,749,682,-67,15164,1.435818,2.914067,3.427178,-0.227694,1.873209,3.3458,4.146255,-0.009921,10.037777,85.393845,85.393845,4.557473,1.208298,AXIS_MULTI_COMPONENT_AMBIGUOUS,WITHIN_VEHICLE_PROJECTION_ENVELOPE,55
GM019IG0096_T34,GM019IG0096,270,scale_resize,range,resize,0.3,10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,240931,253671,12740,9.062326,8.910742,-0.151584,4.629346,3.846022,-0.783324,2.316873,749,813,64,17107,1.685076,3.361707,3.888224,0.219946,1.908834,3.369414,4.109933,0.013693,177.461856,72.817924,72.817924,8.018449,1.072455,AXIS_NEAR_ISOTROPIC,WITHIN_VEHICLE_PROJECTION_ENVELOPE,45
GM019IG0096_T35,GM019IG0096,270,scale_resize,azimuth,resize,-0.3,-10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,240931,237755,-3176,9.062326,9.444467,0.38214,4.629346,4.831815,0.202469,1.954641,749,661,-88,15817,1.576394,3.15488,3.662579,0.013119,1.863287,3.29066,4.010024,-0.065061,4.255639,79.611707,79.611707,1.224666,1.101842,AXIS_NEAR_ISOTROPIC,WITHIN_VEHICLE_PROJECTION_ENVELOPE,49
GM019IG0096_T36,GM019IG0096,270,scale_resize,azimuth,resize,0.3,10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,240931,243810,2879,9.062326,8.708744,-0.353582,4.629346,4.447052,-0.182294,1.958318,749,838,89,16408,1.552493,3.129216,3.655159,-0.012545,1.915681,3.418856,4.235956,0.063135,6.016181,81.372249,81.372249,0.535876,1.16521,AXIS_NEAR_ISOTROPIC,WITHIN_VEHICLE_PROJECTION_ENVELOPE,54
GM019IG0096_T37,GM019IG0096,270,local_region_rotation,local_region,rotate,0,0,-30,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,240931,248214,7283,9.062326,9.33697,0.274644,4.629346,4.267668,-0.361678,2.187839,749,582,-167,17280,1.577009,3.270531,4.013222,0.12877,1.83459,3.233511,4.012361,-0.12221,154.014746,49.370814,49.370814,31.465558,1.226998,AXIS_MULTI_COMPONENT_AMBIGUOUS,WITHIN_VEHICLE_PROJECTION_ENVELOPE,44
GM019IG0096_T38,GM019IG0096,270,local_region_rotation,local_region,rotate,0,0,-15,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_SENSITIVE,240931,246486,5555,9.062326,9.27825,0.215924,4.629346,5.039706,0.41036,1.84103,749,659,-90,16858,1.605871,3.275942,3.868381,0.134181,1.912196,3.384173,4.051021,0.028451,159.148019,54.504087,54.504087,26.332286,1.236564,AXIS_MULTI_COMPONENT_AMBIGUOUS,WITHIN_VEHICLE_PROJECTION_ENVELOPE,47
GM019IG0096_T39,GM019IG0096,270,local_region_rotation,local_region,rotate,0,0,-10,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_SENSITIVE,240931,244443,3512,9.062326,9.195117,0.132791,4.629346,4.809187,0.179842,1.91199,749,708,-41,16549,1.593326,3.241218,3.758265,0.099457,1.918018,3.4075,4.099724,0.051778,164.950852,60.30692,60.30692,20.529453,1.209444,AXIS_MULTI_COMPONENT_AMBIGUOUS,WITHIN_VEHICLE_PROJECTION_ENVELOPE,49
GM019IG0096_T40,GM019IG0096,270,local_region_rotation,local_region,rotate,0,0,-5,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,240931,241807,876,9.062326,9.094592,0.032266,4.629346,4.714581,0.085235,1.929035,749,735,-14,16295,1.571885,3.201534,3.680536,0.059773,1.903136,3.37995,4.116943,0.024229,173.9046,69.260668,69.260668,11.575705,1.165393,AXIS_NEAR_ISOTROPIC,WITHIN_VEHICLE_PROJECTION_ENVELOPE,51
GM019IG0096_T41,GM019IG0096,270,local_region_rotation,local_region,rotate,0,0,5,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,240931,240913,-18,9.062326,9.063013,0.000687,4.629346,4.42693,-0.202416,2.047246,749,741,-8,16099,1.559791,3.180421,3.648723,0.03866,1.880957,3.328869,4.116205,-0.026853,22.752139,-81.891793,81.891793,17.271834,1.123706,AXIS_NEAR_ISOTROPIC,WITHIN_VEHICLE_PROJECTION_ENVELOPE,48
GM019IG0096_T42,GM019IG0096,270,local_region_rotation,local_region,rotate,0,0,10,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,240931,241607,676,9.062326,9.087753,0.025427,4.629346,3.946408,-0.682938,2.302791,749,734,-15,16146,1.556716,3.177469,3.683898,0.035708,1.870872,3.297506,4.096076,-0.058215,35.81356,-68.830372,68.830372,30.333255,1.143286,AXIS_NEAR_ISOTROPIC,WITHIN_VEHICLE_PROJECTION_ENVELOPE,48
GM019IG0096_T43,GM019IG0096,270,local_region_rotation,local_region,rotate,0,0,15,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,240931,243096,2165,9.062326,9.14376,0.081434,4.629346,3.683078,-0.946268,2.482641,749,714,-35,16291,1.556716,3.187964,3.763103,0.046203,1.860254,3.292546,4.095502,-0.063176,43.532334,-61.111598,61.111598,38.052029,1.170024,AXIS_NEAR_ISOTROPIC,WITHIN_VEHICLE_PROJECTION_ENVELOPE,48
GM019IG0096_T44,GM019IG0096,270,local_region_rotation,local_region,rotate,0,0,30,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,240931,248429,7498,9.062326,9.341543,0.279217,4.629346,3.783225,-0.846121,2.469201,749,686,-63,16655,1.590866,3.302344,4.080046,0.160583,1.751736,3.208544,4.025767,-0.147177,57.519416,-47.124516,47.124516,52.039111,1.235591,AXIS_MULTI_COMPONENT_AMBIGUOUS,WITHIN_VEHICLE_PROJECTION_ENVELOPE,43
GM019IG0096_T45,GM019IG0096,270,local_region_rotation,local_region,rotate,0,0,90,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,240931,258583,17652,9.062326,9.726285,0.663958,4.629346,4.416912,-0.212434,2.202055,749,579,-170,17604,2.083274,3.909829,4.573602,0.768068,1.708854,3.053496,3.542993,-0.302226,107.889689,3.245757,3.245757,77.590616,1.273449,AXIS_MULTI_COMPONENT_AMBIGUOUS,WITHIN_VEHICLE_PROJECTION_ENVELOPE,24
GM019IG0097_T01,GM019IG0097,271,center_shift,range,shift,-0.15,-5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_SENSITIVE,241737,238453,-3284,7.988665,7.880139,-0.108526,3.339138,3.555709,0.216572,2.216193,800,808,8,17569,1.653492,3.320242,3.824009,-0.020718,1.937548,3.497138,4.318613,-0.038639,2.393674,75.50159,75.50159,3.218066,1.128305,AXIS_NEAR_ISOTROPIC,WITHIN_VEHICLE_PROJECTION_ENVELOPE,53
GM019IG0097_T02,GM019IG0097,271,center_shift,range,shift,0.15,5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,241737,242031,294,7.988665,7.998381,0.009716,3.339138,3.94277,0.603633,2.02862,800,795,-5,17938,1.693793,3.306416,3.881745,-0.034544,2.032382,3.571213,4.343143,0.035436,8.34449,81.452406,81.452406,2.73275,1.145107,AXIS_NEAR_ISOTROPIC,WITHIN_VEHICLE_PROJECTION_ENVELOPE,51
