response_unit_id,source_response_box_id,source_r1_family_id,sar_frame,core_atom_ids,optional_atom_ids,core_bbox,conservative_bbox,uncertain_envelope,response_state
R21B00134,R21B00134,R21R1F00094,239,R21A00107,R21A00108;R21A00109,"1051,1135,1177,1255","1051,1135,1177,1255","1051,1135,1177,1255",local_response_unit_not_complete_vehicle
R21B00135,R21B00135,R21R1F00095,239,R21A00108,R21A00107;R21A00109,"1087,1201,1111,1237","1087,1201,1111,1237","1051,1135,1177,1255",local_response_unit_not_complete_vehicle
R21B00136,R21B00136,R21R1F00096,239,R21A00109,R21A00107;R21A00108,"1063,1231,1075,1243","1063,1231,1075,1243","1051,1135,1177,1255",local_response_unit_not_complete_vehicle
R21B00137,R21B00137,R21R1F00097,243,R21A00110,R21A00111;R21A00112,"1063,1135,1195,1249","1063,1135,1195,1249","1063,1135,1195,1249",local_response_unit_not_complete_vehicle
R21B00138,R21B00138,R21R1F00098,243,R21A00111,R21A00110,"1075,1231,1087,1243","1075,1231,1087,1243","1063,1135,1195,1249",local_response_unit_not_complete_vehicle
R21B00139,R21B00139,R21R1F00099,243,R21A00112,R21A00110,"1177,1165,1195,1177","1177,1165,1195,1177","1063,1135,1195,1249",local_response_unit_not_complete_vehicle
R21B00140,R21B00140,R21R1F00100,250,R21A00113,R21A00114;R21A00115,"1099,1135,1201,1261","1099,1135,1201,1261","1099,1135,1218,1261",local_response_unit_not_complete_vehicle
R21B00141,R21B00141,R21R1F00101,250,R21A00114,R21A00113;R21A00115,"1183,1165,1201,1189","1183,1165,1201,1189","1099,1135,1218,1261",local_response_unit_not_complete_vehicle
R21B00142,R21B00142,R21R1F00102,250,R21A00115,R21A00113;R21A00114,"1195,1135,1218,1153","1195,1135,1218,1153","1099,1135,1218,1261",local_response_unit_not_complete_vehicle
R21B00143,R21B00143,R21R1F00103,259,R21A00116,R21A00117;R21A00118,"1069,1135,1189,1255","1069,1135,1189,1255","1069,1135,1218,1255",local_response_unit_not_complete_vehicle
R21B00144,R21B00144,R21R1F00104,259,R21A00117,R21A00116;R21A00118,"1189,1195,1218,1237","1189,1195,1218,1237","1069,1135,1218,1255",local_response_unit_not_complete_vehicle
R21B00145,R21B00145,R21R1F00105,259,R21A00118,R21A00116;R21A00117,"1189,1141,1218,1189","1189,1141,1218,1189","1069,1135,1218,1255",local_response_unit_not_complete_vehicle
R21B00146,R21B00146,R21R1F00103,259,R21A00116;R21A00117,R21A00118,"1069,1135,1218,1255","1069,1135,1218,1255","1069,1135,1218,1255",local_response_unit_not_complete_vehicle
R21B00147,R21B00147,R21R1F00103,259,R21A00116;R21A00118,R21A00117,"1069,1135,1218,1255","1069,1135,1218,1255","1069,1135,1218,1255",local_response_unit_not_complete_vehicle
R21B00148,R21B00148,R21R1F00104,259,R21A00117;R21A00118,R21A00116,"1189,1141,1218,1237","1189,1141,1218,1237","1069,1135,1218,1255",local_response_unit_not_complete_vehicle
R21B00149,R21B00149,R21R1F00103,259,R21A00116;R21A00117;R21A00118,,"1069,1135,1218,1255","1069,1135,1218,1255","1069,1135,1218,1255",local_response_unit_not_complete_vehicle
R21B00150,R21B00150,R21R1F00106,260,R21A00119,R21A00120;R21A00121,"1075,1135,1218,1195","1075,1135,1218,1195","1075,1135,1218,1255",local_response_unit_not_complete_vehicle
R21B00151,R21B00151,R21R1F00107,260,R21A00120,R21A00119;R21A00121,"1117,1201,1189,1255","1117,1201,1189,1255","1075,1135,1218,1255",local_response_unit_not_complete_vehicle
R21B00152,R21B00152,R21R1F00108,260,R21A00121,R21A00119;R21A00120,"1195,1201,1218,1237","1195,1201,1218,1237","1075,1135,1218,1255",local_response_unit_not_complete_vehicle
R21B00153,R21B00153,R21R1F00106,260,R21A00119;R21A00120,R21A00121,"1075,1135,1218,1255","1075,1135,1218,1255","1075,1135,1218,1255",local_response_unit_not_complete_vehicle
R21B00154,R21B00154,R21R1F00106,260,R21A00119;R21A00121,R21A00120,"1075,1135,1218,1237","1075,1135,1218,1237","1075,1135,1218,1255",local_response_unit_not_complete_vehicle
R21B00155,R21B00155,R21R1F00107,260,R21A00120;R21A00121,R21A00119,"1117,1201,1218,1255","1117,1201,1218,1255","1075,1135,1218,1255",local_response_unit_not_complete_vehicle
R21B00156,R21B00156,R21R1F00106,260,R21A00119;R21A00120;R21A00121,,"1075,1135,1218,1255","1075,1135,1218,1255","1075,1135,1218,1255",local_response_unit_not_complete_vehicle
R21B00157,R21B00157,R21R1F00109,262,R21A00122,,"1075,1135,1218,1267","1075,1135,1218,1267","1075,1135,1218,1267",local_response_unit_not_complete_vehicle
R21B00158,R21B00158,R21R1F00110,263,R21A00123,,"1069,1135,1218,1261","1069,1135,1218,1261","1069,1135,1218,1261",local_response_unit_not_complete_vehicle
R21B00159,R21B00159,R21R1F00111,269,R21A00124,R21A00125;R21A00126;R21A00127;R21A00128;R21A00129,"1107,1138,1245,1246","1107,1138,1245,1246","1107,1138,1281,1258",local_response_unit_not_complete_vehicle
R21B00160,R21B00160,R21R1F00112,269,R21A00125,R21A00124;R21A00126;R21A00127,"1143,1204,1185,1258","1143,1204,1185,1258","1107,1138,1263,1258",local_response_unit_not_complete_vehicle
R21B00161,R21B00161,R21R1F00111,269,R21A00126,R21A00124;R21A00125;R21A00127;R21A00128;R21A00129,"1227,1192,1245,1240","1227,1192,1245,1240","1107,1138,1281,1258",local_response_unit_not_complete_vehicle
R21B00162,R21B00162,R21R1F00113,269,R21A00127,R21A00124;R21A00125;R21A00126;R21A00128;R21A00129,"1251,1174,1263,1186","1251,1174,1263,1186","1107,1138,1281,1258",local_response_unit_not_complete_vehicle
R21B00163,R21B00163,R21R1F00114,269,R21A00128,R21A00124;R21A00126;R21A00127;R21A00129,"1263,1138,1281,1150","1263,1138,1281,1150","1107,1138,1281,1246",local_response_unit_not_complete_vehicle
R21B00164,R21B00164,R21R1F00115,269,R21A00129,R21A00124;R21A00126;R21A00127;R21A00128,"1245,1138,1257,1156","1245,1138,1257,1156","1107,1138,1281,1246",local_response_unit_not_complete_vehicle
R21B00165,R21B00165,R21R1F00111,269,R21A00124;R21A00125,R21A00126;R21A00127;R21A00128;R21A00129,"1107,1138,1245,1258","1107,1138,1245,1258","1107,1138,1281,1258",local_response_unit_not_complete_vehicle
R21B00166,R21B00166,R21R1F00111,269,R21A00124;R21A00126,R21A00125;R21A00127;R21A00128;R21A00129,"1107,1138,1245,1246","1107,1138,1245,1246","1107,1138,1281,1258",local_response_unit_not_complete_vehicle
R21B00167,R21B00167,R21R1F00116,270,R21A00130,R21A00131;R21A00132;R21A00133;R21A00134,"1107,1138,1263,1240","1107,1138,1263,1240","1107,1138,1287,1258",local_response_unit_not_complete_vehicle
R21B00168,R21B00168,R21R1F00117,270,R21A00131,R21A00130;R21A00132;R21A00133,"1137,1204,1185,1258","1137,1204,1185,1258","1107,1138,1275,1258",local_response_unit_not_complete_vehicle
R21B00169,R21B00169,R21R1F00116,270,R21A00132,R21A00130;R21A00131;R21A00133;R21A00134,"1233,1192,1245,1234","1233,1192,1245,1234","1107,1138,1287,1258",local_response_unit_not_complete_vehicle
R21B00170,R21B00170,R21R1F00118,270,R21A00133,R21A00130;R21A00131;R21A00132;R21A00134,"1245,1162,1275,1186","1245,1162,1275,1186","1107,1138,1287,1258",local_response_unit_not_complete_vehicle
R21B00171,R21B00171,R21R1F00119,270,R21A00134,R21A00130;R21A00132;R21A00133,"1269,1138,1287,1150","1269,1138,1287,1150","1107,1138,1287,1240",local_response_unit_not_complete_vehicle
R21B00172,R21B00172,R21R1F00116,270,R21A00130;R21A00131,R21A00132;R21A00133;R21A00134,"1107,1138,1263,1258","1107,1138,1263,1258","1107,1138,1287,1258",local_response_unit_not_complete_vehicle
R21B00173,R21B00173,R21R1F00116,270,R21A00130;R21A00132,R21A00131;R21A00133;R21A00134,"1107,1138,1263,1240","1107,1138,1263,1240","1107,1138,1287,1258",local_response_unit_not_complete_vehicle
R21B00174,R21B00174,R21R1F00116,270,R21A00130;R21A00133,R21A00131;R21A00132;R21A00134,"1107,1138,1275,1240","1107,1138,1275,1240","1107,1138,1287,1258",local_response_unit_not_complete_vehicle
R21B00175,R21B00175,R21R1F00120,271,R21A00135,R21A00136;R21A00137;R21A00138,"1107,1138,1287,1240","1107,1138,1287,1240","1107,1138,1287,1252",local_response_unit_not_complete_vehicle
R21B00176,R21B00176,R21R1F00121,271,R21A00136,R21A00135;R21A00137;R21A00138,"1143,1210,1197,1252","1143,1210,1197,1252","1107,1138,1287,1252",local_response_unit_not_complete_vehicle
R21B00177,R21B00177,R21R1F00120,271,R21A00137,R21A00135;R21A00136;R21A00138,"1233,1198,1251,1240","1233,1198,1251,1240","1107,1138,1287,1252",local_response_unit_not_complete_vehicle
R21B00178,R21B00178,R21R1F00122,271,R21A00138,R21A00135;R21A00136;R21A00137,"1245,1174,1275,1192","1245,1174,1275,1192","1107,1138,1287,1252",local_response_unit_not_complete_vehicle
R21B00179,R21B00179,R21R1F00120,271,R21A00135;R21A00136,R21A00137;R21A00138,"1107,1138,1287,1252","1107,1138,1287,1252","1107,1138,1287,1252",local_response_unit_not_complete_vehicle
R21B00180,R21B00180,R21R1F00120,271,R21A00135;R21A00137,R21A00136;R21A00138,"1107,1138,1287,1240","1107,1138,1287,1240","1107,1138,1287,1252",local_response_unit_not_complete_vehicle
R21B00181,R21B00181,R21R1F00121,271,R21A00136;R21A00137,R21A00135;R21A00138,"1143,1198,1251,1252","1143,1198,1251,1252","1107,1138,1287,1252",local_response_unit_not_complete_vehicle
R21B00182,R21B00182,R21R1F00120,271,R21A00135;R21A00136;R21A00137,R21A00138,"1107,1138,1287,1252","1107,1138,1287,1252","1107,1138,1287,1252",local_response_unit_not_complete_vehicle
R21B00183,R21B00183,R21R1F00123,272,R21A00139,R21A00140;R21A00141;R21A00142;R21A00143;R21A00144,"1107,1138,1251,1240","1107,1138,1251,1240","1107,1138,1287,1270",local_response_unit_not_complete_vehicle
R21B00184,R21B00184,R21R1F00124,272,R21A00140,R21A00139;R21A00141;R21A00142;R21A00144,"1143,1210,1197,1270","1143,1210,1197,1270","1107,1138,1281,1270",local_response_unit_not_complete_vehicle
R21B00185,R21B00185,R21R1F00125,272,R21A00141,R21A00139;R21A00140;R21A00142;R21A00143;R21A00144,"1239,1198,1257,1240","1239,1198,1257,1240","1107,1138,1287,1270",local_response_unit_not_complete_vehicle
R21B00186,R21B00186,R21R1F00126,272,R21A00142,R21A00139;R21A00140;R21A00141;R21A00143;R21A00144,"1257,1168,1281,1192","1257,1168,1281,1192","1107,1138,1287,1270",local_response_unit_not_complete_vehicle
R21B00187,R21B00187,R21R1F00127,272,R21A00143,R21A00139;R21A00141;R21A00142;R21A00144,"1257,1138,1287,1156","1257,1138,1287,1156","1107,1138,1287,1240",local_response_unit_not_complete_vehicle
R21B00188,R21B00188,R21R1F00128,272,R21A00144,R21A00139;R21A00140;R21A00141;R21A00142;R21A00143,"1227,1144,1251,1156","1227,1144,1251,1156","1107,1138,1287,1270",local_response_unit_not_complete_vehicle
R21B00189,R21B00189,R21R1F00123,272,R21A00139;R21A00140,R21A00141;R21A00142;R21A00143;R21A00144,"1107,1138,1251,1270","1107,1138,1251,1270","1107,1138,1287,1270",local_response_unit_not_complete_vehicle
R21B00190,R21B00190,R21R1F00125,272,R21A00139;R21A00141,R21A00140;R21A00142;R21A00143;R21A00144,"1107,1138,1257,1240","1107,1138,1257,1240","1107,1138,1287,1270",local_response_unit_not_complete_vehicle
R21B00191,R21B00191,R21R1F00129,273,R21A00145,R21A00146;R21A00147;R21A00148,"1115,1140,1259,1266","1115,1140,1259,1266","1115,1140,1289,1266",local_response_unit_not_complete_vehicle
R21B00192,R21B00192,R21R1F00129,273,R21A00146,R21A00145;R21A00147;R21A00148,"1241,1194,1259,1236","1241,1194,1259,1236","1115,1140,1289,1266",local_response_unit_not_complete_vehicle
R21B00193,R21B00193,R21R1F00130,273,R21A00147,R21A00145;R21A00146;R21A00148,"1265,1170,1283,1188","1265,1170,1283,1188","1115,1140,1289,1266",local_response_unit_not_complete_vehicle
R21B00194,R21B00194,R21R1F00131,273,R21A00148,R21A00145;R21A00146;R21A00147,"1259,1140,1289,1152","1259,1140,1289,1152","1115,1140,1289,1266",local_response_unit_not_complete_vehicle
R21B00195,R21B00195,R21R1F00129,273,R21A00145;R21A00146,R21A00147;R21A00148,"1115,1140,1259,1266","1115,1140,1259,1266","1115,1140,1289,1266",local_response_unit_not_complete_vehicle
R21B00196,R21B00196,R21R1F00132,276,R21A00149,R21A00150;R21A00151;R21A00152;R21A00153,"1115,1140,1271,1242","1115,1140,1271,1242","1115,1140,1283,1266",local_response_unit_not_complete_vehicle
R21B00197,R21B00197,R21R1F00132,276,R21A00150,R21A00149;R21A00151;R21A00153,"1157,1212,1211,1242","1157,1212,1211,1242","1115,1140,1271,1266",local_response_unit_not_complete_vehicle
R21B00198,R21B00198,R21R1F00133,276,R21A00151,R21A00149;R21A00150;R21A00152;R21A00153,"1253,1194,1271,1236","1253,1194,1271,1236","1115,1140,1283,1266",local_response_unit_not_complete_vehicle
R21B00199,R21B00199,R21R1F00134,276,R21A00152,R21A00149;R21A00151,"1271,1140,1283,1152","1271,1140,1283,1152","1115,1140,1283,1242",local_response_unit_not_complete_vehicle
R21B00200,R21B00200,R21R1F00135,276,R21A00153,R21A00149;R21A00150;R21A00151,"1175,1254,1211,1266","1175,1254,1211,1266","1115,1140,1271,1266",local_response_unit_not_complete_vehicle
R21B00201,R21B00201,R21R1F00132,276,R21A00149;R21A00150,R21A00151;R21A00152;R21A00153,"1115,1140,1271,1242","1115,1140,1271,1242","1115,1140,1283,1266",local_response_unit_not_complete_vehicle
R21B00202,R21B00202,R21R1F00132,276,R21A00149;R21A00151,R21A00150;R21A00152;R21A00153,"1115,1140,1271,1242","1115,1140,1271,1242","1115,1140,1283,1266",local_response_unit_not_complete_vehicle
R21B00203,R21B00203,R21R1F00132,276,R21A00150;R21A00151,R21A00149;R21A00152;R21A00153,"1157,1194,1271,1242","1157,1194,1271,1242","1115,1140,1283,1266",local_response_unit_not_complete_vehicle
R21B00204,R21B00204,R21R1F00136,278,R21A00154,R21A00155;R21A00156,"1121,1140,1277,1236","1121,1140,1277,1236","1121,1140,1289,1266",local_response_unit_not_complete_vehicle
R21B00205,R21B00205,R21R1F00137,278,R21A00155,R21A00154,"1163,1212,1217,1266","1163,1212,1217,1266","1121,1140,1277,1266",local_response_unit_not_complete_vehicle
R21B00206,R21B00206,R21R1F00138,278,R21A00156,R21A00154,"1277,1140,1289,1158","1277,1140,1289,1158","1121,1140,1289,1236",local_response_unit_not_complete_vehicle
R21B00207,R21B00207,R21R1F00136,278,R21A00154;R21A00155,R21A00156,"1121,1140,1277,1266","1121,1140,1277,1266","1121,1140,1289,1266",local_response_unit_not_complete_vehicle
R21B00208,R21B00208,R21R1F00139,279,R21A00157,R21A00158;R21A00159;R21A00160,"1115,1140,1283,1236","1115,1140,1283,1236","1115,1140,1313,1266",local_response_unit_not_complete_vehicle
R21B00209,R21B00209,R21R1F00140,279,R21A00158,R21A00157,"1163,1212,1217,1266","1163,1212,1217,1266","1115,1140,1283,1266",local_response_unit_not_complete_vehicle
R21B00210,R21B00210,R21R1F00141,279,R21A00159,R21A00157;R21A00160,"1259,1140,1289,1158","1259,1140,1289,1158","1115,1140,1313,1236",local_response_unit_not_complete_vehicle
R21B00211,R21B00211,R21R1F00142,279,R21A00160,R21A00157;R21A00159,"1289,1170,1313,1200","1289,1170,1313,1200","1115,1140,1313,1236",local_response_unit_not_complete_vehicle
R21B00212,R21B00212,R21R1F00139,279,R21A00157;R21A00158,R21A00159;R21A00160,"1115,1140,1283,1266","1115,1140,1283,1266","1115,1140,1313,1266",local_response_unit_not_complete_vehicle
R21B00213,R21B00213,R21R1F00143,280,R21A00161,R21A00162;R21A00163,"1115,1140,1277,1236","1115,1140,1277,1236","1115,1140,1277,1266",local_response_unit_not_complete_vehicle
R21B00214,R21B00214,R21R1F00144,280,R21A00162,R21A00161,"1163,1212,1223,1266","1163,1212,1223,1266","1115,1140,1277,1266",local_response_unit_not_complete_vehicle
R21B00215,R21B00215,R21R1F00145,280,R21A00163,R21A00161,"1265,1146,1277,1158","1265,1146,1277,1158","1115,1140,1277,1236",local_response_unit_not_complete_vehicle
R21B00216,R21B00216,R21R1F00143,280,R21A00161;R21A00162,R21A00163,"1115,1140,1277,1266","1115,1140,1277,1266","1115,1140,1277,1266",local_response_unit_not_complete_vehicle
R21B00217,R21B00217,R21R1F00146,281,R21A00164,R21A00165;R21A00166;R21A00167,"1115,1140,1283,1236","1115,1140,1283,1236","1115,1140,1301,1266",local_response_unit_not_complete_vehicle
R21B00218,R21B00218,R21R1F00147,281,R21A00165,R21A00164;R21A00166,"1169,1212,1223,1266","1169,1212,1223,1266","1115,1140,1283,1266",local_response_unit_not_complete_vehicle
R21B00219,R21B00219,R21R1F00146,281,R21A00166,R21A00164;R21A00165;R21A00167,"1271,1200,1283,1230","1271,1200,1283,1230","1115,1140,1301,1266",local_response_unit_not_complete_vehicle
R21B00220,R21B00220,R21R1F00148,281,R21A00167,R21A00164;R21A00166,"1265,1140,1301,1158","1265,1140,1301,1158","1115,1140,1301,1236",local_response_unit_not_complete_vehicle
R21B00221,R21B00221,R21R1F00146,281,R21A00164;R21A00165,R21A00166;R21A00167,"1115,1140,1283,1266","1115,1140,1283,1266","1115,1140,1301,1266",local_response_unit_not_complete_vehicle
R21B00222,R21B00222,R21R1F00146,281,R21A00164;R21A00166,R21A00165;R21A00167,"1115,1140,1283,1236","1115,1140,1283,1236","1115,1140,1301,1266",local_response_unit_not_complete_vehicle
R21B00223,R21B00223,R21R1F00147,281,R21A00165;R21A00166,R21A00164;R21A00167,"1169,1200,1283,1266","1169,1200,1283,1266","1115,1140,1301,1266",local_response_unit_not_complete_vehicle
R21B00224,R21B00224,R21R1F00146,281,R21A00164;R21A00165;R21A00166,R21A00167,"1115,1140,1283,1266","1115,1140,1283,1266","1115,1140,1301,1266",local_response_unit_not_complete_vehicle
R21B00225,R21B00225,R21R1F00149,284,R21A00168,R21A00169;R21A00170;R21A00171;R21A00172,"1115,1140,1301,1236","1115,1140,1301,1236","1115,1140,1331,1266",local_response_unit_not_complete_vehicle
R21B00226,R21B00226,R21R1F00150,284,R21A00169,R21A00168;R21A00170,"1175,1206,1235,1266","1175,1206,1235,1266","1115,1140,1301,1266",local_response_unit_not_complete_vehicle
R21B00227,R21B00227,R21R1F00151,284,R21A00170,R21A00168;R21A00169;R21A00171;R21A00172,"1283,1200,1289,1218","1283,1200,1289,1218","1115,1140,1331,1266",local_response_unit_not_complete_vehicle
R21B00228,R21B00228,R21R1F00152,284,R21A00171,R21A00168;R21A00170;R21A00172,"1301,1140,1307,1146","1301,1140,1307,1146","1115,1140,1331,1236",local_response_unit_not_complete_vehicle
R21B00229,R21B00229,R21R1F00153,284,R21A00172,R21A00168;R21A00170;R21A00171,"1319,1194,1331,1200","1319,1194,1331,1200","1115,1140,1331,1236",local_response_unit_not_complete_vehicle
R21B00230,R21B00230,R21R1F00149,284,R21A00168;R21A00169,R21A00170;R21A00171;R21A00172,"1115,1140,1301,1266","1115,1140,1301,1266","1115,1140,1331,1266",local_response_unit_not_complete_vehicle
R21B00231,R21B00231,R21R1F00154,288,R21A00173,R21A00174;R21A00175;R21A00176,"1146,1138,1308,1228","1146,1138,1308,1228","1146,1138,1308,1270",local_response_unit_not_complete_vehicle
R21B00232,R21B00232,R21R1F00155,288,R21A00174,R21A00173;R21A00175;R21A00176,"1200,1192,1224,1240","1200,1192,1224,1240","1146,1138,1308,1270",local_response_unit_not_complete_vehicle
R21B00233,R21B00233,R21R1F00156,288,R21A00175,R21A00173;R21A00174;R21A00176,"1230,1228,1248,1240","1230,1228,1248,1240","1146,1138,1308,1270",local_response_unit_not_complete_vehicle
R21B00234,R21B00234,R21R1F00157,288,R21A00176,R21A00173;R21A00174;R21A00175,"1170,1246,1206,1270","1170,1246,1206,1270","1146,1138,1308,1270",local_response_unit_not_complete_vehicle
R21B00235,R21B00235,R21R1F00154,288,R21A00173;R21A00174,R21A00175;R21A00176,"1146,1138,1308,1240","1146,1138,1308,1240","1146,1138,1308,1270",local_response_unit_not_complete_vehicle
R21B00236,R21B00236,R21R1F00158,289,R21A00177,R21A00178;R21A00179;R21A00180;R21A00181,"1146,1138,1308,1228","1146,1138,1308,1228","1146,1138,1344,1270",local_response_unit_not_complete_vehicle
R21B00237,R21B00237,R21R1F00159,289,R21A00178,R21A00177;R21A00179;R21A00180,"1200,1210,1224,1240","1200,1210,1224,1240","1146,1138,1308,1270",local_response_unit_not_complete_vehicle
R21B00238,R21B00238,R21R1F00160,289,R21A00179,R21A00177;R21A00178;R21A00180,"1146,1246,1206,1270","1146,1246,1206,1270","1146,1138,1308,1270",local_response_unit_not_complete_vehicle
R21B00239,R21B00239,R21R1F00161,289,R21A00180,R21A00177;R21A00178;R21A00179,"1242,1228,1248,1240","1242,1228,1248,1240","1146,1138,1308,1270",local_response_unit_not_complete_vehicle
R21B00240,R21B00240,R21R1F00162,289,R21A00181,R21A00177,"1320,1138,1344,1150","1320,1138,1344,1150","1146,1138,1344,1228",local_response_unit_not_complete_vehicle
R21B00241,R21B00241,R21R1F00158,289,R21A00177;R21A00178,R21A00179;R21A00180;R21A00181,"1146,1138,1308,1240","1146,1138,1308,1240","1146,1138,1344,1270",local_response_unit_not_complete_vehicle
R21B00242,R21B00242,R21R1F00158,289,R21A00177;R21A00179,R21A00178;R21A00180;R21A00181,"1146,1138,1308,1270","1146,1138,1308,1270","1146,1138,1344,1270",local_response_unit_not_complete_vehicle
R21B00243,R21B00243,R21R1F00159,289,R21A00178;R21A00179,R21A00177;R21A00180,"1146,1210,1224,1270","1146,1210,1224,1270","1146,1138,1308,1270",local_response_unit_not_complete_vehicle
R21B00244,R21B00244,R21R1F00163,290,R21A00182,R21A00183;R21A00184,"1146,1138,1314,1228","1146,1138,1314,1228","1146,1138,1314,1282",local_response_unit_not_complete_vehicle
R21B00245,R21B00245,R21R1F00164,290,R21A00183,R21A00182;R21A00184,"1206,1192,1236,1240","1206,1192,1236,1240","1146,1138,1314,1282",local_response_unit_not_complete_vehicle
R21B00246,R21B00246,R21R1F00165,290,R21A00184,R21A00182;R21A00183,"1146,1246,1206,1282","1146,1246,1206,1282","1146,1138,1314,1282",local_response_unit_not_complete_vehicle
R21B00247,R21B00247,R21R1F00163,290,R21A00182;R21A00183,R21A00184,"1146,1138,1314,1240","1146,1138,1314,1240","1146,1138,1314,1282",local_response_unit_not_complete_vehicle
R21B00248,R21B00248,R21R1F00163,290,R21A00182;R21A00184,R21A00183,"1146,1138,1314,1282","1146,1138,1314,1282","1146,1138,1314,1282",local_response_unit_not_complete_vehicle
R21B00249,R21B00249,R21R1F00164,290,R21A00183;R21A00184,R21A00182,"1146,1192,1236,1282","1146,1192,1236,1282","1146,1138,1314,1282",local_response_unit_not_complete_vehicle
R21B00250,R21B00250,R21R1F00163,290,R21A00182;R21A00183;R21A00184,,"1146,1138,1314,1282","1146,1138,1314,1282","1146,1138,1314,1282",local_response_unit_not_complete_vehicle
