component_id,scene,sar_frame,extraction_profile,azimuth_center,radial_pixel_center,radial_band,component_cell_box_count,persistent_static_overlap_ratio,recurrent_background_overlap_ratio,static_peak_overlap_ratio,stable_gradient_overlap_ratio,background_structure_pressure
WGV33D_MAIN_F0342_C015475,GM_RM011,342,main,-0.5,203.8873,R1,2,0,0,0,1,0.43246709
WGV33D_MAIN_F0342_C015476,GM_RM011,342,main,0.5,184.0899,R1,2,0,1,0.35,1,1
WGV33D_MAIN_F0342_C015477,GM_RM011,342,main,18.3405,105.1787,R0,42,0,0.92857143,0,1,1
WGV33D_MAIN_F0342_C015478,GM_RM011,342,main,34.4828,114,R0,3,0,0,0,1,0.45300352
WGV33D_MAIN_F0343_C015506,GM_RM011,343,main,-55.2108,295.5113,R2,9,0,0,0,1,0.45349609
WGV33D_MAIN_F0343_C015507,GM_RM011,343,main,-51.7575,84.7471,R0,8,0,0.25,0,1,0.62651966
WGV33D_MAIN_F0343_C015508,GM_RM011,343,main,-52.0978,271.2468,R2,20,0,0.55,0,1,0.83630154
WGV33D_MAIN_F0343_C015509,GM_RM011,343,main,-50.9443,442,R2,2,0,0,0,0.9899262,0.40653047
WGV33D_MAIN_F0343_C015510,GM_RM011,343,main,-36.336,212.235,R1,350,0.03714286,0.52,0.06471429,0.99971613,0.86554089
WGV33D_MAIN_F0343_C015511,GM_RM011,343,main,-47.9568,462,R2,2,0,0,0,0.96894013,0.39918535
WGV33D_MAIN_F0343_C015512,GM_RM011,343,main,-45.4795,482,R2,3,0,0,0,0.96711918,0.39792927
WGV33D_MAIN_F0343_C015513,GM_RM011,343,main,-44.9964,522,R3,2,0,0,0,0.96308258,0.3937831
WGV33D_MAIN_F0343_C015514,GM_RM011,343,main,-44.9596,530,R3,2,0,0,0,0.96802122,0.40595549
WGV33D_MAIN_F0343_C015515,GM_RM011,343,main,-34.2045,66.0576,R0,81,0,0.81481481,0.01975309,1,1
WGV33D_MAIN_F0343_C015516,GM_RM011,343,main,-43.0091,502,R2,2,0,0,0,0.98124295,0.4083393
WGV33D_MAIN_F0343_C015517,GM_RM011,343,main,-40.9581,526,R3,2,0,0,0,0.93956605,0.39225652
WGV33D_MAIN_F0343_C015518,GM_RM011,343,main,-22.1919,60.4549,R0,18,0.22222222,0.72222222,0.19444444,1,1
WGV33D_MAIN_F0343_C015519,GM_RM011,343,main,-17.4677,103.4426,R0,20,0,0.95,0,1,1
WGV33D_MAIN_F0343_C015520,GM_RM011,343,main,-19.7524,219.0455,R1,6,0,0,0,1,0.42895861
WGV33D_MAIN_F0343_C015521,GM_RM011,343,main,-10.8377,56.5065,R0,50,0.2,0.8,0.16,1,1
WGV33D_MAIN_F0343_C015522,GM_RM011,343,main,-17.2663,250.9719,R1,6,0,0,0,1,0.43829417
WGV33D_MAIN_F0343_C015523,GM_RM011,343,main,-5.5002,166,R1,3,0,1,0.3,1,1
WGV33D_MAIN_F0343_C015524,GM_RM011,343,main,-4.4683,268.7382,R2,6,0,0,0,1,0.4483686
WGV33D_MAIN_F0343_C015525,GM_RM011,343,main,-3.4862,226.9025,R1,9,0,0.11111111,0,1,0.51184303
WGV33D_MAIN_F0343_C015526,GM_RM011,343,main,-0.839,258.8029,R2,8,0,0.625,0,1,0.87628203
WGV33D_MAIN_F0343_C015527,GM_RM011,343,main,0.0146,202,R1,2,0,0,0,1,0.4335754
WGV33D_MAIN_F0343_C015528,GM_RM011,343,main,15.2349,104.24,R0,8,0,1,0,1,1
WGV33D_MAIN_F0343_C015529,GM_RM011,343,main,20.6809,106.1337,R0,18,0,1,0,1,1
WGV33D_MAIN_F0343_C015530,GM_RM011,343,main,35.458,116.0923,R0,6,0,0,0,1,0.4450437
WGV33D_MAIN_F0344_C015556,GM_RM011,344,main,-55.2066,294.4688,R2,9,0,0,0,1,0.45349609
WGV33D_MAIN_F0344_C015557,GM_RM011,344,main,-52.6401,271.8803,R2,20,0,0.4,0,1,0.73245771
WGV33D_MAIN_F0344_C015558,GM_RM011,344,main,-51.0502,82.5304,R0,12,0,0.25,0,1,0.62664432
WGV33D_MAIN_F0344_C015559,GM_RM011,344,main,-50.0268,442,R2,2,0,0,0,0.98180925,0.40368954
WGV33D_MAIN_F0344_C015560,GM_RM011,344,main,-35.7572,210.0355,R1,325,0.04,0.53846154,0.06784615,0.99987286,0.88298475
WGV33D_MAIN_F0344_C015561,GM_RM011,344,main,-47.8219,459.2395,R2,4,0,0,0,0.97139953,0.40172219
WGV33D_MAIN_F0344_C015562,GM_RM011,344,main,-45.1775,479.3114,R2,4,0,0,0,0.9747247,0.40623809
WGV33D_MAIN_F0344_C015563,GM_RM011,344,main,-42.8215,499.3892,R2,4,0,0,0,0.98958236,0.41405604
WGV33D_MAIN_F0344_C015564,GM_RM011,344,main,-41.4039,522,R3,3,0,0,0,0.96756347,0.40678346
WGV33D_MAIN_F0344_C015565,GM_RM011,344,main,-31.8631,64.0725,R0,48,0,0.95833333,0.03333333,1,1
WGV33D_MAIN_F0344_C015566,GM_RM011,344,main,-33.5167,106,R0,3,0,0,0,1,0.44849779
WGV33D_MAIN_F0344_C015567,GM_RM011,344,main,-18.0005,57.4826,R0,34,0.32352941,0.67647059,0.26911765,1,1
WGV33D_MAIN_F0344_C015568,GM_RM011,344,main,-16.4686,103.4832,R0,20,0,0.95,0,1,1
WGV33D_MAIN_F0344_C015569,GM_RM011,344,main,-19.3607,220.0733,R1,12,0,0,0,1,0.43213506
WGV33D_MAIN_F0344_C015570,GM_RM011,344,main,-17.0932,249.975,R1,6,0,0,0,1,0.43829417
WGV33D_MAIN_F0344_C015571,GM_RM011,344,main,-6.2294,56.2773,R0,29,0.13793103,0.86206897,0.10517241,1,1
WGV33D_MAIN_F0344_C015572,GM_RM011,344,main,-4.5352,166,R1,3,0,1,0.45,1,1
WGV33D_MAIN_F0344_C015573,GM_RM011,344,main,-2.086,192.4609,R1,8,0,0.625,0.225,1,0.91765462
WGV33D_MAIN_F0344_C015574,GM_RM011,344,main,-2.9854,230,R1,2,0,0,0,1,0.43543162
WGV33D_MAIN_F0344_C015575,GM_RM011,344,main,-0.5506,259.4261,R2,10,0,0.5,0,1,0.79266618
WGV33D_MAIN_F0344_C015576,GM_RM011,344,main,1.3658,57.9634,R0,9,0,1,0,1,1
WGV33D_MAIN_F0344_C015577,GM_RM011,344,main,0.9626,202,R1,2,0,0,0,1,0.43058366
WGV33D_MAIN_F0344_C015578,GM_RM011,344,main,20.3698,107.0194,R0,39,0,0.8974359,0,1,1
WGV33D_MAIN_F0344_C015579,GM_RM011,344,main,36.1053,118.781,R0,8,0,0,0,1,0.44293135
WGV33D_MAIN_F0345_C015598,GM_RM011,345,main,-55.5272,292.16,R2,15,0,0,0,1,0.44632923
WGV33D_MAIN_F0345_C015599,GM_RM011,345,main,-53.4895,271.9201,R2,12,0,0.58333333,0,1,0.85550456
WGV33D_MAIN_F0345_C015600,GM_RM011,345,main,-48.5497,78.092,R0,43,0,0.46511628,0,1,0.77286562
WGV33D_MAIN_F0345_C015601,GM_RM011,345,main,-50.3384,251.7722,R1,12,0,0.58333333,0,1,0.85506147
WGV33D_MAIN_F0345_C015602,GM_RM011,345,main,-50.9717,438,R2,2,0,0,0,0.99028772,0.40405283
WGV33D_MAIN_F0345_C015603,GM_RM011,345,main,-48.0028,458,R2,2,0,0,0,0.97385893,0.40425903
WGV33D_MAIN_F0345_C015604,GM_RM011,345,main,-42.4438,218.3986,R1,108,0.01851852,0.69444444,0.02546296,1,0.97323188
WGV33D_MAIN_F0345_C015605,GM_RM011,345,main,-45.4754,478,R2,3,0,0,0,0.97429315,0.40664574
WGV33D_MAIN_F0345_C015606,GM_RM011,345,main,-45.0399,518,R3,2,0,0,0,0.9739556,0.40243663
WGV33D_MAIN_F0345_C015607,GM_RM011,345,main,-43.0367,498,R2,2,0,0,0,0.99792177,0.41977279
WGV33D_MAIN_F0345_C015608,GM_RM011,345,main,-40.9784,70,R0,2,0,1,0,1,1
WGV33D_MAIN_F0345_C015609,GM_RM011,345,main,-40.5482,522,R3,3,0,0,0,0.96123218,0.40133553
WGV33D_MAIN_F0345_C015610,GM_RM011,345,main,-31.0279,63.4983,R0,65,0.01538462,0.87692308,0.04615385,1,1
WGV33D_MAIN_F0345_C015611,GM_RM011,345,main,-28.8844,197.3615,R1,60,0.11666667,0.85,0.21,1,1
WGV33D_MAIN_F0345_C015612,GM_RM011,345,main,-11.5565,56.3018,R0,57,0.21052632,0.78947368,0.17280702,1,1
WGV33D_MAIN_F0345_C015613,GM_RM011,345,main,-15.5424,103.0823,R0,20,0,0.9,0,1,1
WGV33D_MAIN_F0345_C015614,GM_RM011,345,main,-18.9056,218.6713,R1,6,0,0,0,1,0.43443438
WGV33D_MAIN_F0345_C015615,GM_RM011,345,main,-17.7702,167.833,R1,12,0.25,0.75,0.2875,1,1
WGV33D_MAIN_F0345_C015616,GM_RM011,345,main,-16.1535,264.6741,R2,4,0,0,0,1,0.43171916
WGV33D_MAIN_F0345_C015617,GM_RM011,345,main,-4.0302,166,R1,2,0,1,0.45,1,1
WGV33D_MAIN_F0345_C015618,GM_RM011,345,main,-1.9482,192.0875,R1,8,0,0.625,0.225,1,0.91765462
WGV33D_MAIN_F0345_C015619,GM_RM011,345,main,0.5129,258,R2,3,0,0.66666667,0,1,0.90443683
WGV33D_MAIN_F0345_C015620,GM_RM011,345,main,2.6669,59.3011,R0,10,0,1,0,1,1
WGV33D_MAIN_F0345_C015621,GM_RM011,345,main,1.0277,202,R1,2,0,0,0,1,0.43058366
WGV33D_MAIN_F0345_C015622,GM_RM011,345,main,2.5203,184.073,R1,6,0.5,0.5,0.575,1,1
WGV33D_MAIN_F0345_C015623,GM_RM011,345,main,21.5516,108.098,R0,33,0,0.66666667,0,1,0.91447726
WGV33D_MAIN_F0345_C015624,GM_RM011,345,main,36.3428,120.723,R0,8,0,0,0,1,0.44293135
WGV33D_MAIN_F0346_C015653,GM_RM011,346,main,-52.5448,265.6951,R2,117,0,0.28205128,0,0.99902316,0.63712307
WGV33D_MAIN_F0346_C015654,GM_RM011,346,main,-29.9637,63.6292,R0,304,0.03947368,0.52302632,0.03914474,0.99825306,0.87188754
WGV33D_MAIN_F0346_C015655,GM_RM011,346,main,-47.5476,454,R2,3,0,0,0,0.97977781,0.4040959
WGV33D_MAIN_F0346_C015656,GM_RM011,346,main,-35.637,206.5272,R1,300,0.04666667,0.57666667,0.082,0.99998614,0.92117592
WGV33D_MAIN_F0346_C015657,GM_RM011,346,main,-45.0249,475.843,R2,4,0,0,0,0.98147376,0.41027632
WGV33D_MAIN_F0346_C015658,GM_RM011,346,main,-43.1655,495.2307,R2,4,0,0,0,0.9943357,0.41534575
WGV33D_MAIN_F0346_C015659,GM_RM011,346,main,-40.5384,518,R3,3,0,0,0,0.96478653,0.40754764
WGV33D_MAIN_F0346_C015660,GM_RM011,346,main,-18.323,217.2454,R1,9,0,0,0,1,0.43041745
WGV33D_MAIN_F0346_C015661,GM_RM011,346,main,-14.0452,101.6417,R0,18,0,0.5,0,1,0.80282432
WGV33D_MAIN_F0346_C015662,GM_RM011,346,main,-16.7689,167.9552,R1,12,0.25,0.75,0.2125,1,1
WGV33D_MAIN_F0346_C015663,GM_RM011,346,main,-12.9792,168.0148,R1,8,0.375,0.625,0.29375,1,1
WGV33D_MAIN_F0346_C015664,GM_RM011,346,main,-5.0535,55.3583,R0,15,0.13333333,0.86666667,0.11,1,1
WGV33D_MAIN_F0346_C015665,GM_RM011,346,main,-3.5022,166,R1,3,0,1,0.45,1,1
WGV33D_MAIN_F0346_C015666,GM_RM011,346,main,-0.9411,192.107,R1,8,0,0.625,0.225,1,0.91653272
WGV33D_MAIN_F0346_C015667,GM_RM011,346,main,1.0215,258,R2,2,0,0.5,0,1,0.79287152
WGV33D_MAIN_F0346_C015668,GM_RM011,346,main,3.4728,183.9663,R1,6,0.5,0.5,0.575,1,1
WGV33D_MAIN_F0346_C015669,GM_RM011,346,main,4.5,224.0102,R1,2,0,0,0,1,0.44737136
WGV33D_MAIN_F0346_C015670,GM_RM011,346,main,9.1789,76.7376,R0,4,0,0,0,1,0.4502101
WGV33D_MAIN_F0346_C015671,GM_RM011,346,main,21.956,108.5898,R0,30,0,0.66666667,0,1,0.91462821
WGV33D_MAIN_F0347_C015698,GM_RM011,347,main,-60.0216,98,R0,2,0,0,0,1,0.43731506
WGV33D_MAIN_F0347_C015699,GM_RM011,347,main,-52.7064,267.5575,R2,6,0,0.83333333,0,1,1
WGV33D_MAIN_F0347_C015700,GM_RM011,347,main,-49.2428,248.5958,R1,20,0,0.55,0,1,0.83103269
WGV33D_MAIN_F0347_C015701,GM_RM011,347,main,-47.42,75.8118,R0,14,0,0.64285714,0,1,0.89869996
WGV33D_MAIN_F0347_C015702,GM_RM011,347,main,-46.5313,453.0771,R2,6,0,0,0,0.98922815,0.40740352
WGV33D_MAIN_F0347_C015703,GM_RM011,347,main,-34.5958,204.9384,R1,300,0.05,0.58666667,0.08883333,0.99998614,0.93316336
WGV33D_MAIN_F0347_C015704,GM_RM011,347,main,-44.4657,474,R2,3,0,0,0,0.97686247,0.40531027
WGV33D_MAIN_F0347_C015705,GM_RM011,347,main,-44.0162,514,R3,2,0,0,0,0.96173801,0.4022605
WGV33D_MAIN_F0347_C015706,GM_RM011,347,main,-42.4445,494,R2,3,0,0,0,0.98825282,0.40979551
WGV33D_MAIN_F0347_C015707,GM_RM011,347,main,-41.0024,70,R0,2,0,1,0,1,1
WGV33D_MAIN_F0347_C015708,GM_RM011,347,main,-40.4351,518,R3,3,0,0,0,0.96478653,0.40754764
WGV33D_MAIN_F0347_C015709,GM_RM011,347,main,-26.3694,60.1983,R0,94,0.07446809,0.80851064,0.08670213,1,1
WGV33D_MAIN_F0347_C015710,GM_RM011,347,main,-17.1006,215.7832,R1,16,0,0,0,1,0.43077404
WGV33D_MAIN_F0347_C015711,GM_RM011,347,main,-14.2553,168.4805,R1,14,0.42857143,0.57142857,0.35,1,1
WGV33D_MAIN_F0347_C015712,GM_RM011,347,main,-8.5993,55.0742,R0,36,0.27777778,0.72222222,0.24305556,1,1
WGV33D_MAIN_F0347_C015713,GM_RM011,347,main,-11.3613,100.778,R0,22,0,0.59090909,0,1,0.86273699
WGV33D_MAIN_F0347_C015714,GM_RM011,347,main,-7.5328,170,R1,5,0,1,0.09,1,1
WGV33D_MAIN_F0347_C015715,GM_RM011,347,main,-8.9819,178,R1,2,1,0,0.7,1,1
WGV33D_MAIN_F0347_C015716,GM_RM011,347,main,-2.0051,166,R1,4,0,1,0.45,1,1
WGV33D_MAIN_F0347_C015717,GM_RM011,347,main,0.0854,192.3159,R1,12,0,0.66666667,0.225,1,0.94741125
WGV33D_MAIN_F0347_C015718,GM_RM011,347,main,-1.132,223.2308,R1,4,0,0.25,0,1,0.62742058
WGV33D_MAIN_F0347_C015719,GM_RM011,347,main,3.4254,56.3798,R0,10,0,1,0,1,1
WGV33D_MAIN_F0347_C015720,GM_RM011,347,main,2.4906,258,R2,3,0,0,0,1,0.44550606
WGV33D_MAIN_F0347_C015721,GM_RM011,347,main,11.5094,79.2137,R0,6,0,0,0,1,0.43945686
WGV33D_MAIN_F0347_C015722,GM_RM011,347,main,22.3568,109.367,R0,24,0,0.70833333,0,1,0.94421122
WGV33D_MAIN_F0347_C015723,GM_RM011,347,main,38.0106,126,R0,4,0,0,0,1,0.43526504
WGV33D_MAIN_F0348_C015743,GM_RM011,348,main,-59.5333,94.9301,R0,6,0,0,0,1,0.43358446
WGV33D_MAIN_F0348_C015744,GM_RM011,348,main,-53.3648,280.7316,R2,12,0,0.25,0,1,0.62527764
WGV33D_MAIN_F0348_C015745,GM_RM011,348,main,-49.2001,251.9886,R1,48,0,0.60416667,0,1,0.87586573
WGV33D_MAIN_F0348_C015746,GM_RM011,348,main,-31.9212,64.0217,R0,223,0.03587444,0.57847534,0.04372197,0.99763722,0.90994539
WGV33D_MAIN_F0348_C015747,GM_RM011,348,main,-46.0048,450,R2,2,0,0,0,0.98944225,0.41306529
WGV33D_MAIN_F0348_C015748,GM_RM011,348,main,-33.8553,203.5481,R1,300,0.06,0.59666667,0.09783333,1,0.95462164
WGV33D_MAIN_F0348_C015749,GM_RM011,348,main,-43.5,471.696,R2,2,0,0,0,0.96999379,0.40290623
WGV33D_MAIN_F0348_C015750,GM_RM011,348,main,-41.5,491.7272,R2,2,0,0,0,0.9916296,0.41047876
WGV33D_MAIN_F0348_C015751,GM_RM011,348,main,-39.0091,514,R3,2,0,0,0,0.97956752,0.40700497
WGV33D_MAIN_F0348_C015752,GM_RM011,348,main,-20.9525,239.8098,R1,4,0,0,0,1,0.41958564
WGV33D_MAIN_F0348_C015753,GM_RM011,348,main,-15.8171,215.125,R1,4,0,0,0,1,0.43617956
WGV33D_MAIN_F0348_C015754,GM_RM011,348,main,-7.8642,54.7276,R0,48,0.1875,0.8125,0.16770833,1,1
WGV33D_MAIN_F0348_C015755,GM_RM011,348,main,-12.8503,168.0823,R1,8,0.375,0.625,0.29375,1,1
WGV33D_MAIN_F0348_C015756,GM_RM011,348,main,-12.9935,262,R2,2,0,0,0,1,0.44365889
WGV33D_MAIN_F0348_C015757,GM_RM011,348,main,-3.9811,238,R1,2,0,0,0,1,0.45036309
WGV33D_MAIN_F0348_C015758,GM_RM011,348,main,-0.5212,165.1301,R1,6,0.5,0.5,0.575,1,1
WGV33D_MAIN_F0348_C015759,GM_RM011,348,main,1.2859,56.3602,R0,6,0,1,0,1,1
WGV33D_MAIN_F0348_C015760,GM_RM011,348,main,1.5105,192.0627,R1,6,0,0.66666667,0.225,1,0.95152034
WGV33D_MAIN_F0348_C015761,GM_RM011,348,main,3.5041,258.9275,R2,6,0,0,0,1,0.44774986
WGV33D_MAIN_F0348_C015762,GM_RM011,348,main,7.3447,56.312,R0,13,0.23076923,0.76923077,0.18076923,1,1
WGV33D_MAIN_F0348_C015763,GM_RM011,348,main,5.8255,184.6802,R1,4,0.5,0.5,0.575,1,1
WGV33D_MAIN_F0348_C015764,GM_RM011,348,main,13.9867,78,R0,2,0,0,0,1,0.44817368
WGV33D_MAIN_F0348_C015765,GM_RM011,348,main,24.181,111.1259,R0,32,0,0.5625,0,1,0.84101495
WGV33D_MAIN_F0349_C015788,GM_RM011,349,main,-59.3368,91.3698,R0,8,0,0,0,1,0.43078424
WGV33D_MAIN_F0349_C015789,GM_RM011,349,main,-48.1511,243.5811,R1,16,0,0.6875,0,1,0.9350648
WGV33D_MAIN_F0349_C015790,GM_RM011,349,main,-45.1557,71.7996,R0,25,0,0.84,0,1,1
WGV33D_MAIN_F0349_C015791,GM_RM011,349,main,-46.1502,448.7444,R2,4,0,0,0,0.99085606,0.41188407
WGV33D_MAIN_F0349_C015792,GM_RM011,349,main,-33.0639,200.9221,R1,275,0.06545455,0.61090909,0.10927273,1,0.97450519
WGV33D_MAIN_F0349_C015793,GM_RM011,349,main,-43.0764,470,R2,2,0,0,0,0.98720412,0.40557774
WGV33D_MAIN_F0349_C015794,GM_RM011,349,main,-41.0311,490,R2,2,0,0,0,0.98488801,0.4047671
WGV33D_MAIN_F0349_C015795,GM_RM011,349,main,-39.4506,514,R3,3,0,0,0,0.97463432,0.40776239
WGV33D_MAIN_F0349_C015796,GM_RM011,349,main,-23.4036,58.409,R0,97,0.11340206,0.80412371,0.12474227,1,1
WGV33D_MAIN_F0349_C015797,GM_RM011,349,main,-19.9726,238,R1,2,0,0,0,1,0.41939186
WGV33D_MAIN_F0349_C015798,GM_RM011,349,main,-16.5,159.8971,R1,2,0,1,0,1,1
WGV33D_MAIN_F0349_C015799,GM_RM011,349,main,-15.3618,212.4743,R1,16,0,0,0,1,0.43758533
WGV33D_MAIN_F0349_C015800,GM_RM011,349,main,-12.1252,166.8012,R1,8,0.25,0.75,0.2375,1,1
WGV33D_MAIN_F0349_C015801,GM_RM011,349,main,-6.4277,54.0109,R0,26,0.23076923,0.76923077,0.21923077,1,1
WGV33D_MAIN_F0349_C015802,GM_RM011,349,main,-6.9956,178,R1,2,1,0,0.7,1,1
WGV33D_MAIN_F0349_C015803,GM_RM011,349,main,-6.9743,246,R1,2,0,0,0,1,0.44401926
WGV33D_MAIN_F0349_C015804,GM_RM011,349,main,-3.0501,238,R1,2,0,0,0,1,0.45260689
WGV33D_MAIN_F0349_C015805,GM_RM011,349,main,0.4691,166,R1,3,0,1,0.45,1,1
WGV33D_MAIN_F0349_C015806,GM_RM011,349,main,1.9985,56.3407,R0,10,0,1,0,1,1
WGV33D_MAIN_F0349_C015807,GM_RM011,349,main,2.939,192.9122,R1,8,0,0.875,0.225,1,1
WGV33D_MAIN_F0349_C015808,GM_RM011,349,main,5.1416,259.2724,R2,4,0,0,0,1,0.45016931
WGV33D_MAIN_F0349_C015809,GM_RM011,349,main,6.837,184.6586,R1,4,0.5,0.5,0.575,1,1
WGV33D_MAIN_F0349_C015810,GM_RM011,349,main,8.5529,55.9316,R0,6,0.33333333,0.66666667,0.275,1,1
WGV33D_MAIN_F0349_C015811,GM_RM011,349,main,24.9067,111.7273,R0,24,0,0.33333333,0,1,0.68076056
WGV33D_MAIN_F0349_C015812,GM_RM011,349,main,40.5551,130,R1,3,0,0,0,1,0.42834892
WGV33D_MAIN_F0350_C015831,GM_RM011,350,main,-59.986,88.0608,R0,4,0,0,0,1,0.42256378
WGV33D_MAIN_F0350_C015832,GM_RM011,350,main,-55.0208,86,R0,2,0,0,0,1,0.45338202
WGV33D_MAIN_F0350_C015833,GM_RM011,350,main,-51.2408,257.4688,R2,88,0,0.39772727,0,0.99961517,0.72269312
WGV33D_MAIN_F0350_C015834,GM_RM011,350,main,-38.9844,66.3723,R0,112,0,0.73214286,0.01205357,0.99984136,0.97904613
WGV33D_MAIN_F0350_C015835,GM_RM011,350,main,-44.2637,222.8278,R1,20,0,0.85,0,1,1
WGV33D_MAIN_F0350_C015836,GM_RM011,350,main,-46.089,446,R2,2,0,0,0,0.99226987,0.41070285
WGV33D_MAIN_F0350_C015837,GM_RM011,350,main,-43.9535,466,R2,2,0,0,0,0.99680477,0.41229007
WGV33D_MAIN_F0350_C015838,GM_RM011,350,main,-37.4767,202.5438,R1,65,0.04615385,0.64615385,0.06384615,1,0.98855853
WGV33D_MAIN_F0350_C015839,GM_RM011,350,main,-41.9623,486,R2,2,0,0,0,0.97618757,0.40172195
WGV33D_MAIN_F0350_C015840,GM_RM011,350,main,-39.0333,510,R2,2,0,0,0,0.95869248,0.3996987
WGV33D_MAIN_F0350_C015841,GM_RM011,350,main,-23.5186,188.6159,R1,30,0.16666667,0.83333333,0.23,1,1
WGV33D_MAIN_F0350_C015842,GM_RM011,350,main,-14.0778,54.8187,R0,83,0.21686747,0.78313253,0.20662651,1,1
WGV33D_MAIN_F0350_C015843,GM_RM011,350,main,-15.497,158,R1,3,0,1,0,1,1
WGV33D_MAIN_F0350_C015844,GM_RM011,350,main,-16.0228,206,R1,2,0,0,0,1,0.44662343
WGV33D_MAIN_F0350_C015845,GM_RM011,350,main,-14.5232,214,R1,3,0,0,0,1,0.45124928
WGV33D_MAIN_F0350_C015846,GM_RM011,350,main,-11.9834,165.9746,R1,6,0.5,0.5,0.39166667,1,1
WGV33D_MAIN_F0350_C015847,GM_RM011,350,main,-4.6029,99.0356,R0,14,0,0.92857143,0,1,1
WGV33D_MAIN_F0350_C015848,GM_RM011,350,main,-5.5277,178,R1,3,1,0,0.7,1,1
WGV33D_MAIN_F0350_C015849,GM_RM011,350,main,-5.9697,246,R1,2,0,0,0,1,0.45374239
WGV33D_MAIN_F0350_C015850,GM_RM011,350,main,2.4287,56.4161,R0,12,0,1,0,1,1
WGV33D_MAIN_F0350_C015851,GM_RM011,350,main,1.4807,166,R1,3,0,1,0.45,1,1
WGV33D_MAIN_F0350_C015852,GM_RM011,350,main,2.5478,193.8484,R1,9,0,0.55555556,0.15,1,0.86095034
WGV33D_MAIN_F0350_C015853,GM_RM011,350,main,6.0026,260.0105,R2,4,0,0,0,1,0.45277347
WGV33D_MAIN_F0350_C015854,GM_RM011,350,main,7.9883,186,R1,2,0,1,0.225,1,1
WGV33D_MAIN_F0350_C015855,GM_RM011,350,main,10.8875,56.4915,R0,6,0.5,0.5,0.35,1,1
WGV33D_MAIN_F0350_C015856,GM_RM011,350,main,25.9941,112.8049,R0,18,0,0.27777778,0,1,0.64101423
WGV33D_MAIN_F0350_C015857,GM_RM011,350,main,31.2563,116.9658,R0,6,0,0,0,1,0.44678887
WGV33D_MAIN_F0350_C015858,GM_RM011,350,main,37.9604,134,R1,4,0,0,0,1,0.43225971
WGV33D_MAIN_F0351_C015881,GM_RM011,351,main,-58.3294,85.4142,R0,15,0,0,0,1,0.42660919
WGV33D_MAIN_F0351_C015882,GM_RM011,351,main,-51.1904,255.9582,R1,96,0,0.375,0,0.99924513,0.70527738
WGV33D_MAIN_F0351_C015883,GM_RM011,351,main,-47.657,71.4034,R0,8,0,0.5,0,1,0.80300261
WGV33D_MAIN_F0351_C015884,GM_RM011,351,main,-46.5,443.8571,R2,2,0,0,0,0.9947933,0.41493815
WGV33D_MAIN_F0351_C015885,GM_RM011,351,main,-25.1239,59.0632,R0,199,0.09045226,0.75376884,0.08919598,0.99972906,1
WGV33D_MAIN_F0351_C015886,GM_RM011,351,main,-31.7867,197.8419,R1,336,0.06547619,0.56547619,0.10446429,1,0.94034076
WGV33D_MAIN_F0351_C015887,GM_RM011,351,main,-43.9459,466,R2,2,0,0,0,0.99680477,0.41229007
WGV33D_MAIN_F0351_C015888,GM_RM011,351,main,-43.9582,514,R3,2,0,0,0,0.96173801,0.4022605
WGV33D_MAIN_F0351_C015889,GM_RM011,351,main,-41.5,484.1444,R2,2,0,0,0,0.97332239,0.40407124
WGV33D_MAIN_F0351_C015890,GM_RM011,351,main,-39.0515,510,R2,2,0,0,0,0.95869248,0.3996987
WGV33D_MAIN_F0351_C015891,GM_RM011,351,main,-37.0264,250,R1,2,0,0,0.05,0.99572439,0.40595567
WGV33D_MAIN_F0351_C015892,GM_RM011,351,main,-14.4427,158,R1,3,0,1,0,1,1
WGV33D_MAIN_F0351_C015893,GM_RM011,351,main,-13.7501,213.8806,R1,6,0,0,0,1,0.43619769
WGV33D_MAIN_F0351_C015894,GM_RM011,351,main,-10.8947,164.4763,R1,12,0.25,0.75,0.21666667,1,1
WGV33D_MAIN_F0351_C015895,GM_RM011,351,main,-5.4882,176.7547,R1,6,0.5,0.5,0.575,1,1
WGV33D_MAIN_F0351_C015896,GM_RM011,351,main,-4.0483,98,R0,4,0,1,0,1,1
WGV33D_MAIN_F0351_C015897,GM_RM011,351,main,-4.9798,244.0809,R1,4,0,0,0,1,0.44720477
WGV33D_MAIN_F0351_C015898,GM_RM011,351,main,4.4622,55.4662,R0,24,0.04166667,0.95833333,0.1125,1,1
WGV33D_MAIN_F0351_C015899,GM_RM011,351,main,2.5044,166,R1,3,0,1,0.45,1,1
WGV33D_MAIN_F0351_C015900,GM_RM011,351,main,5.4351,259.1963,R2,10,0,0,0,1,0.44647384
WGV33D_MAIN_F0351_C015901,GM_RM011,351,main,10.9902,58,R0,2,0,1,0,1,1
WGV33D_MAIN_F0351_C015902,GM_RM011,351,main,14.6947,56.45,R0,6,0.5,0.5,0.35,1,1
WGV33D_MAIN_F0351_C015903,GM_RM011,351,main,28.6601,114.33,R0,30,0,0.2,0,1,0.58561494
WGV33D_MAIN_F0351_C015904,GM_RM011,351,main,38.4682,134,R1,3,0,0,0,1,0.4345545
WGV33D_MAIN_F0352_C015927,GM_RM011,352,main,-55.5461,82,R0,3,0,0,0,1,0.44328945
WGV33D_MAIN_F0352_C015928,GM_RM011,352,main,-51.0056,255.4494,R1,130,0,0.34615385,0,0.99852555,0.68447298
