component_id,scene,sar_frame,extraction_profile,azimuth_center,radial_pixel_center,radial_band,component_cell_box_count,persistent_static_overlap_ratio,recurrent_background_overlap_ratio,static_peak_overlap_ratio,stable_gradient_overlap_ratio,background_structure_pressure
WGV33D_MAIN_F0144_C005054,GM_RM011,144,main,-5.0456,198,R1,2,0,0,0,1,0.43653992
WGV33D_MAIN_F0144_C005055,GM_RM011,144,main,-3.0085,226,R1,2,0,0,0,1,0.44102753
WGV33D_MAIN_F0144_C005056,GM_RM011,144,main,-1.5,46.2613,R0,3,0.33333333,0.66666667,0.46666667,1,1
WGV33D_MAIN_F0144_C005057,GM_RM011,144,main,-0.532,186,R1,3,0,1,0.45,1,1
WGV33D_MAIN_F0144_C005058,GM_RM011,144,main,2.8784,164.4419,R1,21,0.28571429,0.71428571,0.47857143,1,1
WGV33D_MAIN_F0144_C005059,GM_RM011,144,main,0.9855,46.1122,R0,6,0.33333333,0.66666667,0.46666667,1,1
WGV33D_MAIN_F0144_C005060,GM_RM011,144,main,6.2215,98,R0,8,0,1,0,1,1
WGV33D_MAIN_F0144_C005061,GM_RM011,144,main,4.4643,50,R0,3,0,1,0.25,1,1
WGV33D_MAIN_F0144_C005062,GM_RM011,144,main,3.9917,82,R0,2,0,0,0,1,0.45446312
WGV33D_MAIN_F0144_C005063,GM_RM011,144,main,8.1867,52.5207,R0,3,0.33333333,0.66666667,0.4,1,1
WGV33D_MAIN_F0144_C005064,GM_RM011,144,main,8.0337,130,R1,2,0,0,0,1,0.42986293
WGV33D_MAIN_F0144_C005065,GM_RM011,144,main,15.564,51.8038,R0,19,0.47368421,0.52631579,0.37105263,1,1
WGV33D_MAIN_F0144_C005066,GM_RM011,144,main,12.677,99.5156,R0,6,0,1,0,1,1
WGV33D_MAIN_F0144_C005067,GM_RM011,144,main,15.0674,78,R0,4,0,0,0,1,0.44890802
WGV33D_MAIN_F0144_C005068,GM_RM011,144,main,16.2776,154.9182,R1,6,0,1,0,1,1
WGV33D_MAIN_F0144_C005069,GM_RM011,144,main,18.0214,146,R1,2,0,1,0,1,1
WGV33D_MAIN_F0144_C005070,GM_RM011,144,main,23.1016,150.4631,R1,14,0,0.07142857,0,1,0.509558
WGV33D_MAIN_F0144_C005071,GM_RM011,144,main,27.9409,63.8474,R0,8,0,0.875,0,1,1
WGV33D_MAIN_F0144_C005072,GM_RM011,144,main,32.5467,70,R0,3,0,0.33333333,0,1,0.69162768
WGV33D_MAIN_F0144_C005073,GM_RM011,144,main,40.4587,71.4561,R0,36,0,0.52777778,0,1,0.82091047
WGV33D_MAIN_F0145_C005095,GM_RM011,145,main,-39.0166,214,R1,2,0,1,0,1,1
WGV33D_MAIN_F0145_C005096,GM_RM011,145,main,-33.7159,226.8958,R1,9,0,1,0.05,1,1
WGV33D_MAIN_F0145_C005097,GM_RM011,145,main,-31.4659,166,R1,3,0,0.33333333,0,1,0.68784269
WGV33D_MAIN_F0145_C005098,GM_RM011,145,main,-29.9411,185.3361,R1,12,0.16666667,0.83333333,0.26666667,1,1
WGV33D_MAIN_F0145_C005099,GM_RM011,145,main,-21.1531,151.3733,R1,10,0,0.3,0,1,0.66308094
WGV33D_MAIN_F0145_C005100,GM_RM011,145,main,-21.2333,180.9991,R1,6,0,1,0,1,1
WGV33D_MAIN_F0145_C005101,GM_RM011,145,main,-12.8238,183.4111,R1,4,0.75,0.25,0.6375,1,1
WGV33D_MAIN_F0145_C005102,GM_RM011,145,main,-9.5,87.9658,R0,2,0,1,0,1,1
WGV33D_MAIN_F0145_C005103,GM_RM011,145,main,-8.9693,214,R1,2,0,0,0,1,0.44216302
WGV33D_MAIN_F0145_C005104,GM_RM011,145,main,-6.0919,179.7117,R1,12,1,0,0.7,1,1
WGV33D_MAIN_F0145_C005105,GM_RM011,145,main,-3.4175,47.8436,R0,8,0.625,0.375,0.53125,1,1
WGV33D_MAIN_F0145_C005106,GM_RM011,145,main,-4.0951,198,R1,4,0,0,0,1,0.44007221
WGV33D_MAIN_F0145_C005107,GM_RM011,145,main,-2.3318,60.5799,R0,9,0,1,0,1,1
WGV33D_MAIN_F0145_C005108,GM_RM011,145,main,-2.5053,226,R1,3,0,0,0,1,0.44401019
WGV33D_MAIN_F0145_C005109,GM_RM011,145,main,0.0202,186,R1,2,0,1,0.45,1,1
WGV33D_MAIN_F0145_C005110,GM_RM011,145,main,1.9277,162,R1,4,0.75,0.25,0.6375,1,1
WGV33D_MAIN_F0145_C005111,GM_RM011,145,main,2.5107,45.2586,R0,5,0.6,0.4,0.6,1,1
WGV33D_MAIN_F0145_C005112,GM_RM011,145,main,8.0549,98.6144,R0,12,0,1,0,1,1
WGV33D_MAIN_F0145_C005113,GM_RM011,145,main,6.3143,165.9787,R1,9,0.33333333,0.66666667,0.38333333,1,1
WGV33D_MAIN_F0145_C005114,GM_RM011,145,main,7.0468,182,R1,2,1,0,0.7,1,1
WGV33D_MAIN_F0145_C005115,GM_RM011,145,main,9.5635,51.2363,R0,8,0.625,0.375,0.53125,1,1
WGV33D_MAIN_F0145_C005116,GM_RM011,145,main,17.633,52.4075,R0,13,0.46153846,0.53846154,0.36153846,1,1
WGV33D_MAIN_F0145_C005117,GM_RM011,145,main,17.6263,79.5287,R0,6,0,0,0,1,0.44292002
WGV33D_MAIN_F0145_C005118,GM_RM011,145,main,24.0892,151.0083,R1,21,0,0.04761905,0,1,0.48846228
WGV33D_MAIN_F0145_C005119,GM_RM011,145,main,25.5108,51.1046,R0,10,0,0.8,0.045,1,1
WGV33D_MAIN_F0145_C005120,GM_RM011,145,main,32.3143,65.8945,R0,28,0,0.67857143,0,1,0.93241056
WGV33D_MAIN_F0145_C005121,GM_RM011,145,main,42.4716,73.106,R0,25,0,0.56,0,1,0.83957332
WGV33D_MAIN_F0146_C005138,GM_RM011,146,main,-38.1029,210.8105,R1,8,0,1,0,1,1
WGV33D_MAIN_F0146_C005139,GM_RM011,146,main,-33.495,227.972,R1,10,0,0.9,0.045,1,1
WGV33D_MAIN_F0146_C005140,GM_RM011,146,main,-29.7422,183.2274,R1,8,0.25,0.75,0.34375,1,1
WGV33D_MAIN_F0146_C005141,GM_RM011,146,main,-24.0147,194,R1,2,1,0,0.7,1,1
WGV33D_MAIN_F0146_C005142,GM_RM011,146,main,-20.542,150,R1,5,0,0.2,0,1,0.59839099
WGV33D_MAIN_F0146_C005143,GM_RM011,146,main,-8.1765,212.601,R1,4,0,0,0,1,0.44084734
WGV33D_MAIN_F0146_C005144,GM_RM011,146,main,-6.4604,179.9155,R1,6,1,0,0.7,1,1
WGV33D_MAIN_F0146_C005145,GM_RM011,146,main,-3.574,198,R1,3,0,0,0,1,0.44273644
WGV33D_MAIN_F0146_C005146,GM_RM011,146,main,-2.4439,46.9121,R0,6,0.5,0.5,0.475,1,1
WGV33D_MAIN_F0146_C005147,GM_RM011,146,main,-2.4942,226,R1,3,0,0,0,1,0.44401019
WGV33D_MAIN_F0146_C005148,GM_RM011,146,main,1.3934,45.8217,R0,9,0.33333333,0.66666667,0.46666667,1,1
WGV33D_MAIN_F0146_C005149,GM_RM011,146,main,5.1048,164.3286,R1,27,0.25925926,0.74074074,0.41481481,1,1
WGV33D_MAIN_F0146_C005150,GM_RM011,146,main,0.9713,186,R1,2,0,1,0.45,1,1
WGV33D_MAIN_F0146_C005151,GM_RM011,146,main,7.9939,182,R1,2,1,0,0.7,1,1
WGV33D_MAIN_F0146_C005152,GM_RM011,146,main,11.01,50,R0,2,0.5,0.5,0.475,1,1
WGV33D_MAIN_F0146_C005153,GM_RM011,146,main,14.965,102,R0,6,0,1,0,1,1
WGV33D_MAIN_F0146_C005154,GM_RM011,146,main,14.5,51.9822,R0,2,0.5,0.5,0.475,1,1
WGV33D_MAIN_F0146_C005155,GM_RM011,146,main,20.5001,53.2011,R0,20,0.15,0.85,0.14,1,1
WGV33D_MAIN_F0146_C005156,GM_RM011,146,main,18.1468,156.7049,R1,4,0,1,0,1,1
WGV33D_MAIN_F0146_C005157,GM_RM011,146,main,19.2644,81.0122,R0,6,0,0,0,1,0.44790624
WGV33D_MAIN_F0146_C005158,GM_RM011,146,main,22.4745,152.453,R1,16,0,0.1875,0,1,0.58988761
WGV33D_MAIN_F0146_C005159,GM_RM011,146,main,27.0125,154,R1,4,0,0,0,1,0.46641645
WGV33D_MAIN_F0146_C005160,GM_RM011,146,main,28.5692,54.6818,R0,6,0,0.83333333,0,1,1
WGV33D_MAIN_F0146_C005161,GM_RM011,146,main,44.7819,75.6699,R0,16,0,0.25,0,1,0.62681374
WGV33D_MAIN_F0147_C005186,GM_RM011,147,main,-33.69,227.5234,R1,6,0,1,0.075,1,1
WGV33D_MAIN_F0147_C005187,GM_RM011,147,main,-20.4611,148.6591,R1,10,0,0.1,0,1,0.5330143
WGV33D_MAIN_F0147_C005188,GM_RM011,147,main,-22.0112,206,R1,2,0,1,0.225,1,1
WGV33D_MAIN_F0147_C005189,GM_RM011,147,main,-20.5246,178,R1,3,0,1,0,1,1
WGV33D_MAIN_F0147_C005190,GM_RM011,147,main,-7.9865,47.946,R0,2,0,1,0.25,1,1
WGV33D_MAIN_F0147_C005191,GM_RM011,147,main,-5.6579,178.6792,R1,15,0.66666667,0.33333333,0.61666667,1,1
WGV33D_MAIN_F0147_C005192,GM_RM011,147,main,-3.0825,198,R1,4,0,0,0,1,0.44267637
WGV33D_MAIN_F0147_C005193,GM_RM011,147,main,-2.4123,47.207,R0,8,0.375,0.625,0.46875,1,1
WGV33D_MAIN_F0147_C005194,GM_RM011,147,main,-2.0281,226,R1,2,0,0,0,1,0.44662343
WGV33D_MAIN_F0147_C005195,GM_RM011,147,main,1.0243,46,R0,2,1,0,0.7,1,1
WGV33D_MAIN_F0147_C005196,GM_RM011,147,main,2.5414,161.4546,R1,10,0.5,0.5,0.485,1,1
WGV33D_MAIN_F0147_C005197,GM_RM011,147,main,8.4473,58,R0,3,0,1,0,1,1
WGV33D_MAIN_F0147_C005198,GM_RM011,147,main,8.4893,182,R1,3,1,0,0.7,1,1
WGV33D_MAIN_F0147_C005199,GM_RM011,147,main,8.9667,114,R0,2,0,0,0,1,0.46717798
WGV33D_MAIN_F0147_C005200,GM_RM011,147,main,8.988,126,R0,2,0,0,0,1,0.43543162
WGV33D_MAIN_F0147_C005201,GM_RM011,147,main,10.9561,50,R0,2,0.5,0.5,0.475,1,1
WGV33D_MAIN_F0147_C005202,GM_RM011,147,main,14.1564,52.6509,R0,3,0.66666667,0.33333333,0.55,1,1
WGV33D_MAIN_F0147_C005203,GM_RM011,147,main,16.086,102.4825,R0,12,0,1,0,1,1
WGV33D_MAIN_F0147_C005204,GM_RM011,147,main,21.2583,53.4942,R0,16,0.125,0.875,0.13125,1,1
WGV33D_MAIN_F0147_C005205,GM_RM011,147,main,18.8655,160.6634,R1,4,0,1,0,1,1
WGV33D_MAIN_F0147_C005206,GM_RM011,147,main,21.0438,82,R0,4,0,0,0,1,0.43246709
WGV33D_MAIN_F0147_C005207,GM_RM011,147,main,21.9492,150,R1,2,0,0.5,0,1,0.79331348
WGV33D_MAIN_F0147_C005208,GM_RM011,147,main,26.1694,153.144,R1,24,0,0.08333333,0,1,0.50603695
WGV33D_MAIN_F0147_C005209,GM_RM011,147,main,45.9926,78.1642,R0,21,0,0.0952381,0,1,0.51551763
WGV33D_MAIN_F0148_C005231,GM_RM011,148,main,-32.9861,223.9931,R1,4,0,1,0.1125,1,1
WGV33D_MAIN_F0148_C005232,GM_RM011,148,main,-30.5371,163.4445,R1,6,0,0.16666667,0,1,0.57441208
WGV33D_MAIN_F0148_C005233,GM_RM011,148,main,-29.4316,178,R1,3,0,1,0,1,1
WGV33D_MAIN_F0148_C005234,GM_RM011,148,main,-19.8423,147.4967,R1,12,0,0.16666667,0,1,0.57782424
WGV33D_MAIN_F0148_C005235,GM_RM011,148,main,-18.9959,178,R1,2,0,1,0,1,1
WGV33D_MAIN_F0148_C005236,GM_RM011,148,main,-11.9944,51.9774,R0,2,1,0,0.7,1,1
WGV33D_MAIN_F0148_C005237,GM_RM011,148,main,-8.0172,48.069,R0,2,0,1,0.25,1,1
WGV33D_MAIN_F0148_C005238,GM_RM011,148,main,-8.0455,210,R1,2,0,0,0,1,0.45260689
WGV33D_MAIN_F0148_C005239,GM_RM011,148,main,-3.3307,47.3759,R0,8,0.625,0.375,0.53125,1,1
WGV33D_MAIN_F0148_C005240,GM_RM011,148,main,-2.5183,198,R1,3,0,0,0,1,0.44323506
WGV33D_MAIN_F0148_C005241,GM_RM011,148,main,-1.0428,226,R1,2,0,0,0,1,0.44814649
WGV33D_MAIN_F0148_C005242,GM_RM011,148,main,1.1461,44.9798,R0,4,0.5,0.5,0.575,1,1
WGV33D_MAIN_F0148_C005243,GM_RM011,148,main,5.9742,163.2955,R1,18,0.33333333,0.66666667,0.43333333,1,1
WGV33D_MAIN_F0148_C005244,GM_RM011,148,main,9.0672,126,R0,4,0,0,0,1,0.42928158
WGV33D_MAIN_F0148_C005245,GM_RM011,148,main,9.473,182,R1,3,1,0,0.7,1,1
WGV33D_MAIN_F0148_C005246,GM_RM011,148,main,10.4916,102,R0,3,0,1,0,1,1
WGV33D_MAIN_F0148_C005247,GM_RM011,148,main,10.8293,59.175,R0,4,0,1,0,1,1
WGV33D_MAIN_F0148_C005248,GM_RM011,148,main,13.4795,150,R1,3,0,1,0,1,1
WGV33D_MAIN_F0148_C005249,GM_RM011,148,main,15.7789,51.9731,R0,5,0.6,0.4,0.47,1,1
WGV33D_MAIN_F0148_C005250,GM_RM011,148,main,18.081,102.5266,R0,12,0,1,0,1,1
WGV33D_MAIN_F0148_C005251,GM_RM011,148,main,22.9903,53.7921,R0,17,0.11764706,0.88235294,0.10882353,1,1
WGV33D_MAIN_F0148_C005252,GM_RM011,148,main,19.7228,160.3396,R1,6,0,0.83333333,0,1,1
WGV33D_MAIN_F0148_C005253,GM_RM011,148,main,22.9617,81.4075,R0,12,0,0.08333333,0,1,0.51060954
WGV33D_MAIN_F0148_C005254,GM_RM011,148,main,26.2618,154.6348,R1,10,0,0.2,0,1,0.59680129
WGV33D_MAIN_F0148_C005255,GM_RM011,148,main,30.4264,56.191,R0,11,0,0.90909091,0,1,1
WGV33D_MAIN_F0148_C005256,GM_RM011,148,main,36.9036,52.4476,R0,5,0,0,0,1,0.43983627
WGV33D_MAIN_F0148_C005257,GM_RM011,148,main,46.8686,79.779,R0,21,0,0.0952381,0,1,0.51551763
WGV33D_MAIN_F0149_C005280,GM_RM011,149,main,-45.9522,206,R1,2,0,0,0,1,0.41304803
WGV33D_MAIN_F0149_C005281,GM_RM011,149,main,-37.5044,206.9106,R1,6,0,1,0,1,1
WGV33D_MAIN_F0149_C005282,GM_RM011,149,main,-31.9766,223.9624,R1,4,0,1,0.1125,1,1
WGV33D_MAIN_F0149_C005283,GM_RM011,149,main,-28.973,176.7129,R1,8,0,0.75,0.05625,1,0.99850345
WGV33D_MAIN_F0149_C005284,GM_RM011,149,main,-18.5965,147.2755,R1,12,0,0.16666667,0,1,0.57800896
WGV33D_MAIN_F0149_C005285,GM_RM011,149,main,-18.5249,178,R1,3,0,1,0,1,1
WGV33D_MAIN_F0149_C005286,GM_RM011,149,main,-9.5,51.3154,R0,5,0.6,0.4,0.52,1,1
WGV33D_MAIN_F0149_C005287,GM_RM011,149,main,-7.4821,210,R1,3,0,0,0,1,0.45348401
WGV33D_MAIN_F0149_C005288,GM_RM011,149,main,-4.9748,50,R0,2,1,0,0.7,1,1
WGV33D_MAIN_F0149_C005289,GM_RM011,149,main,-3.5151,176.6838,R1,10,0.5,0.5,0.575,1,1
WGV33D_MAIN_F0149_C005290,GM_RM011,149,main,-3.9933,206,R1,2,0,0,0,1,0.44737136
WGV33D_MAIN_F0149_C005291,GM_RM011,149,main,-1.9787,198,R1,4,0,0,0,1,0.43969824
WGV33D_MAIN_F0149_C005292,GM_RM011,149,main,-1.9119,46.7908,R0,6,0.33333333,0.66666667,0.46666667,1,1
WGV33D_MAIN_F0149_C005293,GM_RM011,149,main,-0.9637,226,R1,2,0,0,0,1,0.44814649
WGV33D_MAIN_F0149_C005294,GM_RM011,149,main,2.1957,46.7614,R0,12,0.33333333,0.66666667,0.45,1,1
WGV33D_MAIN_F0149_C005295,GM_RM011,149,main,4.7466,162.0056,R1,9,0.33333333,0.66666667,0.43333333,1,1
WGV33D_MAIN_F0149_C005296,GM_RM011,149,main,10.0613,126,R0,4,0,0,0,1,0.43225971
WGV33D_MAIN_F0149_C005297,GM_RM011,149,main,11.5185,102,R0,3,0,1,0,1,1
WGV33D_MAIN_F0149_C005298,GM_RM011,149,main,13.472,60.0179,R0,5,0,1,0,1,1
WGV33D_MAIN_F0149_C005299,GM_RM011,149,main,17.902,53.0689,R0,7,0.28571429,0.71428571,0.23571429,1,1
WGV33D_MAIN_F0149_C005300,GM_RM011,149,main,19.7357,104.0003,R0,6,0,1,0,1,1
WGV33D_MAIN_F0149_C005301,GM_RM011,149,main,24.7245,155.4985,R1,60,0,0.21666667,0,1,0.60171666
WGV33D_MAIN_F0149_C005302,GM_RM011,149,main,23.9776,53.6266,R0,13,0,1,0.03461538,1,1
WGV33D_MAIN_F0149_C005303,GM_RM011,149,main,24.8029,82.4944,R0,18,0,0,0,1,0.44675488
WGV33D_MAIN_F0149_C005304,GM_RM011,149,main,33.7637,56.5615,R0,40,0,0.725,0,1,0.9756968
WGV33D_MAIN_F0149_C005305,GM_RM011,149,main,48.0349,81.2203,R0,20,0,0,0.005,0.99976649,0.4486937
WGV33D_MAIN_F0150_C005330,GM_RM011,150,main,-38.7321,205.1505,R1,16,0,0.6875,0,1,0.9707106
WGV33D_MAIN_F0150_C005331,GM_RM011,150,main,-30.9954,222.0179,R1,6,0,0.83333333,0.075,1,1
WGV33D_MAIN_F0150_C005332,GM_RM011,150,main,-27.9029,174.8052,R1,8,0.125,0.75,0.14375,1,1
WGV33D_MAIN_F0150_C005333,GM_RM011,150,main,-16.7333,146.6453,R1,10,0,0.4,0,1,0.73531141
WGV33D_MAIN_F0150_C005334,GM_RM011,150,main,-6.9866,210,R1,2,0,0,0,1,0.45410275
WGV33D_MAIN_F0150_C005335,GM_RM011,150,main,-2.9696,206,R1,2,0,0,0,1,0.43432333
WGV33D_MAIN_F0150_C005336,GM_RM011,150,main,-1.8608,48.6794,R0,4,0.5,0.5,0.475,1,1
WGV33D_MAIN_F0150_C005337,GM_RM011,150,main,-1.4728,198,R1,3,0,0,0,1,0.43876559
WGV33D_MAIN_F0150_C005338,GM_RM011,150,main,2.3104,47.5428,R0,12,0.33333333,0.66666667,0.45,1,1
WGV33D_MAIN_F0150_C005339,GM_RM011,150,main,14.0118,59.3172,R0,14,0,1,0,1,1
WGV33D_MAIN_F0150_C005340,GM_RM011,150,main,11.4949,126,R0,3,0,0,0,1,0.42635444
WGV33D_MAIN_F0150_C005341,GM_RM011,150,main,13.514,102,R0,3,0,1,0,1,1
WGV33D_MAIN_F0150_C005342,GM_RM011,150,main,13.0259,114,R0,2,0,1,0,1,1
WGV33D_MAIN_F0150_C005343,GM_RM011,150,main,27.3525,155.7709,R1,27,0,0.07407407,0,1,0.49934403
WGV33D_MAIN_F0150_C005344,GM_RM011,150,main,26.5286,84.6544,R0,10,0,0,0,1,0.43696013
WGV33D_MAIN_F0150_C005345,GM_RM011,150,main,34.4512,57.8014,R0,38,0,0.78947368,0,1,1
WGV33D_MAIN_F0150_C005346,GM_RM011,150,main,43.5,56.0687,R0,2,0,0,0.05,0.99824028,0.4206322
WGV33D_MAIN_F0150_C005347,GM_RM011,150,main,49.3016,82.5638,R0,15,0,0,0.02,0.99887192,0.44025012
WGV33D_MAIN_F0151_C005363,GM_RM011,151,main,-35.9643,202,R1,4,0,1,0,1,1
WGV33D_MAIN_F0151_C005364,GM_RM011,151,main,-30.3069,219.5878,R1,6,0,1,0.15,1,1
WGV33D_MAIN_F0151_C005365,GM_RM011,151,main,-26.53,174.9093,R1,6,0.33333333,0.66666667,0.38333333,1,1
WGV33D_MAIN_F0151_C005366,GM_RM011,151,main,-25.0363,198,R1,2,0.5,0.5,0.575,1,1
WGV33D_MAIN_F0151_C005367,GM_RM011,151,main,-15.3295,145.1022,R1,12,0,0.33333333,0,1,0.68379365
WGV33D_MAIN_F0151_C005368,GM_RM011,151,main,-6.9774,210,R1,4,0,0,0,1,0.45317463
WGV33D_MAIN_F0151_C005369,GM_RM011,151,main,-2.502,50,R0,3,0,1,0.25,1,1
WGV33D_MAIN_F0151_C005370,GM_RM011,151,main,-1.9918,206,R1,2,0,0,0,1,0.43097123
WGV33D_MAIN_F0151_C005371,GM_RM011,151,main,3.0006,48.5258,R0,10,0.4,0.6,0.43,1,1
WGV33D_MAIN_F0151_C005372,GM_RM011,151,main,6.829,162.0287,R1,18,0.22222222,0.77777778,0.25555556,1,1
WGV33D_MAIN_F0151_C005373,GM_RM011,151,main,5.0007,186,R1,2,0,1,0.45,1,1
WGV33D_MAIN_F0151_C005374,GM_RM011,151,main,11.9911,166,R1,2,0,1,0.45,1,1
WGV33D_MAIN_F0151_C005375,GM_RM011,151,main,14.4525,58,R0,3,0,1,0,1,1
WGV33D_MAIN_F0151_C005376,GM_RM011,151,main,18.2499,61.0246,R0,5,0,1,0,1,1
WGV33D_MAIN_F0151_C005377,GM_RM011,151,main,18.1673,184.7447,R1,4,0.25,0.75,0.2375,1,1
WGV33D_MAIN_F0151_C005378,GM_RM011,151,main,23.9864,106,R0,2,0,1,0,1,1
WGV33D_MAIN_F0151_C005379,GM_RM011,151,main,23.9895,164.0364,R1,4,0,0.25,0,1,0.6238883
WGV33D_MAIN_F0151_C005380,GM_RM011,151,main,25.0633,154,R1,2,0,0,0,1,0.46194245
WGV33D_MAIN_F0151_C005381,GM_RM011,151,main,28.0319,86,R0,4,0,0,0,1,0.4255691
WGV33D_MAIN_F0151_C005382,GM_RM011,151,main,28.5071,158.9143,R1,6,0,0,0,1,0.46008621
WGV33D_MAIN_F0151_C005383,GM_RM011,151,main,35.2663,59.2635,R0,49,0,0.7755102,0,1,1
WGV33D_MAIN_F0151_C005384,GM_RM011,151,main,32.1721,159.3174,R1,4,0,0,0,1,0.44645684
WGV33D_MAIN_F0152_C005400,GM_RM011,152,main,-34.5415,202,R1,13,0.07692308,0.84615385,0.07307692,1,1
WGV33D_MAIN_F0152_C005401,GM_RM011,152,main,-29.144,219.238,R1,4,0,0.75,0.1125,1,0.98444571
WGV33D_MAIN_F0152_C005402,GM_RM011,152,main,-14.3809,144.4383,R1,12,0,0.33333333,0,1,0.68142973
WGV33D_MAIN_F0152_C005403,GM_RM011,152,main,-15.1509,175.2547,R1,4,0,1,0,1,1
WGV33D_MAIN_F0152_C005404,GM_RM011,152,main,-5.639,59.6108,R0,11,0.09090909,0.90909091,0.08636364,1,1
WGV33D_MAIN_F0152_C005405,GM_RM011,152,main,-7.0014,170,R1,2,0,1,0,1,1
WGV33D_MAIN_F0152_C005406,GM_RM011,152,main,1.1456,170.1221,R1,6,0,1,0.375,1,1
WGV33D_MAIN_F0152_C005407,GM_RM011,152,main,2.4562,198,R1,5,0,0,0,1,0.44385879
WGV33D_MAIN_F0152_C005408,GM_RM011,152,main,3.5819,49.3352,R0,8,0.375,0.625,0.41875,1,1
WGV33D_MAIN_F0152_C005409,GM_RM011,152,main,6.5473,186,R1,3,0,1,0.45,1,1
WGV33D_MAIN_F0152_C005410,GM_RM011,152,main,9.6724,163.7645,R1,32,0.0625,0.9375,0.240625,1,1
WGV33D_MAIN_F0152_C005411,GM_RM011,152,main,8.1055,46.3378,R0,3,0.33333333,0.66666667,0.46666667,1,1
WGV33D_MAIN_F0152_C005412,GM_RM011,152,main,13.5685,60.3298,R0,9,0,1,0,1,1
WGV33D_MAIN_F0152_C005413,GM_RM011,152,main,17.5442,102,R0,3,0,1,0,1,1
WGV33D_MAIN_F0152_C005414,GM_RM011,152,main,19.4664,186,R1,3,0,1,0.08333333,1,1
WGV33D_MAIN_F0152_C005415,GM_RM011,152,main,24.993,164.7209,R1,8,0,0.375,0,1,0.71110816
WGV33D_MAIN_F0152_C005416,GM_RM011,152,main,25.5151,106,R0,3,0,1,0,1,1
WGV33D_MAIN_F0152_C005417,GM_RM011,152,main,28.5587,156.5681,R1,15,0,0.06666667,0,1,0.49856796
WGV33D_MAIN_F0152_C005418,GM_RM011,152,main,29.171,55.2743,R0,4,0,1,0,1,1
WGV33D_MAIN_F0152_C005419,GM_RM011,152,main,30.2429,86.8779,R0,6,0,0,0,1,0.42413784
WGV33D_MAIN_F0152_C005420,GM_RM011,152,main,37.8801,60.8957,R0,33,0,0.84848485,0.0030303,0.99994668,1
WGV33D_MAIN_F0152_C005421,GM_RM011,152,main,33.4579,162,R1,3,0,0,0,1,0.44676168
WGV33D_MAIN_F0152_C005422,GM_RM011,152,main,45.5,60.176,R0,2,0,0,0,1,0.4335754
WGV33D_MAIN_F0153_C005438,GM_RM011,153,main,-34.379,199.3734,R1,16,0,1,0.015625,1,1
WGV33D_MAIN_F0153_C005439,GM_RM011,153,main,-21.9858,195.8474,R1,4,0,1,0.3375,1,1
WGV33D_MAIN_F0153_C005440,GM_RM011,153,main,-12.8831,143.7571,R1,12,0,0.25,0,1,0.62415121
WGV33D_MAIN_F0153_C005441,GM_RM011,153,main,-13.5064,174,R1,3,0,1,0,1,1
WGV33D_MAIN_F0153_C005442,GM_RM011,153,main,-2.4196,60.2926,R0,9,0,1,0,1,1
WGV33D_MAIN_F0153_C005443,GM_RM011,153,main,0.5709,207.8471,R1,6,0,0,0,1,0.43483101
WGV33D_MAIN_F0153_C005444,GM_RM011,153,main,8.0405,48.1621,R0,2,0.5,0.5,0.475,1,1
WGV33D_MAIN_F0153_C005445,GM_RM011,153,main,9.5734,161.9396,R1,18,0.05555556,0.94444444,0.21388889,1,1
WGV33D_MAIN_F0153_C005446,GM_RM011,153,main,7.989,186,R1,2,0,1,0.225,1,1
WGV33D_MAIN_F0153_C005447,GM_RM011,153,main,11.51,48.7019,R0,3,0.33333333,0.66666667,0.31666667,1,1
WGV33D_MAIN_F0153_C005448,GM_RM011,153,main,15.5443,48.7771,R0,3,0,1,0.08333333,1,1
WGV33D_MAIN_F0153_C005449,GM_RM011,153,main,18.9485,60.6472,R0,15,0,1,0,1,1
WGV33D_MAIN_F0153_C005450,GM_RM011,153,main,27.95,161.7934,R1,12,0,0.08333333,0,1,0.51145493
WGV33D_MAIN_F0153_C005451,GM_RM011,153,main,33.4611,90,R0,3,0,0,0,1,0.43608663
WGV33D_MAIN_F0153_C005452,GM_RM011,153,main,34.0393,162,R1,4,0,0,0,1,0.44159527
WGV33D_MAIN_F0153_C005453,GM_RM011,153,main,40.3131,62.0758,R0,28,0,0.78571429,0.00357143,0.99993715,1
WGV33D_MAIN_F0153_C005454,GM_RM011,153,main,52.4297,62,R0,3,0,0,0,0.98768266,0.41009457
WGV33D_MAIN_F0154_C005474,GM_RM011,154,main,-34.3065,197.5245,R1,14,0,0.92857143,0.08214286,1,1
WGV33D_MAIN_F0154_C005475,GM_RM011,154,main,-25.7915,216.7298,R1,12,0,0.33333333,0.0375,1,0.67732177
WGV33D_MAIN_F0154_C005476,GM_RM011,154,main,-20.5569,195.1401,R1,6,0,1,0.15,1,1
WGV33D_MAIN_F0154_C005477,GM_RM011,154,main,-11.5092,143.2673,R1,12,0,0.25,0,1,0.62402202
WGV33D_MAIN_F0154_C005478,GM_RM011,154,main,-11.9874,174,R1,2,0,1,0.225,1,1
WGV33D_MAIN_F0154_C005479,GM_RM011,154,main,1.7129,62.6241,R0,17,0,0.76470588,0,1,0.988789
WGV33D_MAIN_F0154_C005480,GM_RM011,154,main,2.2487,206.9116,R1,6,0,0,0,1,0.44192278
