association_id,sar_frame,response_track_id,component_id,previous_response_x,previous_response_y,predicted_response_x,predicted_response_y,observed_response_x,observed_response_y,target_displacement_x,target_displacement_y,response_self_displacement_x,response_self_displacement_y,relative_to_target_x,relative_to_target_y,response_residual_px,motion_residual_px,relative_position_residual_px,shape_change_px,orientation_change_deg,energy_change,background_conflict,background_track_id,consecutive_support_frames,missing_frames,evidence_state,same_motion_supported
ASSOC_000379_RT_D1_0001,379,RT_D1_0001,D1OBS_000379_0016,1280.440742,960.970758,1284.837082,963.298226,1287.954219,960.82699,6.134324,0.171464,7.513476,-0.143768,60.817583,1.215969,4.851076,1.41472,4.851076,9,341.597997,401,false,,20,0,same_motion_supported,true
ASSOC_000379_RT_D1_0002,379,RT_D1_0002,D1OBS_000379_0013,1183.283351,966.008364,1192.63339,968.533055,1191.729265,966.525558,6.134324,0.171464,8.445915,0.517194,-35.40737,6.914537,2.685001,2.337302,2.685001,174,0.781723,-13886,false,,20,0,same_motion_supported,true
ASSOC_000379_RT_D1_0003,379,RT_D1_0003,D1OBS_000379_0021,1295.767227,997.402484,1296.83773,995.682631,1290.448105,1004.400329,6.134324,0.171464,-5.319121,6.997846,63.31147,44.789309,13.181205,13.333451,13.181205,56,267.490916,-3500,false,,6,0,same_motion_supported,true
ASSOC_000379_RT_D1_0004,379,RT_D1_0004,D1OBS_000379_0010,1245.590627,919.270848,1240.118656,922.18635,1252.115974,917.281182,6.134324,0.171464,6.525347,-1.989666,24.979338,-42.329839,15.806511,2.196219,15.806511,10,48.050584,-537,false,,6,0,same_motion_supported,true
ASSOC_000379_RT_D1_0006,379,RT_D1_0006,D1OBS_000379_0015,1173.513043,956.838647,1179.512903,952.354555,1172.347011,956.263775,6.134324,0.171464,-1.166033,-0.574872,-54.789625,-3.347246,9.954687,7.338408,9.954687,3,9.036441,-182,false,,20,0,same_motion_supported,true
ASSOC_000379_RT_D1_0008,379,RT_D1_0008,D1OBS_000379_0011,1282.807873,944.737582,1266.590247,938.949752,1284.897843,943.012486,6.134324,0.171464,2.089971,-1.725096,57.761208,-16.598535,22.869476,4.46696,22.869476,3,34.140415,-186,false,,5,0,same_motion_supported,true
ASSOC_000379_RT_D1_0011,379,RT_D1_0011,D1OBS_000379_0017,1180.015152,924.266234,1188.104687,932.804132,1164.540217,957.918478,6.134324,0.171464,-15.474934,33.652244,-62.596418,-1.692543,41.998247,39.848748,41.998247,1,179.677221,-4,false,,6,0,same_motion_supported,true
ASSOC_000379_RT_D1_0012,379,RT_D1_0012,D1OBS_000379_0012,1165.661611,956.891943,1180.660286,942.665071,1154.36302,946.292621,6.134324,0.171464,-11.298592,-10.599322,-72.773616,-13.3184,32.37352,20.491862,32.37352,4,36.07663,124,false,,3,0,same_motion_supported,true
ASSOC_000379_RT_D1_0013,379,RT_D1_0013,D1OBS_000379_0014,1160.11219,956.0863,1184.81131,934.325024,1154.636663,951.807903,6.134324,0.171464,-5.475527,-4.278396,-72.499972,-7.803117,42.528648,12.433418,42.528648,1,4.607823,-16,false,,1,0,temporally_supported_response,false
ASSOC_000380_RT_D1_0001,380,RT_D1_0001,D1OBS_000380_0015,1287.954219,960.82699,1287.159632,966.627695,1293.19903,960.500741,5.010497,1.156483,5.244811,-0.326248,65.065566,-3.784691,10.491626,1.501132,10.491626,7,3.743931,-93,false,,21,0,same_motion_supported,true
ASSOC_000380_RT_D1_0002,380,RT_D1_0002,D1OBS_000380_0012,1191.729265,966.525558,1194.182608,971.969266,1196.69905,966.328577,5.010497,1.156483,4.969784,-0.19698,-31.434414,2.043146,7.532386,1.354076,7.532386,73,0.703963,10704,false,,21,0,same_motion_supported,true
ASSOC_000380_RT_D1_0003,380,RT_D1_0003,D1OBS_000380_0021,1290.448105,1004.400329,1299.204495,1001.443273,1305.445318,1006.391661,5.010497,1.156483,14.997212,1.991331,77.311855,42.106229,9.712893,10.02155,9.712893,35,2.153451,2319,false,,7,0,same_motion_supported,true
ASSOC_000380_RT_D1_0004,380,RT_D1_0004,D1OBS_000380_0008,1252.115974,917.281182,1239.831623,925.23619,1233.982927,917.835366,5.010497,1.156483,-18.133047,0.554184,5.849464,-46.450066,11.503526,23.15138,11.503526,2,41.990877,-94,false,,7,0,same_motion_supported,true
ASSOC_000380_RT_D1_0005,380,RT_D1_0005,D1OBS_000380_0022,1293.328782,1009.128997,1303.074094,1013.490207,1299.55293,1012.931002,5.010497,1.156483,6.224148,3.802004,71.419467,48.64557,4.347917,2.910624,4.347917,27,43.242085,-1725,false,,1,0,temporally_supported_response,false
ASSOC_000380_RT_D1_0006,380,RT_D1_0006,D1OBS_000380_0011,1172.347011,956.263775,1176.977049,954.925416,1160.883721,945.342576,5.010497,1.156483,-11.46329,-10.921199,-67.249742,-18.942856,22.84189,20.426846,22.84189,5,24.897343,265,false,,21,0,same_motion_supported,true
ASSOC_000380_RT_D1_0007,380,RT_D1_0007,D1OBS_000380_0014,1212.82699,956.700692,1236.777635,973.406083,1236.773641,957.181878,5.010497,1.156483,23.946651,0.481186,8.640178,-7.103554,19.785616,18.948192,19.785616,39,104.561331,2457,false,,1,0,temporally_supported_response,false
ASSOC_000380_RT_D1_0008,380,RT_D1_0008,D1OBS_000380_0013,1284.897843,943.012486,1264.489769,944.509024,1250.379822,948.540059,5.010497,1.156483,-34.518021,5.527574,22.246359,-15.745372,17.895686,39.769463,17.895686,5,317.31093,-207,false,,6,0,same_motion_supported,true
ASSOC_000380_RT_D1_0009,380,RT_D1_0009,D1OBS_000380_0024,1285.943182,1006.960227,1304.998124,1022.606654,1297.671695,1023.436063,5.010497,1.156483,11.728514,16.475836,69.538232,59.150632,8.991741,16.727651,8.991741,9,57.361433,512,false,,1,0,temporally_supported_response,false
ASSOC_000380_RT_D1_0011,380,RT_D1_0011,D1OBS_000380_0009,1164.540217,957.918478,1187.285347,934.719377,1179.01169,922.149841,5.010497,1.156483,14.471472,-35.768638,-49.121774,-42.135591,18.351395,38.117904,18.351395,0,14.061045,21,false,,7,0,same_motion_supported,true
ASSOC_000380_RT_D1_0014,380,RT_D1_0014,D1OBS_000380_0017,1280.633094,932.102518,1288.840997,962.870834,1310.403448,969.758621,5.010497,1.156483,29.770355,37.656103,82.269985,5.473189,27.604673,44.105247,27.604673,0,262.127973,24,false,,1,0,temporally_supported_response,false
ASSOC_000381_RT_D1_0001,381,RT_D1_0001,D1OBS_000381_0021,1293.19903,960.500741,1292.585527,963.973144,1300.986298,960.932952,4.697974,0.468804,7.787268,0.432211,69.271011,-1.365288,10.895079,3.08951,10.895079,6,3.105941,96,false,,22,0,same_motion_supported,true
ASSOC_000381_RT_D1_0002,381,RT_D1_0002,D1OBS_000381_0019,1196.69905,966.328577,1198.963586,969.334721,1204.426405,966.385665,4.697974,0.468804,7.727355,0.057088,-27.288882,4.087425,7.570737,3.05723,7.570737,18,0.294815,1963,false,,22,0,same_motion_supported,true
ASSOC_000381_RT_D1_0003,381,RT_D1_0003,D1OBS_000381_0023,1305.445318,1006.391661,1304.629562,999.687069,1313.026561,1000.739346,4.697974,0.468804,7.581243,-5.652315,81.311275,38.441106,10.320336,6.766191,10.320336,84,6.299595,5545,false,,8,0,same_motion_supported,true
ASSOC_000381_RT_D1_0004,381,RT_D1_0004,D1OBS_000381_0010,1233.982927,917.835366,1242.83419,922.229178,1240.195355,917.583333,4.697974,0.468804,6.212428,-0.252033,8.480069,-44.714907,6.515817,1.677253,6.515817,2,346.364748,-88,false,,8,0,same_motion_supported,true
ASSOC_000381_RT_D1_0006,381,RT_D1_0006,D1OBS_000381_0012,1160.883721,945.342576,1181.251902,947.27624,1184.409037,921.482759,4.697974,0.468804,23.525316,-23.859817,-47.30625,-40.815481,31.69022,30.762812,31.69022,6,25.544491,-277,false,,22,0,same_motion_supported,true
ASSOC_000381_RT_D1_0008,381,RT_D1_0008,D1OBS_000381_0018,1250.379822,948.540059,1270.772003,943.709572,1283.073871,949.120383,4.697974,0.468804,32.694049,0.580324,51.358585,-13.177857,16.389303,27.996297,16.389303,1,263.509922,57,false,,7,0,same_motion_supported,true
ASSOC_000381_RT_D1_0011,381,RT_D1_0011,D1OBS_000381_0014,1179.01169,922.149841,1190.968681,930.967264,1191.431118,922.927066,4.697974,0.468804,12.419429,0.777226,-40.284168,-39.371174,9.821323,7.727611,9.821323,6,14.123615,-324,false,,8,0,same_motion_supported,true
ASSOC_000381_RT_D1_0012,381,RT_D1_0012,D1OBS_000381_0016,1154.36302,946.292621,1178.05956,942.938231,1145.353508,931.940853,4.697974,0.468804,-9.009512,-14.351768,-86.361779,-30.357387,42.079854,20.187733,42.079854,9,58.581032,-452,false,,1,0,temporally_supported_response,false
ASSOC_000381_RT_D1_0014,381,RT_D1_0014,D1OBS_000381_0020,1310.403448,969.758621,1292.29544,959.527205,1291.715152,953.347879,4.697974,0.468804,-18.688297,-16.410742,59.999865,-8.950361,7.568919,28.841581,7.568919,4,260.096721,245,false,,2,0,temporally_supported_response,false
ASSOC_000382_RT_D1_0001,382,RT_D1_0001,D1OBS_000382_0028,1300.986298,960.932952,1297.121673,958.589275,1295.519608,953.073529,4.739503,-0.546611,-5.46669,-7.859423,58.916502,-5.051614,7.004509,12.55562,7.004509,99,323.376335,-6905,false,,23,0,same_motion_supported,true
ASSOC_000382_RT_D1_0002,382,RT_D1_0002,D1OBS_000382_0026,1204.426405,966.385665,1205.140291,965.405569,1211.011878,966.516873,4.739503,-0.546611,6.585473,0.131207,-25.591228,8.391729,7.287596,1.96648,7.287596,28,0.136656,-3602,false,,23,0,same_motion_supported,true
ASSOC_000382_RT_D1_0003,382,RT_D1_0003,D1OBS_000382_0032,1313.026561,1000.739346,1311.561626,996.605762,1320.874293,1001.579468,4.739503,-0.546611,7.847732,0.840122,84.271187,43.454324,12.875157,3.403545,12.875157,21,0.24952,-1399,false,,9,0,same_motion_supported,true
ASSOC_000382_RT_D1_0004,382,RT_D1_0004,D1OBS_000382_0016,1240.195355,917.583333,1248.573972,918.338689,1252.455135,919.626122,4.739503,-0.546611,12.259779,2.042788,15.852029,-38.499022,4.986732,7.953587,4.986732,21,351.81109,1274,false,,9,0,same_motion_supported,true
ASSOC_000382_RT_D1_0006,382,RT_D1_0006,D1OBS_000382_0023,1184.409037,921.482759,1183.609844,943.520942,1172.084848,945.424242,4.739503,-0.546611,-12.324188,23.941484,-64.518258,-12.700901,14.245243,29.846882,14.245243,2,57.505524,-181,false,,23,0,same_motion_supported,true
ASSOC_000382_RT_D1_0007,382,RT_D1_0007,D1OBS_000382_0024,1236.773641,957.181878,1252.075516,963.649165,1283.181935,947.264516,4.739503,-0.546611,46.408295,-9.917362,46.578829,-10.860628,42.875282,42.709474,42.875282,37,7.085131,-2260,false,,1,0,temporally_supported_response,false
ASSOC_000382_RT_D1_0008,382,RT_D1_0008,D1OBS_000382_0027,1283.073871,949.120383,1278.043401,941.264797,1288.901929,949.138264,4.739503,-0.546611,5.828058,0.017881,52.298823,-8.98688,16.356887,1.226215,16.356887,2,0.715596,-109,false,,8,0,same_motion_supported,true
ASSOC_000382_RT_D1_0011,382,RT_D1_0011,D1OBS_000382_0019,1191.431118,922.927066,1196.532278,926.176025,1199.610822,923.360042,4.739503,-0.546611,8.179704,0.432975,-36.992284,-34.765102,5.08804,3.57695,5.08804,5,13.980137,344,false,,9,0,same_motion_supported,true
ASSOC_000382_RT_D1_0012,382,RT_D1_0012,D1OBS_000382_0017,1145.353508,931.940853,1184.360984,935.733544,1190.800741,921.922963,4.739503,-0.546611,45.447233,-10.01789,-45.802365,-36.202181,18.583166,41.795028,18.583166,9,339.443842,623,false,,2,0,temporally_supported_response,false
ASSOC_000382_RT_D1_0013,382,RT_D1_0013,D1OBS_000382_0020,1154.636663,951.807903,1187.046462,932.586684,1154.103789,931.436573,4.739503,-0.546611,-0.532874,-20.37133,-82.499317,-26.688571,40.198468,20.513835,40.198468,6,73.783266,-304,false,,1,0,temporally_supported_response,false
ASSOC_000382_RT_D1_0014,382,RT_D1_0014,D1OBS_000382_0029,1291.715152,953.347879,1299.071322,956.416565,1307.672496,961.256643,4.739503,-0.546611,15.957345,7.908764,71.06939,3.131499,12.035946,14.047539,12.035946,119,6.38497,7981,false,,3,0,same_motion_supported,true
ASSOC_000382_RT_D1_0015,382,RT_D1_0015,D1OBS_000382_0030,1191.266267,974.696062,1217.264407,973.994009,1200.898305,975.800598,4.739503,-0.546611,9.632038,1.104537,-35.704801,17.675454,20.079891,5.163641,20.079891,2,300.399903,-165,false,,1,0,temporally_supported_response,false
ASSOC_000383_RT_D1_0001,383,RT_D1_0001,D1OBS_000383_0022,1295.519608,953.073529,1305.116918,957.687305,1314.501104,961.24454,5.001084,-0.795158,18.981496,8.17101,71.962697,4.802223,12.238756,16.608556,12.238756,114,310.706993,7538,false,,24,0,same_motion_supported,true
ASSOC_000383_RT_D1_0002,383,RT_D1_0002,D1OBS_000383_0021,1211.011878,966.516873,1212.090256,964.312095,1216.71261,966.996921,5.001084,-0.795158,5.700732,0.480049,-25.825798,10.554604,6.518912,1.454531,6.518912,134,0.164272,-12902,false,,24,0,same_motion_supported,true
ASSOC_000383_RT_D1_0003,383,RT_D1_0003,D1OBS_000383_0023,1320.874293,1001.579468,1319.266883,995.507151,1327.330017,998.168575,5.001084,-0.795158,6.455724,-3.410893,84.791609,41.726258,10.354894,2.992999,10.354894,23,13.169933,-1745,false,,10,0,same_motion_supported,true
ASSOC_000383_RT_D1_0004,383,RT_D1_0004,D1OBS_000383_0013,1252.455135,919.626122,1255.083083,917.059968,1257.697105,918.900891,5.001084,-0.795158,5.24197,-0.725231,15.158697,-37.541426,3.899028,0.250831,3.899028,18,47.421224,-1108,false,,10,0,same_motion_supported,true
ASSOC_000383_RT_D1_0005,383,RT_D1_0005,D1OBS_000383_0024,1299.55293,1012.931002,1318.917296,1006.419584,1325.469356,1009.938712,5.001084,-0.795158,25.916426,-2.99229,82.930948,53.496395,9.069905,21.030428,9.069905,3,261.554784,231,false,,1,0,temporally_supported_response,false
ASSOC_000383_RT_D1_0006,383,RT_D1_0006,D1OBS_000383_0014,1172.084848,945.424242,1190.91537,938.289587,1197.157504,922.124071,5.001084,-0.795158,25.072655,-23.300171,-45.380904,-34.318246,21.132712,30.155324,21.132712,11,106.39761,686,false,,24,0,same_motion_supported,true
ASSOC_000383_RT_D1_0008,383,RT_D1_0008,D1OBS_000383_0015,1288.901929,949.138264,1283.349458,936.444453,1280.482895,922.151316,5.001084,-0.795158,-8.419035,-26.986948,37.944487,-34.291001,17.77775,29.429737,17.77775,3,272.843286,138,false,,9,0,same_motion_supported,true
ASSOC_000383_RT_D1_0009,383,RT_D1_0009,D1OBS_000383_0026,1297.671695,1023.436063,1322.170281,1015.163682,1334.776471,1016.986555,5.001084,-0.795158,37.104775,-6.449509,92.238063,60.544238,15.533296,32.597832,15.533296,14,116.036371,-797,false,,1,0,temporally_supported_response,false
ASSOC_000383_RT_D1_0011,383,RT_D1_0011,D1OBS_000383_0016,1199.610822,923.360042,1203.003902,924.254263,1205.447148,923.165779,5.001084,-0.795158,5.836326,-0.194262,-37.091259,-33.276538,3.261881,1.028934,3.261881,5,2.936566,354,false,,10,0,same_motion_supported,true
ASSOC_000383_RT_D1_0012,383,RT_D1_0012,D1OBS_000383_0018,1190.800741,921.922963,1184.78727,933.72156,1159.690642,932.222067,5.001084,-0.795158,-31.110098,10.299104,-82.847765,-24.22025,30.660225,37.776979,30.660225,3,323.546793,82,false,,3,0,same_motion_supported,true
ASSOC_000383_RT_D1_0013,383,RT_D1_0013,D1OBS_000383_0020,1154.103789,931.436573,1185.868654,933.774087,1153.464485,946.849582,5.001084,-0.795158,-0.639304,15.413009,-89.073923,-9.592735,42.613161,17.161546,42.613161,13,25.99349,829,false,,2,0,temporally_supported_response,false
ASSOC_000383_RT_D1_0014,383,RT_D1_0014,D1OBS_000383_0019,1307.672496,961.256643,1308.553232,950.995005,1324.71,933.963,5.001084,-0.795158,17.037504,-27.293643,82.171592,-22.479317,28.629471,29.104039,28.629471,116,279.305699,-7806,false,,4,0,same_motion_supported,true
ASSOC_000383_RT_D1_0016,383,RT_D1_0016,D1OBS_000383_0017,1219.202069,924.586258,1224.857798,923.315248,1223.58419,925.191304,5.001084,-0.795158,4.382121,0.605046,-18.954218,-31.251013,2.765273,1.530911,2.765273,23,344.166928,-1442,false,,2,0,temporally_supported_response,false
ASSOC_000384_RT_D1_0001,384,RT_D1_0001,D1OBS_000384_0032,1314.501104,961.24454,1312.550854,956.467599,1321.514888,960.262025,5.102833,-1.07023,7.013783,-0.982515,73.510259,5.872336,11.870783,1.912963,11.870783,19,12.903534,-1601,false,,25,0,same_motion_supported,true
ASSOC_000384_RT_D1_0002,384,RT_D1_0002,D1OBS_000384_0029,1216.71261,966.996921,1219.348978,962.961174,1227.514817,966.157843,5.102833,-1.07023,10.802207,-0.839079,-20.489812,11.768154,10.694199,5.70406,10.694199,53,0.320969,-8509,false,,25,0,same_motion_supported,true
ASSOC_000384_RT_D1_0003,384,RT_D1_0003,D1OBS_000384_0038,1327.330017,998.168575,1326.358666,994.177279,1333.764003,997.469839,5.102833,-1.07023,6.433986,-0.698736,85.759374,43.080151,9.883315,1.382019,9.883315,1,49.528218,-221,false,,11,0,same_motion_supported,true
ASSOC_000384_RT_D1_0004,384,RT_D1_0004,D1OBS_000384_0017,1257.697105,918.900891,1261.065638,915.57382,1263.417822,918.154455,5.102833,-1.07023,5.720717,-0.746435,15.413193,-36.235233,4.258255,0.697584,4.258255,11,43.184163,617,false,,11,0,same_motion_supported,true
ASSOC_000384_RT_D1_0005,384,RT_D1_0005,D1OBS_000384_0037,1325.469356,1009.938712,1327.033431,1002.227028,1339.105263,992.478469,5.102833,-1.07023,13.635907,-17.460243,91.100634,38.088781,18.92263,18.478254,18.92263,10,230.042846,-662,false,,2,0,temporally_supported_response,false
ASSOC_000384_RT_D1_0006,384,RT_D1_0006,D1OBS_000384_0028,1197.157504,922.124071,1196.630692,937.948377,1197.765487,945.744838,5.102833,-1.07023,0.607983,23.620766,-50.239142,-8.64485,9.608066,25.096792,9.608066,10,355.7755,-668,false,,25,0,same_motion_supported,true
ASSOC_000384_RT_D1_0007,384,RT_D1_0007,D1OBS_000384_0035,1283.181935,947.264516,1263.558914,959.492272,1263.931902,957.572393,5.102833,-1.07023,-19.250034,10.307877,15.927273,3.182704,2.385092,26.879796,2.385092,15,23.542598,855,false,,1,0,temporally_supported_response,false
ASSOC_000384_RT_D1_0008,384,RT_D1_0008,D1OBS_000384_0026,1280.482895,922.151316,1291.256725,936.086869,1302.377049,943.808743,5.102833,-1.07023,21.894154,21.657427,54.37242,-10.580945,16.510274,28.257652,16.510274,3,302.570668,-211,false,,10,0,same_motion_supported,true
ASSOC_000384_RT_D1_0009,384,RT_D1_0009,D1OBS_000384_0040,1334.776471,1016.986555,1331.982932,1013.220295,1351.783333,1013.717949,5.102833,-1.07023,17.006863,-3.268606,103.778704,59.32826,24.154457,12.105321,24.154457,4,62.774484,185,false,,2,0,temporally_supported_response,false
ASSOC_000384_RT_D1_0011,384,RT_D1_0011,D1OBS_000384_0019,1205.447148,923.165779,1208.363767,922.28455,1207.879254,922.662276,5.102833,-1.07023,2.432105,-0.503504,-40.125375,-31.727412,0.749211,2.730195,0.749211,24,4.609499,1418,false,,11,0,same_motion_supported,true
ASSOC_000384_RT_D1_0012,384,RT_D1_0012,D1OBS_000384_0018,1159.690642,932.222067,1188.193054,929.862043,1178.80662,921.630662,5.102833,-1.07023,19.115978,-10.591405,-69.198009,-32.759026,15.224904,16.941694,15.224904,14,23.79499,-858,false,,4,0,same_motion_supported,true
ASSOC_000384_RT_D1_0013,384,RT_D1_0013,D1OBS_000384_0016,1153.464485,946.849582,1189.136529,928.907008,1179.121844,916.08562,5.102833,-1.07023,25.657359,-30.763962,-68.882785,-38.304068,19.840301,36.113796,19.840301,7,99.470349,-525,false,,3,0,same_motion_supported,true
ASSOC_000384_RT_D1_0014,384,RT_D1_0014,D1OBS_000384_0024,1324.71,933.963,1314.662806,947.799604,1317.59364,942.59364,5.102833,-1.07023,-7.11636,8.63064,69.589011,-11.796049,7.28569,15.60178,7.28569,7,43.922383,-434,false,,5,0,same_motion_supported,true
ASSOC_000384_RT_D1_0015,384,RT_D1_0015,D1OBS_000384_0033,1200.898305,975.800598,1224.843724,967.465149,1207.431456,954.739639,5.102833,-1.07023,6.533151,-21.06096,-40.573173,0.34995,26.300943,20.041833,26.300943,0,296.837395,-62,false,,1,0,temporally_supported_response,false
ASSOC_000384_RT_D1_0016,384,RT_D1_0016,D1OBS_000384_0020,1223.58419,925.191304,1230.330233,921.989802,1230.358543,925.302521,5.102833,-1.07023,6.774354,0.111217,-17.646085,-29.087167,4.040049,2.0469,4.040049,8,14.28389,-551,false,,3,0,same_motion_supported,true
ASSOC_000385_RT_D1_0001,385,RT_D1_0001,D1OBS_000385_0023,1321.514888,960.262025,1321.251131,955.439917,1327.979308,960.348452,5.566698,-1.296622,6.46442,0.086428,72.75132,8.063929,10.156574,1.648858,10.156574,6,2.634758,-508,false,,26,0,same_motion_supported,true
ASSOC_000385_RT_D1_0002,385,RT_D1_0002,D1OBS_000385_0020,1227.514817,966.157843,1227.551334,961.774391,1232.011209,965.958132,5.566698,-1.296622,4.496392,-0.199711,-23.21678,13.673608,7.457411,1.53257,7.457411,44,0.229062,-126,false,,26,0,same_motion_supported,true
ASSOC_000385_RT_D1_0003,385,RT_D1_0003,D1OBS_000385_0024,1333.764003,997.469839,1334.820956,992.839744,1340.464972,996.336723,5.566698,-1.296622,6.700969,-1.133116,85.236983,44.0522,8.097026,1.145995,8.097026,23,226.31749,-1566,false,,12,0,same_motion_supported,true
ASSOC_000385_RT_D1_0004,385,RT_D1_0004,D1OBS_000385_0012,1263.417822,918.154455,1268.659759,914.339987,1270.348783,918.309386,5.566698,-1.296622,6.930962,0.15493,15.120795,-33.975138,5.260741,1.992039,5.260741,12,72.587353,-652,false,,12,0,same_motion_supported,true
ASSOC_000385_RT_D1_0006,385,RT_D1_0006,D1OBS_000385_0014,1197.765487,945.744838,1204.777577,933.37803,1208.984747,922.14776,5.566698,-1.296622,11.219261,-23.597078,-46.243241,-30.136764,14.62496,23.005691,14.62496,6,0.579611,371,false,,26,0,same_motion_supported,true
ASSOC_000385_RT_D1_0007,385,RT_D1_0007,D1OBS_000385_0021,1263.931902,957.572393,1276.945301,956.91011,1305.021314,954.737123,5.566698,-1.296622,41.089413,-2.83527,49.793326,2.452599,34.341438,35.556022,34.341438,17,303.031209,-1067,false,,2,0,temporally_supported_response,false
ASSOC_000385_RT_D1_0008,385,RT_D1_0008,D1OBS_000385_0015,1302.377049,943.808743,1297.195415,931.959791,1291.343032,922.748851,5.566698,-1.296622,-11.034017,-21.059892,36.115044,-29.535672,13.308437,25.81028,13.308437,2,44.474927,104,false,,11,0,same_motion_supported,true
ASSOC_000385_RT_D1_0011,385,RT_D1_0011,D1OBS_000385_0016,1207.879254,922.662276,1219.145339,921.051242,1235.354974,925.023037,5.566698,-1.296622,27.47572,2.360761,-19.873015,-27.261487,20.352611,22.212197,20.352611,29,5.380973,-1778,false,,12,0,same_motion_supported,true
ASSOC_000385_RT_D1_0012,385,RT_D1_0012,D1OBS_000385_0013,1178.80662,921.630662,1193.609328,926.722607,1185.377049,922.010929,5.566698,-1.296622,6.570429,0.380267,-69.850939,-30.273594,11.567401,1.954337,11.567401,0,286.809597,-25,false,,5,0,same_motion_supported,true
ASSOC_000385_RT_D1_0013,385,RT_D1_0013,D1OBS_000385_0017,1179.121844,916.08562,1191.959703,927.931627,1171.914411,933.078424,5.566698,-1.296622,-7.207433,16.992803,-83.313578,-19.2061,25.2384,22.308777,25.2384,22,348.205376,1601,false,,4,0,same_motion_supported,true
ASSOC_000385_RT_D1_0014,385,RT_D1_0014,D1OBS_000385_0018,1317.59364,942.59364,1324.462616,943.54409,1336.199778,933.748058,5.566698,-1.296622,18.606138,-8.845582,80.97179,-18.536466,18.643914,15.066977,18.643914,6,20.644412,335,false,,6,0,same_motion_supported,true
ASSOC_000385_RT_D1_0015,385,RT_D1_0015,D1OBS_000385_0022,1207.431456,954.739639,1226.513422,963.674448,1201.213406,955.995896,5.566698,-1.296622,-6.21805,1.256257,-54.014582,3.711373,32.24338,12.058087,32.24338,3,24.581644,-210,false,,2,0,temporally_supported_response,false
ASSOC_000386_RT_D1_0001,386,RT_D1_0001,D1OBS_000386_0024,1327.979308,960.348452,1329.127571,953.930177,1333.352481,959.19206,5.869081,-1.595908,5.373173,-1.156393,71.175472,9.572323,8.229428,0.662645,8.229428,22,11.380937,2019,false,,27,0,same_motion_supported,true
ASSOC_000386_RT_D1_0002,386,RT_D1_0002,D1OBS_000386_0023,1232.011209,965.958132,1235.314776,960.262045,1239.024917,965.512055,5.869081,-1.595908,7.013708,-0.446077,-23.152092,15.892318,7.839837,1.622431,7.839837,68,0.363042,6775,false,,27,0,same_motion_supported,true
ASSOC_000386_RT_D1_0003,386,RT_D1_0003,D1OBS_000386_0031,1340.464972,996.336723,1342.213962,991.209363,1344.236559,995.921659,5.869081,-1.595908,3.771587,-0.415064,82.05955,46.301923,6.253688,2.407046,6.253688,31,203.818375,-1587,false,,13,0,same_motion_supported,true
ASSOC_000386_RT_D1_0004,386,RT_D1_0004,D1OBS_000386_0017,1270.348783,918.309386,1275.502804,912.811687,1275.020026,917.989018,5.869081,-1.595908,4.671243,-0.320368,12.843017,-31.630718,6.341209,1.749806,6.341209,10,57.372708,685,false,,13,0,same_motion_supported,true
ASSOC_000386_RT_D1_0005,386,RT_D1_0005,D1OBS_000386_0032,1339.105263,992.478469,1341.558944,998.556019,1343.167656,1003.562315,5.869081,-1.595908,4.062393,11.083846,80.990647,53.942578,6.412704,12.807821,6.412704,0,78.949808,47,false,,1,0,temporally_supported_response,false
ASSOC_000386_RT_D1_0006,386,RT_D1_0006,D1OBS_000386_0018,1208.984747,922.14776,1212.509918,929.02248,1216.078376,921.320113,5.869081,-1.595908,7.093628,-0.827646,-46.098633,-28.299623,10.352239,1.445594,10.352239,2,339.762841,10,false,,27,0,same_motion_supported,true
ASSOC_000386_RT_D1_0007,386,RT_D1_0007,D1OBS_000386_0022,1305.021314,954.737123,1288.087589,953.055363,1307.190252,947.634434,5.869081,-1.595908,2.168937,-7.102689,45.013242,-1.985302,24.215784,6.634433,24.215784,10,231.188742,709,false,,3,0,same_motion_supported,true
ASSOC_000386_RT_D1_0008,386,RT_D1_0008,D1OBS_000386_0015,1291.343032,922.748851,1300.221054,924.206284,1282.34787,901.024341,5.869081,-1.595908,-8.995162,-21.724511,20.170861,-48.595396,35.697629,25.022117,35.697629,4,1.071259,333,false,,12,0,same_motion_supported,true
ASSOC_000386_RT_D1_0009,386,RT_D1_0009,D1OBS_000386_0029,1351.783333,1013.717949,1345.604316,1002.050964,1343.094221,972.898241,5.869081,-1.595908,-8.689112,-40.819708,80.917212,23.278505,35.683641,41.838349,35.683641,1,22.137761,16,false,,1,0,temporally_supported_response,false
ASSOC_000386_RT_D1_0011,386,RT_D1_0011,D1OBS_000386_0019,1235.354974,925.023037,1228.800198,919.543011,1241.126797,924.811765,5.869081,-1.595908,5.771824,-0.211272,-21.050212,-24.807972,16.348052,1.388048,16.348052,5,8.258511,-190,false,,13,0,same_motion_supported,true
ASSOC_000386_RT_D1_0012,386,RT_D1_0012,D1OBS_000386_0016,1185.377049,922.010929,1198.886593,922.846,1191.270816,917.325484,5.869081,-1.595908,5.893767,-4.685445,-70.906193,-32.294253,11.470947,3.089636,11.470947,9,266.960026,640,false,,6,0,same_motion_supported,true
