response_unit_id,sar_frame,measurement_region_type,matched_gt_pair_id,matched_gt_instance_id,response_region_bbox,physical_vehicle_id,mask_class,gt_pair_linked_mask_context,frame_only_mask_context,mask_state,actual_fan_pixel_censored,gt_bbox_intersects_invalid_mask,sar_response_touches_mask,sar_response_truncation_direction,multiple_boundary_variant_uncertainty,response_center_radial_px,response_center_azimuth_deg,range_p50_width_px,range_p80_width_px,range_p90_width_px,azimuth_p50_width_px,azimuth_p80_width_px,azimuth_p90_width_px,sar_azimuth_p50_width_deg_approx,sar_azimuth_p80_width_deg_approx,sar_azimuth_p90_width_deg_approx,sar_range_p80_interval_m,sar_cross_range_p80_width_m,absolute_scale_status,scale_blocked_reason
R21B00178,271,core_region,,,"1245,1174,1275,1192",,,false,false,no_mask_audit_row,false,,,,false,181.718904,35.684289,8.476829,17.226606,21.767686,11.393421,19.641325,23.119224,3.592334,6.192889,7.289467,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00179,271,core_region,,,"1107,1138,1287,1252",,,false,false,no_mask_audit_row,false,,,,true,142.254561,17.594297,45.242838,93.954106,110.854794,62.635602,112.203081,135.706018,25.227702,45.191964,54.658227,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00180,271,core_region,,,"1107,1138,1287,1240",,,false,false,no_mask_audit_row,false,,,,true,147.984999,16.892084,40.668987,86.477684,103.515897,63.783492,112.588439,135.688077,24.695239,43.591191,52.534745,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00181,271,core_region,,,"1143,1198,1251,1252",,,false,false,no_mask_audit_row,false,,,,true,114.019121,22.156004,30.386131,53.057767,61.459867,44.976667,72.240515,84.524419,22.601237,36.301601,42.474389,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00182,271,core_region,,,"1107,1138,1287,1252",,,false,false,no_mask_audit_row,false,,,,true,142.254561,17.594297,45.242838,93.954106,110.854794,62.635602,112.203081,135.706018,25.227702,45.191964,54.658227,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00183,272,core_region,,,"1107,1138,1251,1240",,,false,false,no_mask_audit_row,false,,,,true,143.789986,10.012596,39.453373,82.090557,93.843809,55.379378,93.902228,114.290296,22.066938,37.41708,45.541082,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00184,272,core_region,,,"1143,1210,1197,1270",,,false,false,no_mask_audit_row,false,,,,false,92.001957,10.015195,19.640887,39.855674,48.718529,24.390786,39.968715,46.57727,15.189776,24.891195,29.006785,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00185,272,core_region,,,"1239,1198,1257,1240",,,false,false,no_mask_audit_row,false,,,,false,145.912851,40.107231,11.513722,19.844722,24.677744,11.072363,19.606224,24.115765,4.347798,7.6988,9.469567,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00186,272,core_region,,,"1257,1168,1281,1192",,,false,false,no_mask_audit_row,false,,,,false,189.487097,37.365796,6.444766,12.861034,16.776868,9.248123,17.340495,21.444204,2.796383,5.243297,6.484148,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00187,272,core_region,,,"1257,1138,1287,1156",,,false,false,no_mask_audit_row,false,,,,false,218.249765,32.728917,10.573207,17.121668,21.44882,12.499441,19.768177,23.19361,3.281402,5.189619,6.088877,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00188,272,core_region,,,"1227,1144,1251,1156",,,false,false,no_mask_audit_row,false,,,,false,199.603006,25.204179,4.258453,10.16618,11.975772,6.812523,15.487743,17.670075,1.955526,4.445736,5.072172,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00189,272,core_region,,,"1107,1138,1251,1270",,,false,false,no_mask_audit_row,false,,,,true,129.044798,11.170612,53.702281,99.143864,116.815247,54.608943,94.24789,117.227507,24.246324,41.845982,52.048912,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00190,272,core_region,,,"1107,1138,1257,1240",,,false,false,no_mask_audit_row,false,,,,true,144.341817,11.185377,39.700207,81.961003,94.647555,56.759712,99.142441,117.332596,22.530491,39.354108,46.574601,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00191,273,core_region,WGV35A_PAIR_0211,326,"1115,1140,1259,1266",PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,true,false,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0211,false,false,true,bottom_near_range_mask,false,131.798179,14.500167,50.460485,96.747922,114.80887,54.917299,95.395855,116.110861,23.873846,41.47083,50.476132,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00192,273,core_region,WGV35A_PAIR_0211,326,"1241,1194,1259,1236",PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,true,false,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0211,false,false,true,bottom_near_range_mask,false,150.2643,39.70793,12.191851,21.540712,26.782143,11.121737,19.192849,23.808716,4.240718,7.318234,9.078264,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00193,273,core_region,WGV35A_PAIR_0211,326,"1265,1170,1283,1188",PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,true,false,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0211,false,false,true,bottom_near_range_mask,false,193.345701,38.363613,4.834863,10.290376,13.883939,7.807776,15.158341,17.934715,2.313745,4.492,5.314747,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00194,273,core_region,WGV35A_PAIR_0211,326,"1259,1140,1289,1152",PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,true,false,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0211,false,false,true,bottom_near_range_mask,false,220.175294,33.026049,9.390699,15.17609,18.446211,12.073108,20.373766,22.637417,3.141761,5.301825,5.89089,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00195,273,core_region,WGV35A_PAIR_0211,326,"1115,1140,1259,1266",PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,true,false,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0211,false,false,true,bottom_near_range_mask,false,131.798179,14.500167,50.460485,96.747922,114.80887,54.917299,95.395855,116.110861,23.873846,41.47083,50.476132,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00196,276,core_region,,,"1115,1140,1271,1242",,,false,false,no_mask_audit_row,false,,,,false,144.945369,15.608749,36.045305,81.000173,94.697748,59.007059,106.946501,126.578725,23.325032,42.275122,50.035588,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00197,276,core_region,,,"1157,1212,1211,1242",,,false,false,no_mask_audit_row,false,,,,true,107.856201,16.14971,7.814108,17.163594,22.47066,18.276186,37.512911,41.91136,9.708745,19.927751,22.264311,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00198,276,core_region,,,"1253,1194,1271,1236",,,false,false,no_mask_audit_row,false,,,,false,158.200379,43.053308,11.393146,22.209808,27.334953,11.615649,20.864678,25.248991,4.206865,7.556606,9.144483,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00199,276,core_region,,,"1271,1140,1283,1152",,,false,false,no_mask_audit_row,false,,,,false,221.824615,33.67574,2.775165,5.549429,8.320988,4.438642,8.876382,10.539858,1.146471,2.292709,2.722373,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00200,276,core_region,,,"1175,1254,1211,1266",,,false,false,no_mask_audit_row,false,,,,false,80.655812,28.916609,7.853123,14.139093,17.432098,13.154663,22.733638,27.043308,9.344729,16.149382,19.210859,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00201,276,core_region,,,"1115,1140,1271,1242",,,false,false,no_mask_audit_row,false,,,,false,144.945369,15.608749,36.045305,81.000173,94.697748,59.007059,106.946501,126.578725,23.325032,42.275122,50.035588,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00202,276,core_region,,,"1115,1140,1271,1242",,,false,false,no_mask_audit_row,false,,,,false,144.945369,15.608749,36.045305,81.000173,94.697748,59.007059,106.946501,126.578725,23.325032,42.275122,50.035588,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00203,276,core_region,,,"1157,1194,1271,1242",,,false,false,no_mask_audit_row,false,,,,true,127.588244,28.051354,37.884368,60.740706,67.981185,41.433284,72.95343,84.67081,18.606356,32.761041,38.022939,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00204,278,core_region,,,"1121,1140,1277,1236",,,false,false,no_mask_audit_row,false,,,,true,149.531803,17.51403,33.287902,70.409102,91.991133,59.794638,109.004237,130.54748,22.911383,41.766919,50.021597,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00205,278,core_region,,,"1163,1212,1217,1266",,,false,false,no_mask_audit_row,false,,,,false,98.420323,21.455477,19.613835,37.028938,45.937667,21.77599,39.089488,45.872639,12.676979,22.7561,26.704938,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00206,278,core_region,,,"1277,1140,1289,1158",,,false,false,no_mask_audit_row,false,,,,false,222.754484,35.388174,5.234463,11.520307,13.043957,5.212016,9.052119,11.132436,1.340608,2.32834,2.863429,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00207,278,core_region,,,"1121,1140,1277,1266",,,false,false,no_mask_audit_row,false,,,,true,135.302476,19.425941,45.276333,99.674451,120.986699,58.579859,106.015798,127.747847,24.806484,44.893914,54.096663,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00208,279,core_region,,,"1115,1140,1283,1236",,,false,false,no_mask_audit_row,false,,,,true,149.531803,17.51403,34.452872,72.586566,93.996058,61.877138,115.531276,136.070051,23.70933,44.267871,52.137669,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00209,279,core_region,,,"1163,1212,1217,1266",,,false,false,no_mask_audit_row,false,,,,false,98.420323,21.455477,18.646555,36.732251,44.90536,19.878008,37.366266,44.145354,11.572061,21.752919,25.699392,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00210,279,core_region,,,"1259,1140,1289,1158",,,false,false,no_mask_audit_row,false,,,,false,217.666166,33.456447,8.909056,17.729903,20.24752,11.173073,18.608312,21.691933,2.941063,4.898224,5.709919,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00211,279,core_region,,,"1289,1170,1313,1200",,,false,false,no_mask_audit_row,false,,,,false,206.901812,45.27414,7.070987,14.798324,19.074748,12.748076,23.391772,27.627598,3.53023,6.477709,7.650705,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00212,279,core_region,,,"1115,1140,1283,1266",,,false,false,no_mask_audit_row,false,,,,true,135.302476,19.425941,47.026486,102.066129,124.294843,60.925714,112.339408,133.032303,25.79987,47.571738,56.334442,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00213,280,core_region,,,"1115,1140,1277,1236",,,false,false,no_mask_audit_row,false,,,,true,148.656517,16.411291,32.437192,70.722766,92.39151,60.355242,114.960315,132.174495,23.262355,44.308457,50.943214,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00214,280,core_region,,,"1163,1212,1223,1266",,,false,false,no_mask_audit_row,false,,,,false,99.556818,23.062568,18.556238,37.158681,45.867276,20.241708,38.62518,46.650748,11.649272,22.229113,26.847895,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00215,280,core_region,,,"1265,1146,1277,1158",,,false,false,no_mask_audit_row,false,,,,false,213.51103,33.228615,2.596587,6.172983,7.528417,5.249378,9.402793,10.816303,1.408673,2.523244,2.90256,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00216,280,core_region,,,"1115,1140,1277,1266",,,false,false,no_mask_audit_row,false,,,,true,134.334508,18.219147,47.25517,100.447757,121.416308,60.30915,111.593069,129.929385,25.722801,47.596198,55.416925,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00217,281,core_region,,,"1115,1140,1283,1236",,,false,false,no_mask_audit_row,false,,,,true,149.531803,17.51403,34.343196,72.98113,94.351835,62.346603,119.068985,138.176626,23.889214,45.623407,52.944841,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00218,281,core_region,,,"1169,1212,1223,1266",,,false,false,no_mask_audit_row,false,,,,true,100.769837,24.632179,18.48569,37.495347,45.640642,18.747674,36.518864,43.44951,10.659565,20.76392,24.704551,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00219,281,core_region,,,"1271,1200,1283,1230",,,false,false,no_mask_audit_row,false,,,,false,168.796801,46.776416,7.243028,14.425629,18.069063,10.026256,16.847476,20.227872,3.403276,5.718647,6.866076,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00220,281,core_region,,,"1265,1140,1301,1158",,,false,false,no_mask_audit_row,false,,,,false,222.754484,35.388174,9.203855,18.919484,21.921893,12.251156,20.831006,23.619727,3.15118,5.358046,6.075346,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00221,281,core_region,,,"1115,1140,1283,1266",,,false,false,no_mask_audit_row,false,,,,true,135.302476,19.425941,47.435939,100.849596,123.478893,60.757203,114.157556,133.970941,25.728511,48.341659,56.731922,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00222,281,core_region,,,"1115,1140,1283,1236",,,false,false,no_mask_audit_row,false,,,,true,149.531803,17.51403,34.343196,72.98113,94.351835,62.346603,119.068985,138.176626,23.889214,45.623407,52.944841,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00223,281,core_region,,,"1169,1200,1283,1266",,,false,false,no_mask_audit_row,false,,,,true,121.283799,36.416379,40.170246,75.525338,89.350763,36.977733,65.301384,79.417037,17.468681,30.849081,37.517468,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00224,281,core_region,,,"1115,1140,1283,1266",,,false,false,no_mask_audit_row,false,,,,true,135.302476,19.425941,47.435939,100.849596,123.478893,60.757203,114.157556,133.970941,25.728511,48.341659,56.731922,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00225,284,core_region,,,"1115,1140,1301,1236",,,false,false,no_mask_audit_row,false,,,,true,152.481999,20.740756,37.528364,74.073006,95.7031,65.769075,128.131846,148.623445,24.713018,48.146103,55.845911,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00226,284,core_region,,,"1175,1206,1235,1266",,,false,false,no_mask_audit_row,false,,,,false,107.471671,28.329642,21.415876,43.972518,54.114726,18.959415,37.650852,46.047484,10.107728,20.072591,24.549041,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00227,284,core_region,,,"1283,1200,1289,1218",,,false,false,no_mask_audit_row,false,,,,false,179.473006,47.348353,4.239078,8.130471,9.659391,5.264301,9.561326,12.387378,1.680599,3.052401,3.954603,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00228,284,core_region,,,"1301,1140,1307,1146",,,false,false,no_mask_audit_row,false,,,,false,240.195254,38.644907,2.186554,4.21657,4.997601,1.718602,3.280664,4.21657,0.409952,0.782564,1.005814,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00229,284,core_region,,,"1319,1194,1331,1200",,,false,false,no_mask_audit_row,false,,,,false,217.002212,51.999967,1.748369,4.555714,7.018362,2.979693,5.269992,7.018362,0.786738,1.391453,1.85308,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00230,284,core_region,,,"1115,1140,1301,1266",,,false,false,no_mask_audit_row,false,,,,true,138.555981,22.93796,50.512435,105.81427,131.808095,66.944782,122.561291,145.258254,27.683059,50.681642,60.067309,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00231,288,core_region,WGV35A_PAIR_0212,327,"1146,1138,1308,1228",PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,true,false,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0212,false,false,true,bottom_near_range_mask,true,164.665601,26.316076,31.007083,65.580182,88.940252,57.985396,110.472375,135.891163,20.176154,38.43912,47.283647,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00232,288,core_region,WGV35A_PAIR_0212,327,"1200,1192,1224,1240",PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,true,false,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0212,false,false,true,bottom_near_range_mask,false,128.441271,26.844346,10.728639,24.101288,32.120517,10.32067,21.985145,27.833733,4.603901,9.807253,12.416223,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00233,288,core_region,WGV35A_PAIR_0212,327,"1230,1228,1248,1240",PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,true,false,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0212,false,false,true,bottom_near_range_mask,false,128.672297,41.345103,3.963557,7.717279,10.749789,5.25521,9.759677,12.221745,2.340064,4.345833,5.442154,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00234,288,core_region,WGV35A_PAIR_0212,327,"1170,1246,1206,1270",PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,true,false,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0212,false,false,true,bottom_near_range_mask,false,80.167076,25.094612,9.365441,17.056878,21.470161,14.77664,25.127523,29.518353,10.560933,17.958757,21.096903,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00235,288,core_region,WGV35A_PAIR_0212,327,"1146,1138,1308,1240",PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,true,false,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0212,false,false,true,bottom_near_range_mask,true,159.309636,27.272768,36.967004,83.038292,100.781098,54.787646,107.682124,134.446356,19.704401,38.727923,48.35369,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00236,289,core_region,,,"1146,1138,1308,1228",,,false,false,no_mask_audit_row,false,,,,true,164.665601,26.316076,30.169021,62.871662,86.085982,57.338023,111.427037,136.758375,19.950899,38.771297,47.585395,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00237,289,core_region,,,"1200,1210,1224,1240",,,false,false,no_mask_audit_row,false,,,,true,120.479708,28.777458,9.641458,18.270297,22.616257,9.591657,18.220496,22.24441,4.561444,8.665007,10.578635,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00238,289,core_region,,,"1146,1246,1206,1270",,,false,false,no_mask_audit_row,false,,,,false,75.860134,16.858399,10.933279,21.199541,26.303671,26.796683,44.342131,50.548289,20.239047,33.490805,38.178203,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00239,289,core_region,,,"1242,1228,1248,1240",,,false,false,no_mask_audit_row,false,,,,false,132.71232,43.290186,2.995954,5.780925,7.194509,2.827168,5.654336,7.66922,1.220571,2.441142,3.311026,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00240,289,core_region,,,"1320,1138,1344,1150",,,false,false,no_mask_audit_row,false,,,,false,257.882842,43.648787,9.106461,15.351933,16.765753,7.10245,13.8148,16.609093,1.578005,3.069339,3.690168,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
