family_id,response_box_id,core_subgraph_id,sar_frame,member_relation_to_family,box_state,core_member_atom_ids,strong_optional_atom_ids,uncertain_optional_atom_ids,conservative_response_bbox,uncertain_envelope_bbox
R21R1F00104,R21B00144,R21C00144,259,nested_same_core_variant,vehicle_response_box_possible,R21A00117,,R21A00116;R21A00118,"1189,1195,1218,1237","1069,1135,1218,1255"
R21R1F00104,R21B00148,R21C00148,259,nested_same_core_variant,vehicle_response_box_supported,R21A00117;R21A00118,,R21A00116,"1189,1141,1218,1237","1069,1135,1218,1255"
R21R1F00105,R21B00145,R21C00145,259,single_member_family,vehicle_part_box_only,R21A00118,,R21A00116;R21A00117,"1189,1141,1218,1189","1069,1135,1218,1255"
R21R1F00106,R21B00150,R21C00150,260,nested_same_core_variant,unresolved,R21A00119,,R21A00120;R21A00121,"1075,1135,1218,1195","1075,1135,1218,1255"
R21R1F00106,R21B00153,R21C00153,260,exact_duplicate_bbox;high_iou_boundary_variant;nested_same_core_variant,unresolved,R21A00119;R21A00120,,R21A00121,"1075,1135,1218,1255","1075,1135,1218,1255"
R21R1F00106,R21B00154,R21C00154,260,high_iou_boundary_variant;nested_same_core_variant,unresolved,R21A00119;R21A00121,,R21A00120,"1075,1135,1218,1237","1075,1135,1218,1255"
R21R1F00106,R21B00156,R21C00156,260,exact_duplicate_bbox;high_iou_boundary_variant;nested_same_core_variant,vehicle_response_box_supported,R21A00119;R21A00120;R21A00121,,,"1075,1135,1218,1255","1075,1135,1218,1255"
R21R1F00107,R21B00151,R21C00151,260,nested_same_core_variant,vehicle_response_box_possible,R21A00120,,R21A00119;R21A00121,"1117,1201,1189,1255","1075,1135,1218,1255"
R21R1F00107,R21B00155,R21C00155,260,nested_same_core_variant,vehicle_response_box_supported,R21A00120;R21A00121,,R21A00119,"1117,1201,1218,1255","1075,1135,1218,1255"
R21R1F00108,R21B00152,R21C00152,260,single_member_family,vehicle_part_box_only,R21A00121,,R21A00119;R21A00120,"1195,1201,1218,1237","1075,1135,1218,1255"
R21R1F00109,R21B00157,R21C00157,262,single_member_family,vehicle_response_box_possible,R21A00122,,,"1075,1135,1218,1267","1075,1135,1218,1267"
R21R1F00110,R21B00158,R21C00158,263,single_member_family,vehicle_response_box_possible,R21A00123,,,"1069,1135,1218,1261","1069,1135,1218,1261"
R21R1F00111,R21B00159,R21C00159,269,exact_duplicate_bbox;high_iou_boundary_variant;nested_same_core_variant,unresolved,R21A00124,,R21A00125;R21A00126;R21A00127;R21A00128;R21A00129,"1107,1138,1245,1246","1107,1138,1281,1258"
R21R1F00111,R21B00161,R21C00161,269,nested_same_core_variant,vehicle_part_box_only,R21A00126,,R21A00124;R21A00125;R21A00127;R21A00128;R21A00129,"1227,1192,1245,1240","1107,1138,1281,1258"
R21R1F00111,R21B00165,R21C00165,269,high_iou_boundary_variant;nested_same_core_variant,unresolved,R21A00124;R21A00125,,R21A00126;R21A00127;R21A00128;R21A00129,"1107,1138,1245,1258","1107,1138,1281,1258"
R21R1F00111,R21B00166,R21C00166,269,exact_duplicate_bbox;high_iou_boundary_variant;nested_same_core_variant,unresolved,R21A00124;R21A00126,,R21A00125;R21A00127;R21A00128;R21A00129,"1107,1138,1245,1246","1107,1138,1281,1258"
R21R1F00112,R21B00160,R21C00160,269,single_member_family,vehicle_response_box_possible,R21A00125,,R21A00124;R21A00126;R21A00127,"1143,1204,1185,1258","1107,1138,1263,1258"
R21R1F00113,R21B00162,R21C00162,269,single_member_family,unresolved,R21A00127,,R21A00124;R21A00125;R21A00126;R21A00128;R21A00129,"1251,1174,1263,1186","1107,1138,1281,1258"
R21R1F00114,R21B00163,R21C00163,269,single_member_family,unresolved,R21A00128,,R21A00124;R21A00126;R21A00127;R21A00129,"1263,1138,1281,1150","1107,1138,1281,1246"
R21R1F00115,R21B00164,R21C00164,269,single_member_family,unresolved,R21A00129,,R21A00124;R21A00126;R21A00127;R21A00128,"1245,1138,1257,1156","1107,1138,1281,1246"
R21R1F00116,R21B00167,R21C00167,270,exact_duplicate_bbox;high_iou_boundary_variant;nested_same_core_variant,unresolved,R21A00130,,R21A00131;R21A00132;R21A00133;R21A00134,"1107,1138,1263,1240","1107,1138,1287,1258"
R21R1F00116,R21B00169,R21C00169,270,nested_same_core_variant,vehicle_part_box_only,R21A00132,,R21A00130;R21A00131;R21A00133;R21A00134,"1233,1192,1245,1234","1107,1138,1287,1258"
R21R1F00116,R21B00172,R21C00172,270,high_iou_boundary_variant;nested_same_core_variant,unresolved,R21A00130;R21A00131,,R21A00132;R21A00133;R21A00134,"1107,1138,1263,1258","1107,1138,1287,1258"
R21R1F00116,R21B00173,R21C00173,270,exact_duplicate_bbox;high_iou_boundary_variant;nested_same_core_variant,unresolved,R21A00130;R21A00132,,R21A00131;R21A00133;R21A00134,"1107,1138,1263,1240","1107,1138,1287,1258"
R21R1F00116,R21B00174,R21C00174,270,high_iou_boundary_variant;nested_same_core_variant,unresolved,R21A00130;R21A00133,,R21A00131;R21A00132;R21A00134,"1107,1138,1275,1240","1107,1138,1287,1258"
R21R1F00117,R21B00168,R21C00168,270,single_member_family,vehicle_response_box_possible,R21A00131,,R21A00130;R21A00132;R21A00133,"1137,1204,1185,1258","1107,1138,1275,1258"
R21R1F00118,R21B00170,R21C00170,270,single_member_family,unresolved,R21A00133,,R21A00130;R21A00131;R21A00132;R21A00134,"1245,1162,1275,1186","1107,1138,1287,1258"
R21R1F00119,R21B00171,R21C00171,270,single_member_family,unresolved,R21A00134,,R21A00130;R21A00132;R21A00133,"1269,1138,1287,1150","1107,1138,1287,1240"
R21R1F00120,R21B00175,R21C00175,271,exact_duplicate_bbox;high_iou_boundary_variant;nested_same_core_variant,unresolved,R21A00135,,R21A00136;R21A00137;R21A00138,"1107,1138,1287,1240","1107,1138,1287,1252"
R21R1F00120,R21B00177,R21C00177,271,nested_same_core_variant,vehicle_part_box_only,R21A00137,,R21A00135;R21A00136;R21A00138,"1233,1198,1251,1240","1107,1138,1287,1252"
R21R1F00120,R21B00179,R21C00179,271,exact_duplicate_bbox;high_iou_boundary_variant;nested_same_core_variant,unresolved,R21A00135;R21A00136,,R21A00137;R21A00138,"1107,1138,1287,1252","1107,1138,1287,1252"
R21R1F00120,R21B00180,R21C00180,271,exact_duplicate_bbox;high_iou_boundary_variant;nested_same_core_variant,unresolved,R21A00135;R21A00137,,R21A00136;R21A00138,"1107,1138,1287,1240","1107,1138,1287,1252"
R21R1F00120,R21B00182,R21C00182,271,exact_duplicate_bbox;high_iou_boundary_variant;nested_same_core_variant,vehicle_response_box_supported,R21A00135;R21A00136;R21A00137,,R21A00138,"1107,1138,1287,1252","1107,1138,1287,1252"
R21R1F00121,R21B00176,R21C00176,271,nested_same_core_variant,vehicle_response_box_possible,R21A00136,,R21A00135;R21A00137;R21A00138,"1143,1210,1197,1252","1107,1138,1287,1252"
R21R1F00121,R21B00181,R21C00181,271,nested_same_core_variant,vehicle_response_box_supported,R21A00136;R21A00137,,R21A00135;R21A00138,"1143,1198,1251,1252","1107,1138,1287,1252"
R21R1F00122,R21B00178,R21C00178,271,single_member_family,unresolved,R21A00138,,R21A00135;R21A00136;R21A00137,"1245,1174,1275,1192","1107,1138,1287,1252"
R21R1F00123,R21B00183,R21C00183,272,high_iou_boundary_variant,unresolved,R21A00139,,R21A00140;R21A00141;R21A00142;R21A00143;R21A00144,"1107,1138,1251,1240","1107,1138,1287,1270"
R21R1F00123,R21B00189,R21C00189,272,high_iou_boundary_variant,unresolved,R21A00139;R21A00140,,R21A00141;R21A00142;R21A00143;R21A00144,"1107,1138,1251,1270","1107,1138,1287,1270"
R21R1F00124,R21B00184,R21C00184,272,single_member_family,vehicle_response_box_possible,R21A00140,,R21A00139;R21A00141;R21A00142;R21A00144,"1143,1210,1197,1270","1107,1138,1281,1270"
R21R1F00125,R21B00185,R21C00185,272,nested_same_core_variant,vehicle_part_box_only,R21A00141,,R21A00139;R21A00140;R21A00142;R21A00143;R21A00144,"1239,1198,1257,1240","1107,1138,1287,1270"
R21R1F00125,R21B00190,R21C00190,272,nested_same_core_variant,unresolved,R21A00139;R21A00141,,R21A00140;R21A00142;R21A00143;R21A00144,"1107,1138,1257,1240","1107,1138,1287,1270"
R21R1F00126,R21B00186,R21C00186,272,single_member_family,unresolved,R21A00142,,R21A00139;R21A00140;R21A00141;R21A00143;R21A00144,"1257,1168,1281,1192","1107,1138,1287,1270"
R21R1F00127,R21B00187,R21C00187,272,single_member_family,unresolved,R21A00143,,R21A00139;R21A00141;R21A00142;R21A00144,"1257,1138,1287,1156","1107,1138,1287,1240"
R21R1F00128,R21B00188,R21C00188,272,single_member_family,unresolved,R21A00144,,R21A00139;R21A00140;R21A00141;R21A00142;R21A00143,"1227,1144,1251,1156","1107,1138,1287,1270"
R21R1F00129,R21B00191,R21C00191,273,exact_duplicate_bbox;nested_same_core_variant,vehicle_response_box_possible,R21A00145,,R21A00146;R21A00147;R21A00148,"1115,1140,1259,1266","1115,1140,1289,1266"
R21R1F00129,R21B00192,R21C00192,273,nested_same_core_variant,vehicle_part_box_only,R21A00146,,R21A00145;R21A00147;R21A00148,"1241,1194,1259,1236","1115,1140,1289,1266"
R21R1F00129,R21B00195,R21C00195,273,exact_duplicate_bbox;nested_same_core_variant,vehicle_response_box_supported,R21A00145;R21A00146,,R21A00147;R21A00148,"1115,1140,1259,1266","1115,1140,1289,1266"
R21R1F00130,R21B00193,R21C00193,273,single_member_family,unresolved,R21A00147,,R21A00145;R21A00146;R21A00148,"1265,1170,1283,1188","1115,1140,1289,1266"
R21R1F00131,R21B00194,R21C00194,273,single_member_family,unresolved,R21A00148,,R21A00145;R21A00146;R21A00147,"1259,1140,1289,1152","1115,1140,1289,1266"
R21R1F00132,R21B00196,R21C00196,276,exact_duplicate_bbox;nested_same_core_variant,unresolved,R21A00149,,R21A00150;R21A00151;R21A00152;R21A00153,"1115,1140,1271,1242","1115,1140,1283,1266"
R21R1F00132,R21B00197,R21C00197,276,nested_same_core_variant,vehicle_response_box_possible,R21A00150,,R21A00149;R21A00151;R21A00153,"1157,1212,1211,1242","1115,1140,1271,1266"
R21R1F00132,R21B00201,R21C00201,276,exact_duplicate_bbox;nested_same_core_variant,unresolved,R21A00149;R21A00150,,R21A00151;R21A00152;R21A00153,"1115,1140,1271,1242","1115,1140,1283,1266"
R21R1F00132,R21B00202,R21C00202,276,exact_duplicate_bbox;nested_same_core_variant,unresolved,R21A00149;R21A00151,,R21A00150;R21A00152;R21A00153,"1115,1140,1271,1242","1115,1140,1283,1266"
R21R1F00132,R21B00203,R21C00203,276,nested_same_core_variant,vehicle_response_box_supported,R21A00150;R21A00151,,R21A00149;R21A00152;R21A00153,"1157,1194,1271,1242","1115,1140,1283,1266"
R21R1F00133,R21B00198,R21C00198,276,single_member_family,vehicle_part_box_only,R21A00151,,R21A00149;R21A00150;R21A00152;R21A00153,"1253,1194,1271,1236","1115,1140,1283,1266"
R21R1F00134,R21B00199,R21C00199,276,single_member_family,unresolved,R21A00152,,R21A00149;R21A00151,"1271,1140,1283,1152","1115,1140,1283,1242"
R21R1F00135,R21B00200,R21C00200,276,single_member_family,unresolved,R21A00153,,R21A00149;R21A00150;R21A00151,"1175,1254,1211,1266","1115,1140,1271,1266"
R21R1F00136,R21B00204,R21C00204,278,high_iou_boundary_variant,unresolved,R21A00154,,R21A00155;R21A00156,"1121,1140,1277,1236","1121,1140,1289,1266"
R21R1F00136,R21B00207,R21C00207,278,high_iou_boundary_variant,unresolved,R21A00154;R21A00155,,R21A00156,"1121,1140,1277,1266","1121,1140,1289,1266"
R21R1F00137,R21B00205,R21C00205,278,single_member_family,vehicle_response_box_possible,R21A00155,,R21A00154,"1163,1212,1217,1266","1121,1140,1277,1266"
R21R1F00138,R21B00206,R21C00206,278,single_member_family,unresolved,R21A00156,,R21A00154,"1277,1140,1289,1158","1121,1140,1289,1236"
R21R1F00139,R21B00208,R21C00208,279,high_iou_boundary_variant,unresolved,R21A00157,,R21A00158;R21A00159;R21A00160,"1115,1140,1283,1236","1115,1140,1313,1266"
R21R1F00139,R21B00212,R21C00212,279,high_iou_boundary_variant,unresolved,R21A00157;R21A00158,,R21A00159;R21A00160,"1115,1140,1283,1266","1115,1140,1313,1266"
R21R1F00140,R21B00209,R21C00209,279,single_member_family,vehicle_response_box_possible,R21A00158,,R21A00157,"1163,1212,1217,1266","1115,1140,1283,1266"
R21R1F00141,R21B00210,R21C00210,279,single_member_family,unresolved,R21A00159,,R21A00157;R21A00160,"1259,1140,1289,1158","1115,1140,1313,1236"
R21R1F00142,R21B00211,R21C00211,279,single_member_family,unresolved,R21A00160,,R21A00157;R21A00159,"1289,1170,1313,1200","1115,1140,1313,1236"
R21R1F00143,R21B00213,R21C00213,280,high_iou_boundary_variant,unresolved,R21A00161,,R21A00162;R21A00163,"1115,1140,1277,1236","1115,1140,1277,1266"
R21R1F00143,R21B00216,R21C00216,280,high_iou_boundary_variant,unresolved,R21A00161;R21A00162,,R21A00163,"1115,1140,1277,1266","1115,1140,1277,1266"
R21R1F00144,R21B00214,R21C00214,280,single_member_family,vehicle_response_box_possible,R21A00162,,R21A00161,"1163,1212,1223,1266","1115,1140,1277,1266"
R21R1F00145,R21B00215,R21C00215,280,single_member_family,unresolved,R21A00163,,R21A00161,"1265,1146,1277,1158","1115,1140,1277,1236"
R21R1F00146,R21B00217,R21C00217,281,exact_duplicate_bbox;high_iou_boundary_variant;nested_same_core_variant,unresolved,R21A00164,,R21A00165;R21A00166;R21A00167,"1115,1140,1283,1236","1115,1140,1301,1266"
R21R1F00146,R21B00219,R21C00219,281,nested_same_core_variant,vehicle_part_box_only,R21A00166,,R21A00164;R21A00165;R21A00167,"1271,1200,1283,1230","1115,1140,1301,1266"
R21R1F00146,R21B00221,R21C00221,281,exact_duplicate_bbox;high_iou_boundary_variant;nested_same_core_variant,unresolved,R21A00164;R21A00165,,R21A00166;R21A00167,"1115,1140,1283,1266","1115,1140,1301,1266"
R21R1F00146,R21B00222,R21C00222,281,exact_duplicate_bbox;high_iou_boundary_variant;nested_same_core_variant,unresolved,R21A00164;R21A00166,,R21A00165;R21A00167,"1115,1140,1283,1236","1115,1140,1301,1266"
R21R1F00146,R21B00224,R21C00224,281,exact_duplicate_bbox;high_iou_boundary_variant;nested_same_core_variant,vehicle_response_box_supported,R21A00164;R21A00165;R21A00166,,R21A00167,"1115,1140,1283,1266","1115,1140,1301,1266"
R21R1F00147,R21B00218,R21C00218,281,nested_same_core_variant,vehicle_response_box_possible,R21A00165,,R21A00164;R21A00166,"1169,1212,1223,1266","1115,1140,1283,1266"
R21R1F00147,R21B00223,R21C00223,281,nested_same_core_variant,vehicle_response_box_supported,R21A00165;R21A00166,,R21A00164;R21A00167,"1169,1200,1283,1266","1115,1140,1301,1266"
R21R1F00148,R21B00220,R21C00220,281,single_member_family,unresolved,R21A00167,,R21A00164;R21A00166,"1265,1140,1301,1158","1115,1140,1301,1236"
R21R1F00149,R21B00225,R21C00225,284,high_iou_boundary_variant,unresolved,R21A00168,,R21A00169;R21A00170;R21A00171;R21A00172,"1115,1140,1301,1236","1115,1140,1331,1266"
R21R1F00149,R21B00230,R21C00230,284,high_iou_boundary_variant,unresolved,R21A00168;R21A00169,,R21A00170;R21A00171;R21A00172,"1115,1140,1301,1266","1115,1140,1331,1266"
R21R1F00150,R21B00226,R21C00226,284,single_member_family,vehicle_response_box_possible,R21A00169,,R21A00168;R21A00170,"1175,1206,1235,1266","1115,1140,1301,1266"
R21R1F00151,R21B00227,R21C00227,284,single_member_family,unresolved,R21A00170,,R21A00168;R21A00169;R21A00171;R21A00172,"1283,1200,1289,1218","1115,1140,1331,1266"
R21R1F00152,R21B00228,R21C00228,284,single_member_family,unresolved,R21A00171,,R21A00168;R21A00170;R21A00172,"1301,1140,1307,1146","1115,1140,1331,1236"
R21R1F00153,R21B00229,R21C00229,284,single_member_family,unresolved,R21A00172,,R21A00168;R21A00170;R21A00171,"1319,1194,1331,1200","1115,1140,1331,1236"
R21R1F00154,R21B00231,R21C00231,288,high_iou_boundary_variant,unresolved,R21A00173,,R21A00174;R21A00175;R21A00176,"1146,1138,1308,1228","1146,1138,1308,1270"
R21R1F00154,R21B00235,R21C00235,288,high_iou_boundary_variant,unresolved,R21A00173;R21A00174,,R21A00175;R21A00176,"1146,1138,1308,1240","1146,1138,1308,1270"
R21R1F00155,R21B00232,R21C00232,288,single_member_family,vehicle_response_box_possible,R21A00174,,R21A00173;R21A00175;R21A00176,"1200,1192,1224,1240","1146,1138,1308,1270"
R21R1F00156,R21B00233,R21C00233,288,single_member_family,unresolved,R21A00175,,R21A00173;R21A00174;R21A00176,"1230,1228,1248,1240","1146,1138,1308,1270"
R21R1F00157,R21B00234,R21C00234,288,single_member_family,unresolved,R21A00176,,R21A00173;R21A00174;R21A00175,"1170,1246,1206,1270","1146,1138,1308,1270"
R21R1F00158,R21B00236,R21C00236,289,high_iou_boundary_variant;nested_same_core_variant,unresolved,R21A00177,,R21A00178;R21A00179;R21A00180;R21A00181,"1146,1138,1308,1228","1146,1138,1344,1270"
R21R1F00158,R21B00241,R21C00241,289,high_iou_boundary_variant,unresolved,R21A00177;R21A00178,,R21A00179;R21A00180;R21A00181,"1146,1138,1308,1240","1146,1138,1344,1270"
R21R1F00158,R21B00242,R21C00242,289,high_iou_boundary_variant;nested_same_core_variant,unresolved,R21A00177;R21A00179,,R21A00178;R21A00180;R21A00181,"1146,1138,1308,1270","1146,1138,1344,1270"
R21R1F00159,R21B00237,R21C00237,289,nested_same_core_variant,vehicle_response_box_possible,R21A00178,,R21A00177;R21A00179;R21A00180,"1200,1210,1224,1240","1146,1138,1308,1270"
R21R1F00159,R21B00243,R21C00243,289,nested_same_core_variant,vehicle_response_box_supported,R21A00178;R21A00179,,R21A00177;R21A00180,"1146,1210,1224,1270","1146,1138,1308,1270"
R21R1F00160,R21B00238,R21C00238,289,single_member_family,vehicle_part_box_only,R21A00179,,R21A00177;R21A00178;R21A00180,"1146,1246,1206,1270","1146,1138,1308,1270"
R21R1F00161,R21B00239,R21C00239,289,single_member_family,unresolved,R21A00180,,R21A00177;R21A00178;R21A00179,"1242,1228,1248,1240","1146,1138,1308,1270"
R21R1F00162,R21B00240,R21C00240,289,single_member_family,unresolved,R21A00181,,R21A00177,"1320,1138,1344,1150","1146,1138,1344,1228"
R21R1F00163,R21B00244,R21C00244,290,high_iou_boundary_variant;nested_same_core_variant,unresolved,R21A00182,,R21A00183;R21A00184,"1146,1138,1314,1228","1146,1138,1314,1282"
R21R1F00163,R21B00247,R21C00247,290,high_iou_boundary_variant;nested_same_core_variant,unresolved,R21A00182;R21A00183,,R21A00184,"1146,1138,1314,1240","1146,1138,1314,1282"
R21R1F00163,R21B00248,R21C00248,290,exact_duplicate_bbox;nested_same_core_variant,unresolved,R21A00182;R21A00184,,R21A00183,"1146,1138,1314,1282","1146,1138,1314,1282"
R21R1F00163,R21B00250,R21C00250,290,exact_duplicate_bbox;nested_same_core_variant,vehicle_response_box_possible,R21A00182;R21A00183;R21A00184,,,"1146,1138,1314,1282","1146,1138,1314,1282"
R21R1F00164,R21B00245,R21C00245,290,nested_same_core_variant,vehicle_part_box_only,R21A00183,,R21A00182;R21A00184,"1206,1192,1236,1240","1146,1138,1314,1282"
R21R1F00164,R21B00249,R21C00249,290,nested_same_core_variant,vehicle_response_box_possible,R21A00183;R21A00184,,R21A00182,"1146,1192,1236,1282","1146,1138,1314,1282"
R21R1F00165,R21B00246,R21C00246,290,single_member_family,vehicle_part_box_only,R21A00184,,R21A00182;R21A00183,"1146,1246,1206,1282","1146,1138,1314,1282"
