component_id,scene,sar_frame,target_azimuth_min,target_azimuth_max,target_radial_pixel_min,target_radial_pixel_max,target_valid_pixel_count,target_mean_intensity,adjacent_control_status,adjacent_control_mean,adjacent_control_ratio,far_control_status,far_control_mean,far_control_ratio,temporal_control_status,temporal_control_frame,temporal_control_mean,temporal_control_ratio,matched_control_status
WGV33D_MAIN_F0642_C025707,GM_RM011,642,-38,-35,180,192,78,125.589743,matched_background_control,63.034483,1.840263,matched_background_control,0,116000000326.042496,temporal_background_control,762,63.905983,1.815167,matched_control_available
WGV33D_MAIN_F0642_C025708,GM_RM011,642,-17,-9,132,148,133,138.458647,matched_background_control,84.285256,1.473848,matched_background_control,25.111465,4.94689,temporal_background_control,762,52.380192,2.371577,matched_control_available
WGV33D_MAIN_F0642_C025709,GM_RM011,642,-5,-2,132,144,48,145.979168,matched_background_control,119.965117,1.149491,matched_background_control,51.541177,2.675509,temporal_background_control,762,71.157303,1.937944,matched_control_available
WGV33D_MAIN_F0642_C025710,GM_RM011,642,3,9,136,148,77,135.285713,matched_background_control,127.342697,0.970867,matched_background_control,56.938548,2.171337,temporal_background_control,762,62.073446,1.991717,matched_control_available
WGV33D_MAIN_F0642_C025711,GM_RM011,642,5,10,56,68,43,127.255814,matched_background_control,70.657143,1.651093,matched_background_control,98.723076,1.181705,temporal_background_control,762,52.892307,2.205643,matched_control_available
WGV33D_MAIN_F0642_C025712,GM_RM011,642,13,19,48,60,37,147.594594,matched_background_control,102.338235,1.282052,matched_background_control,59.220588,2.215495,temporal_background_control,762,44.057971,2.977961,matched_control_available
WGV33D_MAIN_F0642_C025713,GM_RM011,642,22,26,140,152,73,140.575344,matched_background_control,121.786885,1.069475,matched_background_control,88.296,1.475129,temporal_background_control,762,55.088,2.364362,matched_control_available
WGV33D_MAIN_F0642_C025714,GM_RM011,642,29,33,108,112,30,121.033336,matched_background_control,88.633335,1.365551,matched_background_control,53.21875,2.274261,temporal_background_control,762,48.533333,2.493819,matched_control_available
WGV33D_MAIN_F0642_C025715,GM_RM011,642,30,32,68,72,10,126,matched_background_control,114.888888,1.096712,matched_background_control,63.777777,1.97561,temporal_background_control,762,44.4,2.837838,matched_control_available
WGV33D_MAIN_F0642_C025716,GM_RM011,642,31,37,168,180,86,109.604653,matched_background_control,71.178899,1.352865,matched_background_control,58.93578,1.633905,temporal_background_control,762,63.522727,1.515921,matched_control_available
WGV33D_MAIN_F0642_C025717,GM_RM011,642,40,49,60,76,74,128.229731,matched_background_control,84.994152,1.209817,matched_background_control,62.863636,1.635721,temporal_background_control,762,40.60119,2.53262,matched_control_available
WGV33D_STRICT_F0642_C025718,GM_RM011,642,-45,-44,68,72,6,130.666672,matched_background_control,110,1.187879,matched_background_control,58,2.252874,temporal_background_control,762,41.5,3.148595,matched_control_available
WGV33D_STRICT_F0642_C025719,GM_RM011,642,-42,-40,200,208,28,132.178574,matched_background_control,69.854545,1.687969,matched_background_control,0,117912281504.848541,temporal_background_control,762,74.85965,1.575111,matched_control_available
WGV33D_STRICT_F0642_C025720,GM_RM011,642,-39,-35,60,68,22,138.227271,matched_background_control,93.911765,1.384278,matched_background_control,0,129999999128.069183,temporal_background_control,762,39.714286,3.273381,matched_control_available
WGV33D_STRICT_F0642_C025721,GM_RM011,642,-38,-36,180,192,51,134.411765,matched_background_control,64.86842,1.919665,matched_background_control,0,124525641808.143021,temporal_background_control,762,62.641026,1.987925,matched_control_available
WGV33D_STRICT_F0642_C025722,GM_RM011,642,-33,-31,64,72,14,127.214284,matched_background_control,109.157895,1.124772,matched_background_control,0,122777776082.356766,temporal_background_control,762,39.611111,3.099579,matched_control_available
WGV33D_STRICT_F0642_C025723,GM_RM011,642,-17,-12,132,140,58,148.810344,matched_background_control,79.673684,1.720703,matched_background_control,8.968421,15.286385,temporal_background_control,762,50.6,2.709382,matched_control_available
WGV33D_STRICT_F0642_C025724,GM_RM011,642,-5,-2,132,144,30,150.000004,matched_background_control,119.965117,1.149491,matched_background_control,51.541177,2.675509,temporal_background_control,762,71.157303,1.937944,matched_control_available
WGV33D_STRICT_F0642_C025725,GM_RM011,642,6,10,56,68,31,131.322581,matched_background_control,77.576271,1.561243,matched_background_control,99.846154,1.21302,temporal_background_control,762,52.384615,2.312041,matched_control_available
WGV33D_STRICT_F0642_C025726,GM_RM011,642,16,19,48,56,20,164.9,matched_background_control,108.904762,1.520675,matched_background_control,56.136363,2.950114,temporal_background_control,762,42,3.943064,matched_control_available
WGV33D_STRICT_F0642_C025727,GM_RM011,642,28,29,156,160,11,135,matched_background_control,86.333336,1.563707,matched_background_control,110.666664,1.21988,temporal_background_control,762,60.363636,2.236446,matched_control_available
WGV33D_STRICT_F0642_C025728,GM_RM011,642,30,32,108,112,15,133.26667,matched_background_control,100.14286,1.330766,matched_background_control,51.25,2.600325,temporal_background_control,762,50.066666,2.661784,matched_control_available
WGV33D_STRICT_F0642_C025729,GM_RM011,642,31,32,68,72,4,139.5,matched_control_unavailable,0,139.5,matched_background_control,72.25,1.930796,temporal_background_control,762,43.5,3.206897,matched_control_available
WGV33D_STRICT_F0642_C025730,GM_RM011,642,42,49,64,72,48,137.979169,matched_background_control,80.924243,1.587733,matched_background_control,60.173913,2.135246,temporal_background_control,762,40.833333,3.146599,matched_control_available
WGV33D_MAIN_F0643_C025731,GM_RM011,643,-49,-44,64,76,42,123.190477,matched_background_control,72.684931,1.534199,matched_background_control,70.337662,1.585398,temporal_background_control,763,43.368421,2.571299,matched_control_available
WGV33D_MAIN_F0643_C025732,GM_RM011,643,-46,-44,220,228,48,123.333334,matched_background_control,67.612903,1.750563,matched_background_control,51.96875,2.277535,temporal_background_control,763,90.508197,1.307734,matched_control_available
WGV33D_MAIN_F0643_C025733,GM_RM011,643,-42,-40,64,68,9,143.333335,matched_background_control,111.800003,1.282051,matched_background_control,0,143333335028.754333,temporal_background_control,763,41.555556,3.449198,matched_control_available
WGV33D_MAIN_F0643_C025734,GM_RM011,643,-41,-38,192,204,67,122.402986,matched_background_control,60.579365,1.759356,matched_background_control,0,106580646022.673569,temporal_background_control,763,83.161291,1.281614,matched_control_available
WGV33D_MAIN_F0643_C025735,GM_RM011,643,-38,-33,180,188,77,131.441558,matched_background_control,62.198474,1.868416,matched_background_control,0,116212597824.457108,temporal_background_control,763,65.409448,1.776694,matched_control_available
WGV33D_MAIN_F0643_C025736,GM_RM011,643,-37,-34,56,68,27,136.296297,matched_background_control,100.825002,1.257828,matched_background_control,0,126820513603.014816,temporal_background_control,763,42.25641,3.001214,matched_control_available
WGV33D_MAIN_F0643_C025737,GM_RM011,643,-33,-27,60,72,47,121.702127,matched_background_control,113.207318,0.972615,matched_background_control,0,110107142584.664474,temporal_background_control,763,44.523809,2.472995,matched_control_available
WGV33D_MAIN_F0643_C025738,GM_RM011,643,-16,-7,128,144,146,145.794521,matched_background_control,82.579412,1.57294,matched_background_control,35.516035,3.65729,temporal_background_control,763,55.80814,2.327482,matched_control_available
WGV33D_MAIN_F0643_C025739,GM_RM011,643,-6,0,132,144,76,152.855265,matched_background_control,138.582857,1.004358,matched_background_control,54.143678,2.570693,temporal_background_control,763,69.885542,1.991639,matched_control_available
WGV33D_MAIN_F0643_C025740,GM_RM011,643,7,15,60,68,41,129.512195,matched_background_control,68.652778,1.712523,matched_background_control,118.465754,0.992434,temporal_background_control,763,55.722222,2.10992,matched_control_available
WGV33D_MAIN_F0643_C025741,GM_RM011,643,14,16,120,124,17,130.882355,matched_background_control,87.352941,1.498317,matched_background_control,60.611111,2.159379,temporal_background_control,763,50.882352,2.572254,matched_control_available
WGV33D_MAIN_F0643_C025742,GM_RM011,643,17,22,48,60,28,155.142857,matched_background_control,86.877193,1.651558,matched_background_control,65.454545,2.192098,temporal_background_control,763,48.068966,2.984935,matched_control_available
WGV33D_MAIN_F0643_C025743,GM_RM011,643,17,21,136,144,68,147.32353,matched_background_control,119.70886,1.216263,matched_background_control,65.367088,2.227381,temporal_background_control,763,63.779221,2.282834,matched_control_available
WGV33D_MAIN_F0643_C025744,GM_RM011,643,22,24,104,108,15,127.599999,matched_background_control,73.692307,1.731524,matched_background_control,89.600001,1.424107,temporal_background_control,763,52.666667,2.422785,matched_control_available
WGV33D_MAIN_F0643_C025745,GM_RM011,643,26,34,108,116,62,118.854838,matched_background_control,73.703999,1.3791,matched_background_control,56.856,1.787765,temporal_background_control,763,50.766129,2.002224,matched_control_available
WGV33D_MAIN_F0643_C025746,GM_RM011,643,30,34,68,72,20,125.1,matched_background_control,98.5,1.270051,matched_background_control,65.368421,1.913768,temporal_background_control,763,48,2.60625,matched_control_available
WGV33D_MAIN_F0643_C025747,GM_RM011,643,33,37,172,180,62,120.919353,matched_background_control,81,1.353161,matched_background_control,61.216495,1.790466,temporal_background_control,763,66.39394,1.650844,matched_control_available
WGV33D_MAIN_F0643_C025748,GM_RM011,643,44,51,64,76,65,132.615385,matched_background_control,78.262136,1.513838,matched_background_control,68.079208,1.74027,temporal_background_control,763,44.495238,2.662671,matched_control_available
WGV33D_STRICT_F0643_C025749,GM_RM011,643,-47,-44,68,76,16,131.500001,matched_background_control,95.566667,1.288368,matched_background_control,71.344827,1.725773,temporal_background_control,763,42.09375,2.925019,matched_control_available
WGV33D_STRICT_F0643_C025750,GM_RM011,643,-42,-40,64,68,9,143.333335,matched_background_control,111.800003,1.282051,matched_background_control,0,143333335028.754333,temporal_background_control,763,41.555556,3.449198,matched_control_available
WGV33D_STRICT_F0643_C025751,GM_RM011,643,-41,-39,196,204,28,132.214287,matched_background_control,66.090909,1.793948,matched_background_control,0,118563637612.082733,temporal_background_control,763,81.200002,1.460143,matched_control_available
WGV33D_STRICT_F0643_C025752,GM_RM011,643,-37,-34,184,188,39,146.487178,matched_background_control,77.324325,1.894451,matched_background_control,0,146487177530.924469,temporal_background_control,763,66.256411,2.210913,matched_control_available
WGV33D_STRICT_F0643_C025753,GM_RM011,643,-36,-34,56,64,13,145.769232,matched_background_control,98.705881,1.42789,matched_background_control,0,140941177368.164062,temporal_background_control,763,42.058824,3.351049,matched_control_available
WGV33D_STRICT_F0643_C025754,GM_RM011,643,-32,-31,60,68,8,130.5,matched_background_control,133.777779,0.975498,matched_background_control,0,130499999999.999985,temporal_background_control,763,44,2.965909,matched_control_available
WGV33D_STRICT_F0643_C025755,GM_RM011,643,-30,-29,64,68,5,132.399994,matched_background_control,124,1.067742,matched_background_control,0,132399993896.48436,temporal_background_control,763,40.599998,3.261084,matched_control_available
WGV33D_STRICT_F0643_C025756,GM_RM011,643,-15,-10,128,140,55,155.200002,matched_background_control,88.621429,1.504936,matched_background_control,31.29078,4.262264,temporal_background_control,763,55.268117,2.413138,matched_control_available
WGV33D_STRICT_F0643_C025757,GM_RM011,643,-9,-7,140,144,20,149.750005,matched_background_control,120.75,1.240166,matched_background_control,57.055556,2.624635,temporal_background_control,763,65.449997,2.288006,matched_control_available
WGV33D_STRICT_F0643_C025758,GM_RM011,643,8,13,60,68,27,137.37037,matched_background_control,72.902439,1.699968,matched_background_control,116.466667,1.064097,temporal_background_control,763,55.909091,2.216667,matched_control_available
WGV33D_STRICT_F0643_C025759,GM_RM011,643,17,22,48,56,20,166.35,matched_background_control,80.216216,1.946766,matched_background_control,59.485714,2.625204,temporal_background_control,763,47.864865,3.262564,matched_control_available
WGV33D_STRICT_F0643_C025760,GM_RM011,643,17,21,136,144,58,148.672415,matched_background_control,119.70886,1.216263,matched_background_control,65.367088,2.227381,temporal_background_control,763,63.779221,2.282834,matched_control_available
WGV33D_STRICT_F0643_C025761,GM_RM011,643,28,29,108,112,8,131.75,matched_background_control,91.333336,1.442518,matched_background_control,54.142857,2.433377,temporal_background_control,763,55.25,2.384615,matched_control_available
WGV33D_STRICT_F0643_C025762,GM_RM011,643,34,36,172,180,25,130.639995,matched_background_control,87.8,1.349886,matched_background_control,62.36,1.900577,temporal_background_control,763,65.9,1.798483,matched_control_available
WGV33D_STRICT_F0643_C025763,GM_RM011,643,44,51,64,76,48,138.166667,matched_background_control,78.262136,1.513838,matched_background_control,68.079208,1.74027,temporal_background_control,763,44.495238,2.662671,matched_control_available
WGV33D_MAIN_F0644_C025764,GM_RM011,644,-47,-40,64,76,89,130.157303,matched_background_control,75.156863,1.704913,matched_background_control,71.777777,1.785175,temporal_background_control,764,40.902913,3.132685,matched_control_available
WGV33D_MAIN_F0644_C025765,GM_RM011,644,-46,-43,216,224,84,121.95238,matched_background_control,66.250001,1.749132,matched_background_control,49.408695,2.345336,temporal_background_control,764,87.75,1.32057,matched_control_available
WGV33D_MAIN_F0644_C025766,GM_RM011,644,-41,-37,192,204,83,130.469882,matched_background_control,59.279762,1.87766,matched_background_control,0,111307230524.269913,temporal_background_control,764,83.783133,1.328516,matched_control_available
WGV33D_MAIN_F0644_C025767,GM_RM011,644,-37,-24,56,68,73,130.547945,matched_background_control,85.794118,1.335893,matched_background_control,0,114611764975.15509,temporal_background_control,764,40.47647,2.831565,matched_control_available
WGV33D_MAIN_F0644_C025768,GM_RM011,644,-35,-33,176,188,63,132.190478,matched_background_control,81.564103,1.554476,matched_background_control,0,126789475892.719452,temporal_background_control,764,70.763159,1.791744,matched_control_available
WGV33D_MAIN_F0644_C025769,GM_RM011,644,-13,-10,128,140,45,153.377777,matched_background_control,93.070588,1.442874,matched_background_control,53.188235,2.524791,temporal_background_control,764,51.33735,2.615818,matched_control_available
WGV33D_MAIN_F0644_C025770,GM_RM011,644,-4,3,136,144,85,149.247059,matched_background_control,140.905798,0.99554,matched_background_control,54.569343,2.570626,temporal_background_control,764,66.999999,2.093692,matched_control_available
WGV33D_MAIN_F0644_C025771,GM_RM011,644,13,18,60,68,33,119.212122,matched_background_control,76.022223,1.509284,matched_background_control,113.111112,1.014393,temporal_background_control,764,48.630434,2.35941,matched_control_available
WGV33D_MAIN_F0644_C025772,GM_RM011,644,19,21,140,144,20,150.650005,matched_background_control,114.523812,1.315447,matched_background_control,67.150002,2.243485,temporal_background_control,764,60.3,2.498342,matched_control_available
WGV33D_MAIN_F0644_C025773,GM_RM011,644,22,25,52,60,20,165.9,matched_background_control,96.124999,1.726013,matched_background_control,70.5,2.353376,temporal_background_control,764,42.521739,3.90184,matched_control_available
WGV33D_MAIN_F0644_C025774,GM_RM011,644,28,31,108,112,23,124.956522,matched_background_control,87.173911,1.433416,matched_background_control,57.791667,2.162189,temporal_background_control,764,52.260869,2.391015,matched_control_available
WGV33D_MAIN_F0644_C025775,GM_RM011,644,29,37,68,80,48,121.166666,matched_background_control,79.868852,1.247981,matched_background_control,72.82258,1.368735,temporal_background_control,764,54.94309,1.814146,matched_control_available
WGV33D_MAIN_F0644_C025776,GM_RM011,644,29,33,160,168,58,127.620693,matched_background_control,99.25,1.218927,matched_background_control,88.307694,1.369966,temporal_background_control,764,57.440861,2.10614,matched_control_available
WGV33D_MAIN_F0644_C025777,GM_RM011,644,33,35,112,116,15,121.733333,matched_background_control,104.764706,1.161969,matched_background_control,55.75,2.183558,temporal_background_control,764,50.400001,2.415344,matched_control_available
WGV33D_MAIN_F0644_C025778,GM_RM011,644,35,39,176,188,64,120.09375,matched_background_control,76.20915,1.365695,matched_background_control,61.697369,1.686918,temporal_background_control,764,64.522876,1.613047,matched_control_available
WGV33D_MAIN_F0644_C025779,GM_RM011,644,45,52,68,80,63,125.31746,matched_background_control,84.777778,1.308104,matched_background_control,72.550459,1.528566,temporal_background_control,764,42.962963,2.58125,matched_control_available
WGV33D_STRICT_F0644_C025780,GM_RM011,644,-45,-41,64,76,36,139.222222,matched_background_control,88.881356,1.497153,matched_background_control,71.2,1.868946,temporal_background_control,764,40.775862,3.263425,matched_control_available
WGV33D_STRICT_F0644_C025781,GM_RM011,644,-40,-37,192,204,56,138.303573,matched_background_control,64.435484,1.79562,matched_background_control,0,115701614195.30069,temporal_background_control,764,87.169355,1.32732,matched_control_available
WGV33D_STRICT_F0644_C025782,GM_RM011,644,-39,-38,60,64,5,138.800003,matched_background_control,90.75,1.529477,matched_background_control,0,138800003051.757812,temporal_background_control,764,42.599998,3.258216,matched_control_available
WGV33D_STRICT_F0644_C025783,GM_RM011,644,-35,-32,56,64,18,147.333334,matched_background_control,106.160001,1.317677,matched_background_control,0,139884615971.491882,temporal_background_control,764,39.538461,3.537938,matched_control_available
WGV33D_STRICT_F0644_C025784,GM_RM011,644,-35,-33,180,188,38,140.078951,matched_background_control,91.923078,1.476234,matched_background_control,0,135700003051.757812,temporal_background_control,764,74.380001,1.824415,matched_control_available
WGV33D_STRICT_F0644_C025785,GM_RM011,644,-3,0,136,140,28,159.000002,matched_background_control,137.333333,1.157767,matched_background_control,57.62069,2.759426,temporal_background_control,764,74.67857,2.129125,matched_control_available
WGV33D_STRICT_F0644_C025786,GM_RM011,644,22,25,52,60,20,165.9,matched_background_control,96.124999,1.726013,matched_background_control,70.5,2.353376,temporal_background_control,764,42.521739,3.90184,matched_control_available
WGV33D_STRICT_F0644_C025787,GM_RM011,644,46,47,68,72,5,142.199997,matched_background_control,120,1.185,matched_background_control,61.5,2.312195,temporal_background_control,764,38.400002,3.703125,matched_control_available
WGV33D_STRICT_F0644_C025788,GM_RM011,644,48,52,68,76,25,129.840001,matched_background_control,89.589745,1.386319,matched_background_control,73.488889,1.690051,temporal_background_control,764,43.5,2.855172,matched_control_available
WGV33D_MAIN_F0645_C025789,GM_RM011,645,-45,-38,60,76,77,134.220781,matched_background_control,79.774436,1.584716,matched_background_control,70.723881,1.787513,temporal_background_control,765,42.778626,2.955211,matched_control_available
WGV33D_MAIN_F0645_C025790,GM_RM011,645,-44,-42,212,220,35,131.485714,matched_background_control,76.225805,1.557195,matched_background_control,49.213333,2.411916,temporal_background_control,765,97.825396,1.21337,matched_control_available
WGV33D_MAIN_F0645_C025791,GM_RM011,645,-39,-35,188,200,94,130.585107,matched_background_control,62.987654,1.810463,matched_background_control,0,114036810377.62413,temporal_background_control,765,90.595091,1.258753,matched_control_available
WGV33D_MAIN_F0645_C025792,GM_RM011,645,-36,-25,56,64,54,135.240741,matched_background_control,85.533333,1.480653,matched_background_control,0,126645161290.322571,temporal_background_control,765,42.580645,2.974242,matched_control_available
WGV33D_MAIN_F0645_C025793,GM_RM011,645,-34,-31,172,188,98,125.061225,matched_background_control,77.766667,1.493613,matched_background_control,0,116153333740.23436,temporal_background_control,765,86.073333,1.349469,matched_control_available
WGV33D_MAIN_F0645_C025794,GM_RM011,645,-20,-18,60,68,10,122.7,matched_background_control,107.111112,1.050311,matched_background_control,0,112500000000,temporal_background_control,765,45.722222,2.46051,matched_control_available
WGV33D_MAIN_F0645_C025795,GM_RM011,645,-15,-2,128,148,233,148.819743,matched_background_control,77.202229,1.670895,matched_background_control,46.875,2.751932,temporal_background_control,765,60.394569,2.135901,matched_control_available
WGV33D_MAIN_F0645_C025796,GM_RM011,645,8,13,140,148,59,142.796611,matched_background_control,132.499999,1.034943,matched_background_control,59.49,2.305093,temporal_background_control,765,65.33,2.099036,matched_control_available
WGV33D_MAIN_F0645_C025797,GM_RM011,645,16,28,52,68,72,126.708333,matched_background_control,66.925,1.623411,matched_background_control,108.09,1.005151,temporal_background_control,765,45.850746,2.369575,matched_control_available
WGV33D_MAIN_F0645_C025798,GM_RM011,645,30,33,112,116,25,120.479999,matched_background_control,76.279999,1.579444,matched_background_control,62.863637,1.916529,temporal_background_control,765,51.360001,2.345794,matched_control_available
WGV33D_MAIN_F0645_C025799,GM_RM011,645,30,34,160,168,70,123.128571,matched_background_control,102.208793,1.176755,matched_background_control,82.599999,1.45611,temporal_background_control,765,62.527473,1.92355,matched_control_available
WGV33D_MAIN_F0645_C025800,GM_RM011,645,36,39,180,188,64,118.703123,matched_background_control,75.710526,1.537812,matched_background_control,68.894736,1.689949,temporal_background_control,765,61.454546,1.894548,matched_control_available
WGV33D_MAIN_F0645_C025801,GM_RM011,645,48,54,72,80,45,127.599999,matched_background_control,81.079366,1.469851,matched_background_control,79.253732,1.50371,temporal_background_control,765,44.015873,2.707537,matched_control_available
WGV33D_STRICT_F0645_C025802,GM_RM011,645,-44,-42,212,220,35,131.485714,matched_background_control,76.225805,1.557195,matched_background_control,49.213333,2.411916,temporal_background_control,765,97.825396,1.21337,matched_control_available
WGV33D_STRICT_F0645_C025803,GM_RM011,645,-43,-38,60,72,43,146.767444,matched_background_control,87.943663,1.577354,matched_background_control,65.623189,2.113861,temporal_background_control,765,41.633803,3.331867,matched_control_available
WGV33D_STRICT_F0645_C025804,GM_RM011,645,-39,-37,192,200,42,146.071429,matched_background_control,71.584904,1.931402,matched_background_control,0,138259259259.259247,temporal_background_control,765,90.518518,1.527414,matched_control_available
WGV33D_STRICT_F0645_C025805,GM_RM011,645,-36,-35,88,92,6,142.166672,matched_background_control,76,1.870614,matched_background_control,85,1.672549,temporal_background_control,765,46.833332,3.035587,matched_control_available
WGV33D_STRICT_F0645_C025806,GM_RM011,645,-34,-32,176,184,37,137.837839,matched_background_control,75.739999,1.764721,matched_background_control,0,133660001678.466782,temporal_background_control,765,80.620001,1.657901,matched_control_available
WGV33D_STRICT_F0645_C025807,GM_RM011,645,-15,-14,136,140,9,140.555557,matched_background_control,97.5,1.441595,matched_background_control,0.111111,1265.000006,temporal_background_control,765,48.666668,2.888128,matched_control_available
WGV33D_STRICT_F0645_C025808,GM_RM011,645,-13,-2,128,144,194,150.891753,matched_background_control,82.473809,1.626054,matched_background_control,55.164251,2.431047,temporal_background_control,765,60.159145,2.229202,matched_control_available
WGV33D_STRICT_F0645_C025809,GM_RM011,645,11,12,140,144,10,152.600006,matched_background_control,143,1.067133,matched_background_control,56,2.725,temporal_background_control,765,63.700001,2.395604,matched_control_available
WGV33D_STRICT_F0645_C025810,GM_RM011,645,16,17,132,136,9,157.666672,matched_background_control,150.199997,1.049712,matched_background_control,61.888889,2.547576,temporal_background_control,765,53.666668,2.937888,matched_control_available
WGV33D_STRICT_F0645_C025811,GM_RM011,645,20,21,60,64,5,133,matched_background_control,120.800003,1.100993,matched_background_control,116,1.146552,temporal_background_control,765,43.599998,3.050459,matched_control_available
WGV33D_STRICT_F0645_C025812,GM_RM011,645,23,28,56,64,21,144.190475,matched_background_control,103.90244,1.2278,matched_background_control,104.52381,1.220501,temporal_background_control,765,43.904762,2.90564,matched_control_available
WGV33D_STRICT_F0645_C025813,GM_RM011,645,31,32,112,116,7,137.142853,matched_background_control,97.285713,1.409692,matched_background_control,62,2.211981,temporal_background_control,765,56.857143,2.41206,matched_control_available
WGV33D_STRICT_F0645_C025814,GM_RM011,645,48,53,72,80,29,132.793103,matched_background_control,80.153847,1.507438,matched_background_control,78.964286,1.530146,temporal_background_control,765,44.134615,2.737691,matched_control_available
WGV33D_MAIN_F0646_C025815,GM_RM011,646,-43,-36,60,72,57,145.070175,matched_background_control,76.469387,1.742032,matched_background_control,0,133212120903.862839,temporal_background_control,526,54.959596,2.423819,matched_control_available
WGV33D_MAIN_F0646_C025816,GM_RM011,646,-39,-34,184,200,81,128.135803,matched_background_control,58.722222,1.773076,matched_background_control,0,104118959107.806686,temporal_background_control,526,43.524164,2.39221,matched_control_available
WGV33D_MAIN_F0646_C025817,GM_RM011,646,-34,-31,84,88,18,123.5,matched_background_control,77.833333,1.586724,matched_background_control,0,123499999999.999985,temporal_background_control,526,50,2.47,matched_control_available
WGV33D_MAIN_F0646_C025818,GM_RM011,646,-31,-27,56,60,17,134.235292,matched_background_control,105.3125,1.274638,matched_background_control,0,134235292322.495407,temporal_background_control,526,51.705882,2.596132,matched_control_available
WGV33D_MAIN_F0646_C025819,GM_RM011,646,-26,-15,52,68,73,122.39726,matched_background_control,114.907608,0.913076,matched_background_control,0.038462,2727.903206,temporal_background_control,526,55.704301,1.883505,matched_control_available
WGV33D_MAIN_F0646_C025820,GM_RM011,646,-26,-22,156,164,69,118.623187,matched_background_control,81.222222,1.41641,matched_background_control,0,115043955624.75853,temporal_background_control,526,40.549451,2.837127,matched_control_available
WGV33D_MAIN_F0646_C025821,GM_RM011,646,-10,-8,136,140,18,142.33333,matched_background_control,131.684212,1.080869,matched_background_control,51.666668,2.754839,temporal_background_control,526,42.777778,3.327273,matched_control_available
WGV33D_MAIN_F0646_C025822,GM_RM011,646,-7,-5,128,132,17,165.117643,matched_background_control,94.176472,1.753279,matched_background_control,52.166666,3.165194,temporal_background_control,526,47.764705,3.456897,matched_control_available
WGV33D_MAIN_F0646_C025823,GM_RM011,646,-6,3,132,140,107,150.168225,matched_background_control,113.946746,1.286678,matched_background_control,52.431035,2.796296,temporal_background_control,526,48.410405,3.028537,matched_control_available
WGV33D_MAIN_F0646_C025824,GM_RM011,646,4,6,140,148,27,147.444444,matched_background_control,126.644444,1.111531,matched_background_control,54.146342,2.599792,temporal_background_control,526,50.358975,2.795316,matched_control_available
WGV33D_MAIN_F0646_C025825,GM_RM011,646,21,26,140,152,51,140.235295,matched_background_control,123.227273,1.049202,matched_background_control,85.320514,1.515349,temporal_background_control,526,37.348387,3.461738,matched_control_available
WGV33D_MAIN_F0646_C025826,GM_RM011,646,22,31,52,68,75,123.853333,matched_background_control,69.483444,1.51382,matched_background_control,107.305195,0.980245,temporal_background_control,526,60.245034,1.74596,matched_control_available
WGV33D_MAIN_F0646_C025827,GM_RM011,646,51,56,76,84,31,119.290322,matched_background_control,75.067797,1.400605,matched_background_control,79.055556,1.329955,temporal_background_control,526,36.052631,2.916302,matched_control_available
WGV33D_STRICT_F0646_C025828,GM_RM011,646,-41,-36,60,72,31,164.193547,matched_background_control,86.632353,1.675245,matched_background_control,0,145130434340.324951,temporal_background_control,526,58.768117,2.469544,matched_control_available
WGV33D_STRICT_F0646_C025829,GM_RM011,646,-38,-35,188,196,42,141.333334,matched_background_control,64.938271,1.91616,matched_background_control,0,124432099142.192322,temporal_background_control,526,43.234568,2.87807,matched_control_available
WGV33D_STRICT_F0646_C025830,GM_RM011,646,-34,-32,84,88,12,129.666668,matched_background_control,79.166668,1.637895,matched_background_control,0,129666667938.232407,temporal_background_control,526,49.083334,2.641766,matched_control_available
WGV33D_STRICT_F0646_C025831,GM_RM011,646,-31,-30,64,68,5,144,matched_background_control,102.800003,1.400778,matched_background_control,0,144000000000,temporal_background_control,526,124.199997,1.15942,matched_control_available
WGV33D_STRICT_F0646_C025832,GM_RM011,646,-25,-23,52,64,16,132.625,matched_background_control,120.359999,1.035782,matched_background_control,0,124666666666.666656,temporal_background_control,526,55.416667,2.249624,matched_control_available
WGV33D_STRICT_F0646_C025833,GM_RM011,646,-19,-17,60,64,9,128.444443,matched_background_control,121.444444,1.05764,matched_background_control,0,128444442749.023422,temporal_background_control,526,61.111111,2.101818,matched_control_available
WGV33D_STRICT_F0646_C025834,GM_RM011,646,-7,-5,128,132,17,165.117643,matched_background_control,94.176472,1.753279,matched_background_control,52.166666,3.165194,temporal_background_control,526,47.764705,3.456897,matched_control_available
WGV33D_STRICT_F0646_C025835,GM_RM011,646,4,6,140,144,19,154.157894,matched_background_control,131.857143,1.169128,matched_background_control,52.894736,2.914428,temporal_background_control,526,49.526317,3.112646,matched_control_available
WGV33D_STRICT_F0646_C025836,GM_RM011,646,22,25,64,68,14,125.642857,matched_background_control,101.866666,1.233405,matched_background_control,95.785714,1.311708,temporal_background_control,526,55.500001,2.263835,matched_control_available
WGV33D_STRICT_F0646_C025837,GM_RM011,646,26,30,56,64,21,141.47619,matched_background_control,92.088235,1.41136,matched_background_control,116.848485,1.112293,temporal_background_control,526,63.818183,2.036562,matched_control_available
WGV33D_STRICT_F0646_C025838,GM_RM011,646,35,36,72,76,6,131.333328,matched_background_control,83.166664,1.579158,matched_background_control,0,131333328247.070297,temporal_background_control,526,77.333336,1.698276,matched_control_available
