edge_id,sar_frame,source_atom_id,target_atom_id,support_boundary_gap_px,centroid_distance_px,radial_delta,azimuth_delta,orientation_delta,energy_ratio,role_relation,shared_or_compatible_lineage,background_conflict,edge_status
R21GE00198,81,R21A00084,R21A00086,42.426407,65.120434,63.189072,4.209633,40.877226,1.944381,role_ambiguous,false,false,blocked_by_role
R21GE00199,81,R21A00085,R21A00086,61.773781,104.910974,103.355103,7.613546,15.614587,1.677179,role_ambiguous,false,false,blocked_by_role
R21GE00200,212,R21A00087,R21A00088,0,64.351044,8.740982,20.424618,56.160233,44.284785,unresolved_local_response,true,false,accepted_local_relation
R21GE00201,213,R21A00089,R21A00090,0,84.240875,60.100891,15.219028,10.913096,38.937803,role_ambiguous,false,false,blocked_by_role
R21GE00202,213,R21A00089,R21A00091,0,65.544583,7.668304,20.9944,21.994688,40.622191,unresolved_local_response,true,false,accepted_local_relation
R21GE00203,213,R21A00090,R21A00091,34.985711,70.962501,67.769196,5.775372,11.081592,1.043258,unresolved_local_response,true,false,ambiguous_relation
R21GE00204,216,R21A00092,R21A00093,0,62.485208,14.71785,20.538193,21.69418,40.433343,unresolved_local_response,true,false,accepted_local_relation
R21GE00205,220,R21A00094,R21A00095,0,71.953844,47.350235,14.868223,60.382486,38.472255,role_ambiguous,false,false,blocked_by_role
R21GE00206,224,R21A00096,R21A00097,0,54.928124,27.336639,17.612734,29.170499,16.800135,unresolved_local_response,true,false,accepted_local_relation
R21GE00207,224,R21A00096,R21A00098,0,85.78653,8.284454,29.199293,87.043003,52.824982,unresolved_local_response,true,false,accepted_local_relation
R21GE00208,224,R21A00097,R21A00098,12,37.04121,19.052185,11.586559,57.872505,3.144319,endpoint_to_endpoint,true,false,accepted_local_relation
R21GE00209,227,R21A00099,R21A00100,0,52.262158,29.257629,16.698839,60.994832,13.628889,unresolved_local_response,true,false,accepted_local_relation
R21GE00210,227,R21A00099,R21A00101,0,82.147579,15.899261,29.133966,38.06773,89.583146,role_ambiguous,false,false,blocked_by_role
R21GE00211,227,R21A00100,R21A00101,6,34.738759,13.358368,12.435127,80.937438,6.573034,role_ambiguous,false,false,blocked_by_role
R21GE00212,228,R21A00102,R21A00103,0,51.165729,31.749847,15.706356,47.351108,12.173154,unresolved_local_response,true,false,accepted_local_relation
R21GE00213,228,R21A00102,R21A00104,0,79.028603,17.720551,27.939278,60.490403,86.814947,role_ambiguous,false,false,blocked_by_role
R21GE00214,228,R21A00103,R21A00104,12,34.187413,14.029297,12.232922,72.158489,7.131673,role_ambiguous,false,false,blocked_by_role
R21GE00215,238,R21A00105,R21A00106,0,68.983875,12.47139,29.692802,8.996936,61.919847,role_ambiguous,false,false,blocked_by_role
R21GE00216,239,R21A00107,R21A00108,0,37.773786,22.02877,14.514989,48.784824,12.069707,role_ambiguous,false,false,blocked_by_role
R21GE00217,239,R21A00107,R21A00109,0,68.528837,14.667313,29.551366,16.545738,84.994526,role_ambiguous,false,false,blocked_by_role
R21GE00218,239,R21A00108,R21A00109,12,33.364599,7.361458,15.036377,65.330562,7.041971,role_ambiguous,false,false,blocked_by_role
R21GE00219,243,R21A00110,R21A00111,0,65.916743,20.069267,28.834809,85.975802,85.157681,role_ambiguous,false,false,blocked_by_role
R21GE00220,243,R21A00110,R21A00112,0,61.965683,26.14653,20.974401,75.923786,86.869899,role_ambiguous,false,false,blocked_by_role
R21GE00221,243,R21A00111,R21A00112,104.957134,126.924098,46.215797,49.80921,10.052016,1.020106,role_ambiguous,false,false,blocked_by_role
R21GE00222,250,R21A00113,R21A00114,0,54.806255,31.09008,17.822346,11.153862,79.645216,role_ambiguous,false,false,blocked_by_role
R21GE00223,250,R21A00113,R21A00115,0,86.079407,67.417366,18.803313,36.956118,81.979484,role_ambiguous,false,false,blocked_by_role
R21GE00224,250,R21A00114,R21A00115,12,36.462606,36.327286,0.980968,48.109979,1.029308,role_ambiguous,false,false,blocked_by_role
R21GE00225,259,R21A00116,R21A00117,0,60.324871,18.957268,25.372786,18.545267,10.722087,role_ambiguous,false,false,blocked_by_role
R21GE00226,259,R21A00116,R21A00118,0,60.160533,29.299255,18.923634,33.400179,23.279432,body_to_side,true,false,accepted_local_relation
R21GE00227,259,R21A00117,R21A00118,6,50.76728,48.256523,6.449152,14.854912,2.171166,body_to_side,true,false,accepted_local_relation
R21GE00228,260,R21A00119,R21A00120,6,67.419749,68.550949,2.210593,29.212692,1.339815,unresolved_local_response,true,false,accepted_local_relation
R21GE00229,260,R21A00119,R21A00121,6,78.375796,46.383263,26.239186,80.345864,7.162644,unresolved_local_response,true,false,accepted_local_relation
R21GE00230,260,R21A00120,R21A00121,6,50.384619,22.167686,24.028594,70.441444,5.345996,body_to_endpoint,true,false,accepted_local_relation
R21GE00231,269,R21A00124,R21A00125,0,47.807987,49.276215,6.1594,45.265514,4.639775,unresolved_local_response,true,false,accepted_local_relation
R21GE00232,269,R21A00124,R21A00126,0,62.444386,7.93808,25.695991,32.219562,14.99505,unresolved_local_response,true,false,accepted_local_relation
R21GE00233,269,R21A00124,R21A00127,6,78.183869,37.791428,23.559321,83.653387,51.363165,role_ambiguous,false,false,blocked_by_role
R21GE00234,269,R21A00124,R21A00128,18,101.900288,75.652451,20.676597,65.114246,67.269587,role_ambiguous,false,false,blocked_by_role
R21GE00235,269,R21A00124,R21A00129,0,84.29414,62.91925,17.153365,31.429296,75.358673,role_ambiguous,false,false,blocked_by_role
R21GE00236,269,R21A00125,R21A00126,42,74.868293,41.338135,31.855391,77.485076,3.231848,body_to_endpoint,true,false,ambiguous_relation
R21GE00237,269,R21A00125,R21A00127,68.410526,110.487649,87.067642,29.718721,38.387873,11.070184,role_ambiguous,false,false,blocked_by_role
R21GE00238,269,R21A00125,R21A00128,94.86833,142.178475,124.928665,26.835997,69.62024,14.498458,role_ambiguous,false,false,blocked_by_role
R21GE00239,269,R21A00125,R21A00129,76.837491,126.0931,112.195465,23.312765,76.69481,16.24188,role_ambiguous,false,false,blocked_by_role
R21GE00240,269,R21A00126,R21A00127,8.485281,46.185762,45.729507,2.136669,64.127051,3.425341,role_ambiguous,false,false,blocked_by_role
R21GE00241,269,R21A00126,R21A00128,45.694639,85.007934,83.59053,5.019394,32.894684,4.48612,role_ambiguous,false,false,blocked_by_role
R21GE00242,269,R21A00126,R21A00129,36,75.164418,70.85733,8.542625,0.790266,5.02557,role_ambiguous,false,false,blocked_by_role
R21GE00243,269,R21A00127,R21A00128,24,39.176011,37.861023,2.882725,31.232367,1.309685,role_ambiguous,false,false,blocked_by_role
R21GE00244,269,R21A00127,R21A00129,18,33.24022,25.127823,6.405956,64.917318,1.467173,role_ambiguous,false,false,blocked_by_role
R21GE00245,269,R21A00128,R21A00129,6,18.306054,12.7332,3.523232,33.68495,1.120249,role_ambiguous,false,false,blocked_by_role
R21GE00246,270,R21A00130,R21A00131,0,52.187477,53.473946,7.291253,19.717242,4.652083,unresolved_local_response,true,false,accepted_local_relation
R21GE00247,270,R21A00130,R21A00132,0,60.403565,9.567627,24.358058,59.53906,13.121804,unresolved_local_response,true,false,accepted_local_relation
R21GE00248,270,R21A00130,R21A00133,0,73.830096,36.041748,21.657439,26.471681,32.753932,role_ambiguous,false,false,blocked_by_role
R21GE00249,270,R21A00130,R21A00134,6,98.517205,73.912201,19.146903,88.124918,63.873121,role_ambiguous,false,false,blocked_by_role
R21GE00250,270,R21A00131,R21A00132,48,76.648009,43.906319,31.649311,79.256302,2.82063,body_to_endpoint,true,false,ambiguous_relation
R21GE00251,270,R21A00131,R21A00133,62.641839,111.808315,89.515694,28.948692,6.754439,7.040703,unresolved_local_response,true,false,ambiguous_relation
R21GE00252,270,R21A00131,R21A00134,99.859902,144.2361,127.386147,26.438156,68.407676,13.730006,role_ambiguous,false,false,blocked_by_role
R21GE00253,270,R21A00132,R21A00133,6,46.225282,45.609375,2.700619,86.010741,2.496146,unresolved_local_response,true,false,accepted_local_relation
R21GE00254,270,R21A00132,R21A00134,48.373546,85.056903,83.479828,5.211155,32.336022,4.867709,role_ambiguous,false,false,blocked_by_role
R21GE00255,270,R21A00133,R21A00134,12,38.984011,37.870453,2.510536,61.653237,1.95009,role_ambiguous,false,false,blocked_by_role
R21GE00256,271,R21A00135,R21A00136,0,52.032298,53.417,7.183585,8.603779,4.550203,unresolved_local_response,true,false,accepted_local_relation
R21GE00257,271,R21A00135,R21A00137,0,58.688668,7.575867,23.605062,69.804122,13.420147,unresolved_local_response,true,false,accepted_local_relation
R21GE00258,271,R21A00135,R21A00138,0,73.991704,36.144775,21.736185,4.816257,49.828182,role_ambiguous,false,false,blocked_by_role
R21GE00259,271,R21A00136,R21A00137,36,77.185081,45.841133,30.788647,78.407901,2.949351,body_to_endpoint,true,false,ambiguous_relation
R21GE00260,271,R21A00136,R21A00138,51.264022,112.09352,89.561775,28.91977,3.787522,10.95076,role_ambiguous,false,false,blocked_by_role
R21GE00261,271,R21A00137,R21A00138,6,44.036205,43.720642,1.868877,74.620378,3.712939,role_ambiguous,false,false,blocked_by_role
R21GE00262,272,R21A00139,R21A00140,0,49.174867,51.174416,5.085182,32.88591,4.222155,unresolved_local_response,true,false,accepted_local_relation
R21GE00263,272,R21A00139,R21A00141,0,61.955165,4.062363,24.675214,42.110076,12.074089,unresolved_local_response,true,false,accepted_local_relation
R21GE00264,272,R21A00139,R21A00142,6,80.748272,42.695343,22.708817,2.243751,44.489424,role_ambiguous,false,false,blocked_by_role
R21GE00265,272,R21A00139,R21A00143,6,93.236317,73.34903,16.562909,49.314819,64.929648,role_ambiguous,false,false,blocked_by_role
R21GE00266,272,R21A00139,R21A00144,0,62.013549,50.094681,10.139594,17.588962,90.992958,role_ambiguous,false,false,blocked_by_role
R21GE00267,272,R21A00140,R21A00141,42,76.657106,47.112053,29.760396,74.995986,2.859698,body_to_endpoint,true,false,ambiguous_relation
R21GE00268,272,R21A00140,R21A00142,62.641839,114.657369,93.869759,27.794,35.129661,10.537137,role_ambiguous,false,false,blocked_by_role
R21GE00269,272,R21A00140,R21A00143,80.721744,136.65001,124.523445,21.648091,16.42891,15.37832,role_ambiguous,false,false,blocked_by_role
R21GE00270,272,R21A00140,R21A00144,61.773781,108.335351,101.269096,15.224776,15.296948,21.551308,role_ambiguous,false,false,blocked_by_role
R21GE00271,272,R21A00141,R21A00142,6,47.122684,46.757706,1.966396,39.866325,3.684702,role_ambiguous,false,false,blocked_by_role
R21GE00272,272,R21A00141,R21A00143,42,81.267106,77.411392,8.112305,88.575105,5.377602,role_ambiguous,false,false,blocked_by_role
R21GE00273,272,R21A00141,R21A00144,42,68.769731,54.157043,14.53562,59.699038,7.536217,role_ambiguous,false,false,blocked_by_role
R21GE00274,272,R21A00142,R21A00143,12,37.564243,30.653687,6.145908,51.558571,1.45944,role_ambiguous,false,false,blocked_by_role
R21GE00275,272,R21A00142,R21A00144,13.416408,43.073522,7.399338,12.569223,19.832713,2.045272,role_ambiguous,false,false,blocked_by_role
R21GE00276,272,R21A00143,R21A00144,6,33.084274,23.254349,6.423315,31.725857,1.401408,role_ambiguous,false,false,blocked_by_role
R21GE00277,273,R21A00145,R21A00146,0,60.687696,0.220779,23.989239,47.468297,14.628577,body_to_endpoint,true,false,accepted_local_relation
R21GE00278,273,R21A00145,R21A00147,6,81.060657,45.257431,22.274506,7.123832,47.121544,role_ambiguous,false,false,blocked_by_role
R21GE00279,273,R21A00145,R21A00148,0,92.189023,73.948746,15.896774,45.764873,49.160457,role_ambiguous,false,false,blocked_by_role
R21GE00280,273,R21A00146,R21A00147,8.485281,45.342566,45.036652,1.714733,54.592129,3.221198,role_ambiguous,false,false,blocked_by_role
R21GE00281,273,R21A00146,R21A00148,42,77.846907,73.727966,8.092464,86.766831,3.360577,role_ambiguous,false,false,blocked_by_role
R21GE00282,273,R21A00147,R21A00148,18,36.591721,28.691315,6.377731,38.64104,1.043269,role_ambiguous,false,false,blocked_by_role
R21GE00283,276,R21A00149,R21A00150,0,48.082491,50.735443,3.710877,5.681865,6.015369,unresolved_local_response,true,false,accepted_local_relation
R21GE00284,276,R21A00149,R21A00151,0,63.612858,3.14505,23.862907,67.247621,17.528698,unresolved_local_response,true,false,accepted_local_relation
R21GE00285,276,R21A00149,R21A00152,0,86.88388,69.315536,14.446323,10.846698,79.424908,role_ambiguous,false,false,blocked_by_role
R21GE00286,276,R21A00149,R21A00153,12,73.382584,75.311401,9.264734,11.151581,99.372136,role_ambiguous,false,false,blocked_by_role
R21GE00287,276,R21A00150,R21A00151,42,81.273913,53.880493,27.573785,72.929486,2.913985,body_to_endpoint,true,false,ambiguous_relation
R21GE00288,276,R21A00150,R21A00152,84.852814,130.092826,120.05098,18.157201,16.528563,13.203663,role_ambiguous,false,false,blocked_by_role
R21GE00289,276,R21A00150,R21A00153,12,31.257738,24.575958,12.975612,5.469716,16.519707,role_ambiguous,false,false,blocked_by_role
R21GE00290,276,R21A00151,R21A00152,42,72.928939,66.170486,9.416584,56.400923,4.531136,role_ambiguous,false,false,blocked_by_role
R21GE00291,276,R21A00151,R21A00153,45.694639,83.320628,78.456451,14.598173,78.399202,5.669111,role_ambiguous,false,false,blocked_by_role
R21GE00292,276,R21A00152,R21A00153,118.338498,145.325761,144.626938,5.181589,21.998279,1.251146,role_ambiguous,false,false,blocked_by_role
R21GE00293,278,R21A00154,R21A00155,0,57.519639,60.830681,2.480043,3.306683,5.550309,unresolved_local_response,true,false,accepted_local_relation
R21GE00294,278,R21A00154,R21A00156,0,80.952603,61.466797,14.431078,89.419568,77.187097,role_ambiguous,false,false,blocked_by_role
R21GE00295,278,R21A00155,R21A00156,80.721744,130.969304,122.297478,16.911121,86.112885,13.90681,role_ambiguous,false,false,blocked_by_role
R21GE00296,279,R21A00157,R21A00158,0,57.982227,61.71418,0.844584,5.892079,4.650247,unresolved_local_response,true,false,accepted_local_relation
R21GE00297,279,R21A00157,R21A00159,0,72.93645,55.108459,13.100834,31.953703,43.855925,role_ambiguous,false,false,blocked_by_role
R21GE00298,279,R21A00157,R21A00160,6,94.1162,41.971481,26.462143,43.394582,68.281621,role_ambiguous,false,false,blocked_by_role
R21GE00299,279,R21A00158,R21A00159,68.410526,122.942354,116.822639,13.945417,37.845782,9.43088,role_ambiguous,false,false,blocked_by_role
R21GE00300,279,R21A00158,R21A00160,72.99315,124.315427,103.685661,27.306726,37.502503,14.683438,role_ambiguous,false,false,blocked_by_role
R21GE00301,279,R21A00159,R21A00160,12,50.696411,13.136978,13.361309,75.348285,1.556953,role_ambiguous,false,false,blocked_by_role
R21GE00302,280,R21A00161,R21A00162,0,56.059803,60.158127,0.299746,2.661621,4.425092,unresolved_local_response,true,false,accepted_local_relation
R21GE00303,280,R21A00161,R21A00163,0,67.722943,51.695572,11.871088,28.872984,58.155423,role_ambiguous,false,false,blocked_by_role
R21GE00304,280,R21A00162,R21A00163,68.410526,116.772802,111.853699,12.170834,31.534605,13.142196,role_ambiguous,false,false,blocked_by_role
R21GE00305,281,R21A00164,R21A00165,0,55.763182,60.19001,1.127281,6.812722,4.441863,unresolved_local_response,true,false,accepted_local_relation
R21GE00306,281,R21A00164,R21A00166,0,73.165191,5.213791,25.892071,79.193855,26.025053,unresolved_local_response,true,false,accepted_local_relation
R21GE00307,281,R21A00164,R21A00167,0,75.011024,56.344299,13.467884,17.557274,40.824337,role_ambiguous,false,false,blocked_by_role
R21GE00308,281,R21A00165,R21A00166,48,86.660186,65.403801,24.76479,86.006577,5.85904,body_to_endpoint,true,false,ambiguous_relation
R21GE00309,281,R21A00165,R21A00167,68.410526,121.472053,116.534309,12.340603,10.744552,9.190814,role_ambiguous,false,false,blocked_by_role
R21GE00310,281,R21A00166,R21A00167,42,65.811816,51.130508,12.424187,83.248871,1.568655,role_ambiguous,false,false,blocked_by_role
R21GE00311,284,R21A00168,R21A00169,0,55.714123,60.007927,3.699739,21.684981,6.059882,unresolved_local_response,true,false,accepted_local_relation
R21GE00312,284,R21A00168,R21A00170,0,75.445256,11.71553,25.082422,75.040361,65.513117,role_ambiguous,false,false,blocked_by_role
R21GE00313,284,R21A00168,R21A00171,0,94.675846,71.2771,16.466345,71.350853,93.097588,role_ambiguous,false,false,blocked_by_role
R21GE00314,284,R21A00168,R21A00172,18,110.214079,48.912354,29.80295,52.235715,97.034286,role_ambiguous,false,false,blocked_by_role
R21GE00315,284,R21A00169,R21A00170,48,88.835824,71.723457,21.382683,83.274658,10.810957,role_ambiguous,false,false,blocked_by_role
R21GE00316,284,R21A00169,R21A00171,89.196412,136.611266,131.285027,12.766605,49.665872,15.362939,role_ambiguous,false,false,blocked_by_role
R21GE00317,284,R21A00169,R21A00172,84.214013,129.507004,108.92028,26.10321,73.920696,16.012571,role_ambiguous,false,false,blocked_by_role
R21GE00318,284,R21A00170,R21A00171,55.317267,67.31085,59.561569,8.616077,33.608786,1.421053,role_ambiguous,false,false,blocked_by_role
R21GE00319,284,R21A00170,R21A00172,30,40.67119,37.196823,4.720528,22.804646,1.481143,role_ambiguous,false,false,blocked_by_role
R21GE00320,284,R21A00171,R21A00172,49.477268,57.722341,22.364746,13.336605,56.413432,1.042286,role_ambiguous,false,false,blocked_by_role
R21GE00321,288,R21A00173,R21A00174,0,59.689497,63.720818,0.003849,58.880604,6.274252,unresolved_local_response,true,false,accepted_local_relation
R21GE00322,288,R21A00173,R21A00175,0,59.226141,52.556549,13.525532,15.905351,33.957311,role_ambiguous,false,false,blocked_by_role
R21GE00323,288,R21A00173,R21A00176,18,99.436144,102.796112,4.690439,18.007478,56.127332,role_ambiguous,false,false,blocked_by_role
R21GE00324,288,R21A00174,R21A00175,6,31.220032,11.164268,13.521683,74.785955,5.412169,role_ambiguous,false,false,blocked_by_role
R21GE00325,288,R21A00174,R21A00176,6,39.908305,39.075294,4.694288,76.888083,8.945661,role_ambiguous,false,false,blocked_by_role
R21GE00326,288,R21A00175,R21A00176,24.738634,59.406162,50.239563,18.215971,2.102128,1.652879,role_ambiguous,false,false,blocked_by_role
R21GE00327,289,R21A00177,R21A00178,0,61.093193,65.204887,1.184662,56.54649,6.602598,unresolved_local_response,true,false,accepted_local_relation
R21GE00328,289,R21A00177,R21A00179,18,103.121821,104.536316,8.685577,14.108175,27.24766,unresolved_local_response,true,false,accepted_local_relation
R21GE00329,289,R21A00177,R21A00180,0,59.944364,51.614807,14.262451,55.436929,57.376344,role_ambiguous,false,false,blocked_by_role
R21GE00330,289,R21A00177,R21A00181,12,96.812603,78.155426,13.997276,26.312429,74.978923,role_ambiguous,false,false,blocked_by_role
R21GE00331,289,R21A00178,R21A00179,6,43.327956,39.331429,9.870239,70.654665,4.126809,body_to_side,true,false,accepted_local_relation
R21GE00332,289,R21A00178,R21A00180,18,31.535927,13.59008,13.077789,68.016581,8.689964,role_ambiguous,false,false,blocked_by_role
R21GE00333,289,R21A00178,R21A00181,113.207774,148.723439,143.360313,12.812614,82.858919,11.355972,role_ambiguous,false,false,blocked_by_role
R21GE00334,289,R21A00179,R21A00180,36.496575,66.766554,52.921509,22.948029,41.328754,2.105735,role_ambiguous,false,false,blocked_by_role
R21GE00335,289,R21A00179,R21A00181,149.036908,191.831118,182.691742,22.682854,12.204253,2.751756,role_ambiguous,false,false,blocked_by_role
R21GE00336,289,R21A00180,R21A00181,106.150836,129.736202,129.770233,0.265175,29.1245,1.306792,role_ambiguous,false,false,blocked_by_role
R21GE00337,290,R21A00182,R21A00183,0,57.773383,61.592079,2.950083,66.214343,7.543504,unresolved_local_response,true,false,accepted_local_relation
R21GE00338,290,R21A00182,R21A00184,18,108.345806,108.439285,12.558508,16.603493,17.387778,unresolved_local_response,true,false,accepted_local_relation
R21GE00339,290,R21A00183,R21A00184,6,53.820574,46.847206,15.508591,82.817836,2.305,side_to_endpoint,true,false,accepted_local_relation
